 R   <X|d2/dR2|X>   <A|d2/dR2|A>   <B|d2/dR2|B>   <C|d2/dR2|C> 
28.01 -1.5167912783593938e-9 -2.191538049728015e-5 -7.751372178840174e-5 -5.6315543261688e-5
28.02 -1.511594491566679e-9 -2.1864233393012358e-5 -7.547617402660383e-5 -5.4333238232029084e-5
28.03 -1.5064085430167129e-9 -2.1813056750049124e-5 -7.353721798581988e-5 -5.244917416991281e-5
28.04 -1.5012332948326885e-9 -2.1761848871664584e-5 -7.169341456218011e-5 -5.065991247366323e-5
28.05 -1.4960686540185929e-9 -2.1710608232798614e-5 -6.994144280967645e-5 -4.896213285180258e-5
28.06 -1.4909145724591036e-9 -2.1659333477496228e-5 -6.82780994709411e-5 -4.7352632851480635e-5
28.07 -1.485771046919473e-9 -2.160802341637785e-5 -6.670029851518385e-5 -4.582832739409126e-5
28.08 -1.480638119045438e-9 -2.155667702414099e-5 -6.52050706831862e-5 -4.4386248317973075e-5
28.09 -1.475515875363101e-9 -2.1505293437091715e-5 -6.37895630392141e-5 -4.3023543928056816e-5
28.1 -1.4704044472788491e-9 -2.1453871950706645e-5 -6.245103852974887e-5 -4.173747855235698e-5
28.11 -1.4653040110792554e-9 -2.140241201722421e-5 -6.118687554890873e-5 -4.052543210518127e-5
28.12 -1.4602147879309805e-9 -2.1350913243265086e-5 -5.9994567510452133e-5 -3.938489965694766e-5
28.13 -1.4551367829454977e-9 -2.1299384315107272e-5 -5.886997505834689e-5 -3.831174933826855e-5
28.14 -1.4500686712327545e-9 -2.1247878660740234e-5 -5.78005473662029e-5 -3.7293466283559e-5
28.15 -1.4450103460763472e-9 -2.119640510601983e-5 -5.678288634816486e-5 -3.632665976972916e-5
28.16 -1.4399619570875532e-9 -2.1144963615265136e-5 -5.581542857711666e-5 -3.5409768079569144e-5
28.17 -1.4349236561837119e-9 -2.1093554221206166e-5 -5.489667309245976e-5 -3.454129201777401e-5
28.18 -1.4298955975881405e-9 -2.1042177023796452e-5 -5.402518110214428e-5 -3.3719794611921205e-5
28.19 -1.4248779378300646e-9 -2.099083218904144e-5 -5.319957568923219e-5 -3.2943900817993915e-5
28.2 -1.4198708357445528e-9 -2.093951994784292e-5 -5.241854152291601e-5 -3.221229723037354e-5
28.21 -1.4148744524724365e-9 -2.088824059485832e-5 -5.168082457391297e-5 -3.152373179622163e-5
28.22 -1.409888951460258e-9 -2.083699448737581e-5 -5.0985231834169525e-5 -3.0877013534184904e-5
28.23 -1.404914498460191e-9 -2.0785782044203903e-5 -5.033063104079483e-5 -3.0271012257342848e-5
28.24 -1.3999512615299912e-9 -2.073460374457619e-5 -4.971595040416087e-5 -2.970465830033453e-5
28.25 -1.3949994110329165e-9 -2.0683460127070084e-5 -4.914017834009249e-5 -2.9176942250588467e-5
28.26 -1.3900591196376974e-9 -2.0632351788540462e-5 -4.860236320608566e-5 -2.8686914683592736e-5
28.27 -1.3851305623184489e-9 -2.0581279383066786e-5 -4.8101613041481524e-5 -2.8233685902133846e-5
28.28 -1.3802139163546306e-9 -2.053024362091453e-5 -4.763709531153363e-5 -2.781642567944039e-5
28.29 -1.3753093613309976e-9 -2.047924526750991e-5 -4.7208036655304144e-5 -2.743436300616818e-5
28.3 -1.3704170791375345e-9 -2.0428285142428324e-5 -4.681372263732272e-5 -2.708678584115948e-5
28.31 -1.365537253969419e-9 -2.037736411839585e-5 -4.64534975029505e-5 -2.677304086591923e-5
28.32 -1.3606700723269615e-9 -2.032648312030374e-5 -4.612676393738258e-5 -2.6492533242741287e-5
28.33 -1.355815723015575e-9 -2.027564312423605e-5 -4.583298282823523e-5 -2.6244726376430397e-5
28.34 -1.3509743971457059e-9 -2.0224845156509486e-5 -4.557167303165327e-5 -2.602914167955594e-5
28.35 -1.3461462881328163e-9 -2.0174090292726055e-5 -4.534241114188459e-5 -2.5845358341183414e-5
28.36 -1.3413315914459601e-9 -2.012337962587786e-5 -4.514483116338918e-5 -2.5693013054912006e-5
28.37 -1.3365305016209199e-9 -2.0072713892428923e-5 -4.497862307421671e-5 -2.5571799263780417e-5
28.38 -1.3317480126672798e-9 -2.0022098321875577e-5 -4.484177781903448e-5 -2.5479718334844462e-5
28.39 -1.3270124880204915e-9 -1.9971554887687667e-5 -4.472356558866192e-5 -2.540609478809516e-5
28.4 -1.3223274725367582e-9 -1.9921087695710422e-5 -4.462211975522014e-5 -2.534907241225852e-5
28.41 -1.317691702004347e-9 -1.9870697337428007e-5 -4.453735283227176e-5 -2.5308565434221287e-5
28.42 -1.3131039575007852e-9 -1.9820384414878124e-5 -4.4469194111731955e-5 -2.5284504862209812e-5
28.43 -1.3085630653927133e-9 -1.977014954038724e-5 -4.44175895502971e-5 -2.5276838372026404e-5
28.44 -1.3040678973357455e-9 -1.97199933363099e-5 -4.438250165762694e-5 -2.5285530195042576e-5
28.45 -1.2996173702743621e-9 -1.9669916434772467e-5 -4.4363909386249486e-5 -2.5310561007918204e-5
28.46 -1.2952104464417755e-9 -1.9619919477420766e-5 -4.436180802316114e-5 -2.5351927824019165e-5
28.47 -1.2908461333598384e-9 -1.9570003115172268e-5 -4.437620908309203e-5 -2.5409643886502886e-5
28.48 -1.286523483838926e-9 -1.9520168007971738e-5 -4.440714020340923e-5 -2.5483738563045387e-5
28.49 -1.282241595977853e-9 -1.947041482455121e-5 -4.4454645040629334e-5 -2.5574257242180244e-5
28.5 -1.2779996131637694e-9 -1.942074424219362e-5 -4.4518783168514316e-5 -2.5681261231223956e-5
28.51 -1.273796724072096e-9 -1.937115694650048e-5 -4.4599629977723326e-5 -2.580482765575997e-5
28.52 -1.2696321626664283e-9 -1.9321653631162924e-5 -4.469727657699475e-5 -2.5945049360656048e-5
28.53 -1.265505208198468e-9 -1.927223499773677e-5 -4.481182969583266e-5 -2.610203481258861e-5
28.54 -1.2614151852079616e-9 -1.9222901755421023e-5 -4.49434115886723e-5 -2.6275908004048796e-5
28.55 -1.2573614635226278e-9 -1.9173654620839897e-5 -4.509215994050063e-5 -2.6466808358806562e-5
28.56 -1.2533434582581006e-9 -1.912449431782838e-5 -4.525822777390642e-5 -2.6674890638806577e-5
28.57 -1.2493606298178745e-9 -1.907542157722119e-5 -4.54417833575382e-5 -2.69003248524749e-5
28.58 -1.2454124838932563e-9 -1.9026437136645245e-5 -4.564301011594344e-5 -2.7143296164409123e-5
28.59 -1.2414985714633066e-9 -1.8977541740314912e-5 -4.586210654076988e-5 -2.7404004806433602e-5
28.6 -1.2376184887948084e-9 -1.8928736138831315e-5 -4.6099286103303165e-5 -2.76826659899929e-5
28.61 -1.2337718774422162e-9 -1.888002108898408e-5 -4.6354777168320255e-5 -2.7979509819863884e-5
28.62 -1.2299584242476179e-9 -1.8831397353556637e-5 -4.662882290923767e-5 -2.8294781209164802e-5
28.63 -1.2261885107926953e-9 -1.8782875345545645e-5 -4.6919893011160484e-5 -2.8626955215686788e-5
28.64 -1.2225257608061777e-9 -1.873451321089165e-5 -4.721743180160461e-5 -2.8965499161969816e-5
28.65 -1.2189805448886213e-9 -1.8686320105737094e-5 -4.751967771869305e-5 -2.930865546493384e-5
28.66 -1.2155526750964805e-9 -1.8638295485472092e-5 -4.782664661887458e-5 -2.965644026164173e-5
28.67 -1.2122420610839511e-9 -1.8590438804028795e-5 -4.8138354242887816e-5 -3.000886956914632e-5
28.68 -1.2090487101029653e-9 -1.8542749513941186e-5 -4.8454816208490044e-5 -3.0365959277295502e-5
28.69 -1.2059727270031944e-9 -1.8495227066404143e-5 -4.8776048003421966e-5 -3.0727725141772155e-5
28.7 -1.2030143142320516e-9 -1.8447870911331894e-5 -4.910206497860102e-5 -3.109418277736145e-5
28.71 -1.200173771834681e-9 -1.8400680497415386e-5 -4.94328823415404e-5 -3.14653476514431e-5
28.72 -1.1974514974539649e-9 -1.835365527217912e-5 -4.976851514998649e-5 -3.18412350777008e-5
28.73 -1.1948479863305038e-9 -1.830679468203716e-5 -5.010897830577123e-5 -3.222186021004559e-5
28.74 -1.1923638313026334e-9 -1.82600981723484e-5 -5.0454286548871384e-5 -3.2607238036745284e-5
28.75 -1.189999722806387e-9 -1.821356518747083e-5 -5.080445445167364e-5 -3.2997383374758686e-5
28.76 -1.187756448875518e-9 -1.816719517081562e-5 -5.115949641343675e-5 -3.339231086426571e-5
28.77 -1.185634895141468e-9 -1.812098756489985e-5 -5.15194266549486e-5 -3.379203496339181e-5
28.78 -1.1836360448333638e-9 -1.8074941811398804e-5 -5.188425921337322e-5 -3.4196569943121204e-5
28.79 -1.1817609787780118e-9 -1.8029057351197802e-5 -5.22540079372809e-5 -3.4605929882392066e-5
28.8 -1.1800108747109746e-9 -1.7983333512410567e-5 -5.2628686027579144e-5 -3.5020128391899285e-5
28.81 -1.1783870084179598e-9 -1.793776969154842e-5 -5.3008306754666025e-5 -3.5439179033556484e-5
28.82 -1.176890754640452e-9 -1.789236550836329e-5 -5.339288410326982e-5 -3.5863095716659634e-5
28.83 -1.1755235845842254e-9 -1.7847120399805913e-5 -5.378243111846078e-5 -3.629189170600259e-5
28.84 -1.1742870670528345e-9 -1.7802033802319152e-5 -5.4176960634526994e-5 -3.672558005236861e-5
28.85 -1.1731828684476283e-9 -1.7757105151884934e-5 -5.457648527102119e-5 -3.716417358863918e-5
28.86 -1.1722127527677576e-9 -1.771233388407033e-5 -5.4981017428965234e-5 -3.7607684926059866e-5
28.87 -1.1713785816101832e-9 -1.7667719434073234e-5 -5.539056928720632e-5 -3.8056126450656664e-5
28.88 -1.1706524225936932e-9 -1.762326266527695e-5 -5.580325678168258e-5 -3.850762074535383e-5
28.89 -1.1698554968027113e-9 -1.7578971291995892e-5 -5.620761508815354e-5 -3.8950741433202e-5
28.9 -1.1689562631719969e-9 -1.753484544175189e-5 -5.6601506334926924e-5 -3.938335624455056e-5
28.91 -1.1679529939934571e-9 -1.7490883798190753e-5 -5.6984683595215416e-5 -3.980521738306951e-5
28.92 -1.1668440482520622e-9 -1.7447085062262753e-5 -5.7356906213207865e-5 -4.021608334059528e-5
28.93 -1.1656278716257857e-9 -1.7403447952152984e-5 -5.7717939853114087e-5 -4.0615718946098066e-5
28.94 -1.1643029964855661e-9 -1.7359971203210604e-5 -5.806755654768737e-5 -4.100389541412607e-5
28.95 -1.1628680418952545e-9 -1.7316653567877428e-5 -5.840553474622875e-5 -4.138039039273051e-5
28.96 -1.1613217136115682e-9 -1.72734938156154e-5 -5.873165936208355e-5 -4.174498801088234e-5
28.97 -1.1596628040840659e-9 -1.7230490732833526e-5 -5.904572181962994e-5 -4.2097478925379884e-5
28.98 -1.1578901924550911e-9 -1.7187643122813674e-5 -5.934752010077087e-5 -4.243766036725936e-5
28.99 -1.1560028445597576e-9 -1.7144949805636e-5 -5.9636858790929974e-5 -4.2765336187708377e-5
29.0 -1.1539998129258995e-9 -1.7102409618103115e-5 -5.9913549124560405e-5 -4.308031690349197e-5
29.01 -1.1518802367740595e-9 -1.706002141366408e-5 -6.017740903017006e-5 -4.338241974189389e-5
29.02 -1.1496433420174465e-9 -1.7017784062337113e-5 -6.042826317486935e-5 -4.367146868518032e-5
29.03 -1.1472884412619213e-9 -1.6975696450632075e-5 -6.066594300844718e-5 -4.394729451459067e-5
29.04 -1.1448149338059692e-9 -1.6933757481472155e-5 -6.089028680697894e-5 -4.420973485385998e-5
29.05 -1.1422223056406769e-9 -1.689196607411471e-5 -6.110113971597349e-5 -4.445863421227981e-5
29.06 -1.1395101294497143e-9 -1.6850321164071787e-5 -6.129835379306264e-5 -4.4693844027300844e-5
29.07 -1.1366780646093193e-9 -1.680882170302982e-5 -6.148178805023992e-5 -4.491522270668443e-5
29.08 -1.1337258571882765e-9 -1.6767466658769008e-5 -6.165130849565157e-5 -4.512263567020556e-5
29.09 -1.1306533399479058e-9 -1.6726255015081675e-5 -6.180678817494684e-5 -4.531595539091506e-5
29.1 -1.1274604323420467e-9 -1.6685185771690762e-5 -6.194810721219105e-5 -4.549506143596348e-5
29.11 -1.1241471405170437e-9 -1.6644257944167123e-5 -6.207515285034641e-5 -4.565984050699287e-5
29.12 -1.1207135573117375e-9 -1.6603470563846823e-5 -6.218781949132675e-5 -4.5810186480101594e-5
29.13 -1.1171739196004067e-9 -1.656282538550492e-5 -6.228654912450518e-5 -4.594653622623373e-5
29.14 -1.1136127819078468e-9 -1.6522337735793124e-5 -6.237449945216978e-5 -4.607201942014357e-5
29.15 -1.1100443695822317e-9 -1.6482009442243315e-5 -6.245214180505429e-5 -4.618710259665919e-5
29.16 -1.1064688513732251e-9 -1.6441839636282923e-5 -6.251941165692382e-5 -4.6291721062667204e-5
29.17 -1.1028864012732502e-9 -1.640182745888948e-5 -6.25762482403345e-5 -4.6385813891801215e-5
29.18 -1.0992971985174893e-9 -1.636197206055384e-5 -6.262259457325548e-5 -4.646932395102753e-5
29.19 -1.0957014275838656e-9 -1.6322272601243306e-5 -6.265839748542884e-5 -4.65421979269681e-5
29.2 -1.0920992781930592e-9 -1.628272825036389e-5 -6.268360764446874e-5 -4.660438635196243e-5
29.21 -1.08849094530848e-9 -1.624333818672246e-5 -6.269817958170324e-5 -4.665584362987152e-5
29.22 -1.0848766291362832e-9 -1.620410159848813e-5 -6.270207171776157e-5 -4.6696528061627e-5
29.23 -1.0812565351253506e-9 -1.6165017683153514e-5 -6.269524638790866e-5 -4.6726401870526914e-5
29.24 -1.0776308735706365e-9 -1.6126085548939638e-5 -6.26776693586884e-5 -4.674543086157991e-5
29.25 -1.0739998607049153e-9 -1.608730448448976e-5 -6.264931124237484e-5 -4.6753585444712394e-5
29.26 -1.0703637178609246e-9 -1.6048673753651763e-5 -6.261014646716037e-5 -4.6750839903188704e-5
29.27 -1.066722671455003e-9 -1.6010192590162806e-5 -6.256015327241577e-5 -4.673717239599294e-5
29.28 -1.0630769531462949e-9 -1.597186023690096e-5 -6.249931393514519e-5 -4.671256512723759e-5
29.29 -1.0594267998367509e-9 -1.593367594584404e-5 -6.242761479386275e-5 -4.6677004369999887e-5
29.3 -1.055772453671121e-9 -1.5895638978027736e-5 -6.234504627223454e-5 -4.6630480489923374e-5
29.31 -1.0521141620369524e-9 -1.585774860350379e-5 -6.225160290248778e-5 -4.6572987968586275e-5
29.32 -1.0484521775645845e-9 -1.5820004101297506e-5 -6.214728334858907e-5 -4.6504525426638566e-5
29.33 -1.044786758127148e-9 -1.5782404759365285e-5 -6.203209042919535e-5 -4.642509564671132e-5
29.34 -1.04111816684056e-9 -1.5744949874551482e-5 -6.190603114037793e-5 -4.633470559609921e-5
29.35 -1.03744667206352e-9 -1.570763875254528e-5 -6.176911667812393e-5 -4.623336644921964e-5
29.36 -1.0337725473975078e-9 -1.567047070783714e-5 -6.162136246061602e-5 -4.6121093609850206e-5
29.37 -1.0300960716867779e-9 -1.5633445063674927e-5 -6.146278815029278e-5 -4.599790673314649e-5
29.38 -1.0264435866747942e-9 -1.559655537312123e-5 -6.129414563286602e-5 -4.5864561242121794e-5
29.39 -1.022971031008262e-9 -1.55597663984729e-5 -6.111982073429148e-5 -4.572546421739314e-5
29.4 -1.019703019095262e-9 -1.5523071950072274e-5 -6.09405464033474e-5 -4.55813522144007e-5
29.41 -1.0166381153047992e-9 -1.5486471630796233e-5 -6.075632774995705e-5 -4.543223041623658e-5
29.42 -1.0137749707230418e-9 -1.5449965046474367e-5 -6.05671710715384e-5 -4.527810519485336e-5
29.43 -1.0111123231532975e-9 -1.54135518058858e-5 -6.037308386153468e-5 -4.5118984119598046e-5
29.44 -1.0086489971160029e-9 -1.5377231520755728e-5 -6.017407481788195e-5 -4.495487596568288e-5
29.45 -1.0063839038487219e-9 -1.5341003805751844e-5 -5.997015385141756e-5 -4.478579072259649e-5
29.46 -1.0043160413061273e-9 -1.5304868278480332e-5 -5.9761332094225924e-5 -4.461173960245229e-5
29.47 -1.0024444941600026e-9 -1.5268824559481732e-5 -5.954762190792543e-5 -4.443273504827747e-5
29.48 -1.0007684337992255e-9 -1.5232872272226561e-5 -5.9329036891893885e-5 -4.424879074224032e-5
29.49 -9.992871183297697e-10 -1.5197011043110672e-5 -5.9105591891434876e-5 -4.405992161381819e-5
29.5 -9.979998925746892e-10 -1.5161240501450255e-5 -5.887730300588319e-5 -4.386614384790424e-5
29.51 -9.969061880741283e-10 -1.5125560279476973e-5 -5.864418759665246e-5 -4.366747489285588e-5
29.52 -9.960055230853002e-10 -1.5089970012332414e-5 -5.840626429522206e-5 -4.346393346848257e-5
29.53 -9.952975025824935e-10 -1.505446933806265e-5 -5.8163553011065406e-5 -4.3255539573974475e-5
29.54 -9.94781818257066e-10 -1.5019057897612531e-5 -5.7916074939520734e-5 -4.30423144957733e-5
29.55 -9.944582485174412e-10 -1.4983735334819611e-5 -5.7663852569601824e-5 -4.282428081538306e-5
29.56 -9.94326658489106e-10 -1.4948501296408132e-5 -5.740690969175187e-5 -4.260146241712338e-5
29.57 -9.94387000014606e-10 -1.4913355431982462e-5 -5.714527140553902e-5 -4.2373884495824655e-5
29.58 -9.94639311653548e-10 -1.4878297394020782e-5 -5.687896412729464e-5 -4.2141573564465124e-5
29.59 -9.950837186825944e-10 -1.4843326837868125e-5 -5.6608015597694114e-5 -4.190455746175084e-5
29.6 -9.95720433095465e-10 -1.4808443421729612e-5 -5.6332454889281335e-5 -4.1662865359638536e-5
29.61 -9.965497536029328e-10 -1.4773646806663221e-5 -5.605231241393566e-5 -4.1416527770801154e-5
29.62 -9.975720656328224e-10 -1.4738936656572528e-5 -5.576761993028338e-5 -4.116557655603743e-5
29.63 -9.98739187243146e-10 -1.4704314476467082e-5 -5.547906854475677e-5 -4.091069962131459e-5
29.64 -9.997593223655045e-10 -1.4669790962734684e-5 -5.519062207814581e-5 -4.065584113270689e-5
29.65 -1.00058336851669e-9 -1.463536761803859e-5 -5.490292623996133e-5 -4.0401643765430986e-5
29.66 -1.0012109273971872e-9 -1.4601044107655697e-5 -5.4615967006209067e-5 -4.014809377136359e-5
29.67 -1.0016416988510383e-9 -1.4566820093733126e-5 -5.4329730637005034e-5 -3.989517769176355e-5
29.68 -1.00187548068061e-9 -1.4532695182111364e-5 -5.404420342803471e-5 -3.964288218701937e-5
29.69 -1.0019121693143052e-9 -1.4498669114632781e-5 -5.3759372599750016e-5 -3.939119464264207e-5
29.7 -1.0017517590857156e-9 -1.4464741560856213e-5 -5.347522532759325e-5 -3.914010250640414e-5
29.71 -1.0013943424867726e-9 -1.4430912191523345e-5 -5.319174908146751e-5 -3.888959351952275e-5
29.72 -1.0008401101677515e-9 -1.4397180678561154e-5 -5.2908931623456455e-5 -3.863965571439224e-5
29.73 -1.000089350937283e-9 -1.4363546695084013e-5 -5.2626761005592277e-5 -3.839027741236475e-5
29.74 -9.99142451762352e-10 -1.4330009915395978e-5 -5.2345225567673326e-5 -3.814144722158018e-5
29.75 -9.979998977683021e-10 -1.4296570014992655e-5 -5.206431393512788e-5 -3.789315403484241e-5
29.76 -9.966622722388571e-10 -1.4263226670563415e-5 -5.178401501692622e-5 -3.764538702754325e-5
29.77 -9.951302566161046e-10 -1.422997955999309e-5 -5.150431800353716e-5 -3.7398135655631114e-5
29.78 -9.934046305005126e-10 -1.4196828362363872e-5 -5.1225212364929385e-5 -3.715138965362406e-5
29.79 -9.914862716509363e-10 -1.4163772757957118e-5 -5.0946687848618406e-5 -3.690513903266829e-5
29.8 -9.893761559846163e-10 -1.4130812428254874e-5 -5.066873447775453e-5 -3.665937407863771e-5
29.81 -9.870753575771895e-10 -1.4097947055941603e-5 -5.039134254925486e-5 -3.641408535027714e-5
29.82 -9.845850486626806e-10 -1.406517632490552e-5 -5.011450263197551e-5 -3.616926367738581e-5
29.83 -9.81906499633523e-10 -1.4032499920240272e-5 -4.983820556492607e-5 -3.59249001590426e-5
29.84 -9.790410790405495e-10 -1.3999917528246015e-5 -4.9562442455522176e-5 -3.568098616186974e-5
29.85 -9.759902535930008e-10 -1.3967428836430915e-5 -4.928720467787891e-5 -3.54375133183367e-5
29.86 -9.72755588158526e-10 -1.3935033533512263e-5 -4.901248387114182e-5 -3.519447352510189e-5
29.87 -9.693387457631893e-10 -1.3902731309417603e-5 -4.873827193785516e-5 -3.4951858941391284e-5
29.88 -9.657698037067804e-10 -1.3870524334355481e-5 -4.8465106218635434e-5 -3.471020285526961e-5
29.89 -9.622193860990334e-10 -1.38384271605233e-5 -4.819623329206663e-5 -3.447272632804499e-5
29.9 -9.58714854833286e-10 -1.3806441923524923e-5 -4.793214815566061e-5 -3.423992050226051e-5
29.91 -9.5525519230762e-10 -1.3774568279871725e-5 -4.7672799637040286e-5 -3.401173466589356e-5
29.92 -9.518394425485775e-10 -1.3742805887667007e-5 -4.7418137453266494e-5 -3.378811899457097e-5
29.93 -9.48466711211151e-10 -1.3711154406593297e-5 -4.716811220229802e-5 -3.356902454303405e-5
29.94 -9.451361655787854e-10 -1.3679613497900011e-5 -4.692267535456118e-5 -3.335440323671306e-5
29.95 -9.418470345633729e-10 -1.3648182824391145e-5 -4.6681779244629356e-5 -3.3144207863411745e-5
