 R   <X|d2/dR2|X>   <A|d2/dR2|A>   <B|d2/dR2|B>   <C|d2/dR2|C> 
25.28 -8.085862367373321e-9 -7.406247695994761e-5 -0.003345743411119705 -0.0033457105367863823
25.29 -8.019950058449617e-9 -7.319874030109942e-5 -0.003231910846786268 -0.0032310060801705146
25.3 -7.953751259356551e-9 -7.234360015358603e-5 -0.003119539006263746 -0.003117773315066322
25.31 -7.887272017247572e-9 -7.149715280472072e-5 -0.0030086696260291927 -0.0030060540656843522
25.32 -7.820518523279332e-9 -7.065948991226195e-5 -0.0028993434798637177 -0.002895889188787905
25.33 -7.75349711243379e-9 -6.983069857307425e-5 -0.00279160038088343 -0.0027873185757955497
25.34 -7.686214263349403e-9 -6.901086139262671e-5 -0.002685479184102965 -0.002680381155417077
25.35 -7.618676598162024e-9 -6.82000565552317e-5 -0.0025810177895063983 -0.0025751148967975805
25.36 -7.550890882354629e-9 -6.739835789491217e-5 -0.0024782531455987606 -0.002471556813142773
25.37 -7.48286402461574e-9 -6.660583496680296e-5 -0.0023772212534136907 -0.002369742965800973
25.38 -7.4147048989910745e-9 -6.582283444768403e-5 -0.0022780009542112145 -0.0022697525137303485
25.39 -7.347028451546375e-9 -6.50510705575544e-5 -0.002180880423691326 -0.0021718752177349522
25.4 -7.279935665470718e-9 -6.429079280070225e-5 -0.002085914500790878 -0.0020761661323529692
25.41 -7.2134251302936714e-9 -6.354195917771587e-5 -0.0019931120648962884 -0.001982634084906947
25.42 -7.147495448364414e-9 -6.280452404211702e-5 -0.0019024810021529867 -0.0018912869068019164
25.43 -7.0821463883241915e-9 -6.20784507315573e-5 -0.001814029054625654 -0.0018021322764961204
25.44 -7.017376970824339e-9 -6.13636908158198e-5 -0.0017277623608721322 -0.0017151762698436883
25.45 -6.953186276017612e-9 -6.066019298479134e-5 -0.0016436861158516595 -0.0016304240162078206
25.46 -6.889573443414373e-9 -5.9967903132922096e-5 -0.0015618045850005777 -0.001547879712623337
25.47 -6.826537671747147e-9 -5.928676444292576e-5 -0.001482121118435755 -0.0014675466380861576
25.48 -6.764078218842502e-9 -5.8616717468670056e-5 -0.0014046381652690725 -0.001389427167953007
25.49 -6.702194401500645e-9 -5.7957700217226135e-5 -0.0013293572880188295 -0.0013135227884371638
25.5 -6.640885595381815e-9 -5.7309648230032894e-5 -0.0012562791771028306 -0.0012398341111849783
25.51 -6.580151234899758e-9 -5.667249466315117e-5 -0.0011854036654002447 -0.0011683608879202122
25.52 -6.519990813121523e-9 -5.6046170366569524e-5 -0.0011167297428684518 -0.0010991020251423886
25.53 -6.4604038816735126e-9 -5.5430603962538736e-5 -0.0010502555712026884 -0.001032055598866928
25.54 -6.401390050653776e-9 -5.4825721922909674e-5 -0.0009859784985267988 -0.0009672188693953577
25.55 -6.342948988549646e-9 -5.4231448645447293e-5 -0.0009238950741031891 -0.000904588296103661
25.56 -6.285080422161249e-9 -5.364770652910689e-5 -0.0008640010630519006 -0.0008441595522386688
25.57 -6.2277841365299455e-9 -5.3074416048247036e-5 -0.0008062914610678676 -0.0007859275397115295
25.58 -6.171059974872049e-9 -5.25114958257699e-5 -0.0007507605091273378 -0.0007298864038792303
25.59 -6.114907838517065e-9 -5.195886270516806e-5 -0.0006974017081735475 -0.0006760295483042341
25.6 -6.059327686850742e-9 -5.141643182147154e-5 -0.0006462078337735659 -0.0006243496494841458
25.61 -6.004319537262294e-9 -5.088411667107968e-5 -0.0005971709507375494 -0.0005748386715426272
25.62 -5.949883465095809e-9 -5.036182918047108e-5 -0.0005502824276928039 -0.0005274878808739558
25.63 -5.89604952103322e-9 -4.9849675754422766e-5 -0.0005055544121573691 -0.00048230952592842255
25.64 -5.842992673859423e-9 -4.9348698927096573e-5 -0.00046309652379367746 -0.0004394143272098782
25.65 -5.790734103741273e-9 -4.8858926652254616e-5 -0.00042289702699739974 -0.00039879054539635297
25.66 -5.7392641090718055e-9 -4.838018093406792e-5 -0.00038492110862322823 -0.0003604031645820672
25.67 -5.6885728570830905e-9 -4.7912281604781714e-5 -0.00034913349031829167 -0.0003242167075670243
25.68 -5.638650619868598e-9 -4.745504882132707e-5 -0.0003154985077940503 -0.00029019531162129705
25.69 -5.589487774249888e-9 -4.7008303125962436e-5 -0.00028398013047917307 -0.0002583027481998682
25.7 -5.541074801650756e-9 -4.657186550542546e-5 -0.00025454198098709017 -0.0002285024424706178
25.71 -5.493402287978128e-9 -4.614555744860242e-5 -0.00022714735439453753 -0.000200757492651783
25.72 -5.4464609235099e-9 -4.572920100273184e-5 -0.0002017592373283831 -0.00017503068915619455
25.73 -5.4002415027888366e-9 -4.5322618828150104e-5 -0.00017834032685762116 -0.00015128453353918666
25.74 -5.354734924522791e-9 -4.492563425159788e-5 -0.00015685304918835105 -0.0001294812572480141
25.75 -5.3099321914904175e-9 -4.4538071318095865e-5 -0.000137259578159224 -0.00010958284017027036
25.76 -5.265824410452659e-9 -4.4159754841410354e-5 -0.00011952185353565766 -9.155102897962556e-5
25.77 -5.222402792069194e-9 -4.379051045311877e-5 -0.00010360159910087873 -7.534735527695741e-5
25.78 -5.179658650819945e-9 -4.3430164650294344e-5 -8.946034054242042e-5 -6.09331535255189e-5
25.79 -5.137583404931434e-9 -4.307854484182592e-5 -7.705942313283084e-5 -4.826957877891678e-5
25.8 -5.096168576307358e-9 -4.273547939338723e-5 -6.636002920342572e-5 -3.731762420074913e-5
25.81 -5.055405790463694e-9 -4.240079767107697e-5 -5.732319541039002e-5 -2.8038138375226027e-5
25.82 -5.0152867764676365e-9 -4.2074330083742183e-5 -4.9909829792433095e-5 -2.0391842407994502e-5
25.83 -4.9758033668805506e-9 -4.175590812400798e-5 -4.408072861966165e-5 -1.433934681685143e-5
25.84 -4.936947497704394e-9 -4.144536440802702e-5 -3.97965930332673e-5 -9.841168211957907e-6
25.85 -4.8987112083317464e-9 -4.1142532713970775e-5 -3.701804547599878e-5 -6.857745765546416e-6
25.86 -4.8610866414990185e-9 -4.0847248019278716e-5 -3.5705645913389206e-5 -5.349457471107541e-6
25.87 -4.824066043242722e-9 -4.055934653668518e-5 -3.581990784596182e-5 -5.276636192300126e-6
25.88 -4.787604934539949e-9 -4.0278770032860775e-5 -3.7320110744616584e-5 -6.598475888181625e-6
25.89 -4.7514767332834206e-9 -4.000596155883665e-5 -4.0152876728102976e-5 -9.261960725678258e-6
25.9 -4.715642084389848e-9 -3.974081160409076e-5 -4.4260757758208075e-5 -1.320950309736413e-5
25.91 -4.680098726253862e-9 -3.948310698990148e-5 -4.958720256629452e-5 -1.838431905052725e-5
25.92 -4.6448444462393255e-9 -3.9232637591107664e-5 -5.607611711121602e-5 -2.4730085069514982e-5
25.93 -4.6098770806514846e-9 -3.898919635580866e-5 -6.367188325580584e-5 -3.2190956771955684e-5
25.94 -4.575194514710872e-9 -3.875257932381414e-5 -7.231937716283155e-5 -4.071158732316961e-5
25.95 -4.540794014544615e-9 -3.852257510506968e-5 -8.196395100574579e-5 -5.02371267301573e-5
25.96 -4.506674266452247e-9 -3.829899671491301e-5 -9.255155094843016e-5 -6.0713286478948216e-5
25.97 -4.472833371389575e-9 -3.808165071592662e-5 -0.00010402864791011385 -7.208632246581477e-5
25.98 -4.4392694006116206e-9 -3.787034559891032e-5 -0.00011634227449328018 -8.430305763596987e-5
25.99 -4.405980474733374e-9 -3.766489302222046e-5 -0.0001294400456597131 -9.731090060824475e-5
26.0 -4.3729647636907995e-9 -3.746510782325079e-5 -0.00014327017543805428 -0.00011105786239399976
26.01 -4.340220486703797e-9 -3.7270808028853416e-5 -0.0001577814933764322 -0.00012549257286002593
26.02 -4.307745912240667e-9 -3.708181486472045e-5 -0.00017292346074280338 -0.00014056429693810025
26.03 -4.27553935798429e-9 -3.689795276375156e-5 -0.0001886461864755336 -0.00015622295058374618
26.04 -4.243599190799947e-9 -3.6719049373429606e-5 -0.00020490044288678155 -0.00017241911648678521
26.05 -4.211923826704498e-9 -3.654493556222608e-5 -0.0002216376811214725 -0.00018910405953649054
26.06 -4.180511730837185e-9 -3.637544542506083e-5 -0.0002388100463743886 -0.0002062297420438913
26.07 -4.149361417431671e-9 -3.621041628783579e-5 -0.0002563703928682857 -0.00022374883872416077
26.08 -4.118471449789594e-9 -3.604968871106726e-5 -0.00027427229859560266 -0.00024161475144167583
26.09 -4.0878404402552635e-9 -3.589310649263543e-5 -0.00029247007982673753 -0.0002597816237207456
26.1 -4.057467050191717e-9 -3.574051666967581e-5 -0.00031091880538750396 -0.0002782043550246424
26.11 -4.0273499899579316e-9 -3.5591769519630815e-5 -0.00032957431070874146 -0.0002968386148059316
26.12 -3.997488018887128e-9 -3.544671856048434e-5 -0.0003483932116508727 -0.00031564085633091444
26.13 -3.96789068061599e-9 -3.530519889179109e-5 -0.0003673447843824291 -0.000334580149676693
26.14 -3.938620340421015e-9 -3.516694951734082e-5 -0.00038646146300186563 -0.0003536885016816703
26.15 -3.9096843327704576e-9 -3.5031834340546065e-5 -0.0004057216809472101 -0.0003729441710590529
26.16 -3.8810792114599055e-9 -3.489974209866029e-5 -0.0004250928228550522 -0.00039231441800013624
26.17 -3.852801585526719e-9 -3.4770563691075365e-5 -0.00044454275861190997 -0.00041176699023164314
26.18 -3.824848119234018e-9 -3.464419218329457e-5 -0.0004640398538459364 -0.00043127013351100405
26.19 -3.79721553205564e-9 -3.452052281027182e-5 -0.0004835529802530978 -0.00045079260195546317
26.2 -3.76990059866211e-9 -3.4399452979133594e-5 -0.0005030515257598662 -0.0004703036682070676
26.21 -3.742900148907317e-9 -3.428088227129763e-5 -0.0005225054045247607 -0.0004897731334358912
26.22 -3.716211067816217e-9 -3.416471244400527e-5 -0.0005418850667806381 -0.0005091713371834074
26.23 -3.689830295573129e-9 -3.405084743128069e-5 -0.0005611615085201103 -0.0005284691670484053
26.24 -3.663754827510973e-9 -3.393919334433331e-5 -0.0005803062810259854 -0.0005476380682173603
26.25 -3.6379817141010406e-9 -3.382965847141626e-5 -0.0005992915002490922 -0.0005666500528416326
26.26 -3.612507798220954e-9 -3.37221457785326e-5 -0.0006180896857856961 -0.0005854775490405463
26.27 -3.5873305439219737e-9 -3.361657634748346e-5 -0.0006366742935595902 -0.0006040939020677628
26.28 -3.5624471635069153e-9 -3.351286494073651e-5 -0.0006550191889891416 -0.0006224728805321043
26.29 -3.537854924519242e-9 -3.3410928490389764e-5 -0.0006730988379854273 -0.0006405888558219281
26.3 -3.513551149808426e-9 -3.33106860979186e-5 -0.0006908883156528405 -0.0006584168107995964
26.31 -3.4895332175143156e-9 -3.3212059031157085e-5 -0.0007083633147997048 -0.0006759323483085869
26.32 -3.4657985610522027e-9 -3.311497072082733e-5 -0.000725500154311851 -0.0006931116995431088
26.33 -3.442344669098737e-9 -3.30193467566297e-5 -0.0007422757873909364 -0.0007099317322820135
26.34 -3.41916908557843e-9 -3.29251148829059e-5 -0.0007586678096596161 -0.0007263699589891239
26.35 -3.396269409650975e-9 -3.2832204993886835e-5 -0.0007746544671353059 -0.0007424045447817345
26.36 -3.3736432956991407e-9 -3.2740549128537524e-5 -0.00079021466407461 -0.0007580143152693648
26.37 -3.351288453317313e-9 -3.2650081465009964e-5 -0.0008053279706902428 -0.0007731787642646103
26.38 -3.32920400550605e-9 -3.2560728688545166e-5 -0.0008199954114625403 -0.0007878988187323044
26.39 -3.3073956171909537e-9 -3.247237687587282e-5 -0.0008343242870436403 -0.000802281573497138
26.4 -3.28586172859898e-9 -3.238497027149802e-5 -0.0008483211370670839 -0.0008163334905789117
26.41 -3.264599413955746e-9 -3.229846456812484e-5 -0.0008619722699919509 -0.0008300408261751317
26.42 -3.2436057728720506e-9 -3.2212816661879136e-5 -0.0008752643541957832 -0.0008433901976854021
26.43 -3.2228779303356095e-9 -3.21279846520314e-5 -0.0008881844232752965 -0.0008563685890115129
26.44 -3.2024130367032313e-9 -3.2043927840429614e-5 -0.0009007198812642811 -0.0008689633557744189
26.45 -3.182208267693536e-9 -3.196060673065055e-5 -0.0009128585077698312 -0.000881162230449259
26.46 -3.1622608243799814e-9 -3.1877983026876324e-5 -0.0009245884630281642 -0.0008929533274196855
26.47 -3.1425679331844426e-9 -3.17960196325046e-5 -0.0009358982928810661 -0.0009043251479525466
26.48 -3.1231268458710324e-9 -3.171468064849888e-5 -0.0009467769336742366 -0.0009152665850942029
26.49 -3.103934839540435e-9 -3.1633931371486865e-5 -0.0009572137170785442 -0.0009257669284894955
26.5 -3.0849892166244715e-9 -3.155373829161302e-5 -0.0009671983748354475 -0.0009358158691246317
26.51 -3.0662873048811185e-9 -3.147406909015374e-5 -0.000976721043427592 -0.0009454035039949994
26.52 -3.0478264573897515e-9 -3.1394892636899894e-5 -0.0009857722686757674 -0.0009545203406991075
26.53 -3.029604052546727e-9 -3.131617898731526e-5 -0.0009943430102633119 -0.0009631573019597441
26.54 -3.0116174940613044e-9 -3.123789937947668e-5 -0.0010024246461890133 -0.0009713057300734055
26.55 -2.993864210951742e-9 -3.116002623080169e-5 -0.0010100089771496493 -0.0009789573912891512
26.56 -2.9763416463305972e-9 -3.1082532653195515e-5 -0.0010170882139893791 -0.0009861044637837443
26.57 -2.959047197408061e-9 -3.100538982178827e-5 -0.0010236548886291344 -0.0009927394514540988
26.58 -2.941978478895559e-9 -3.09285783577115e-5 -0.0010297022590799612 -0.0009988555764340792
26.59 -2.9251330195917326e-9 -3.085207531845072e-5 -0.0010352238584314536 -0.0010044463423978065
26.6 -2.9085083736749475e-9 -3.077585892262466e-5 -0.001040213663324232 -0.0010095056978008648
26.61 -2.892102120696907e-9 -3.0699908545596665e-5 -0.001044666097938768 -0.0010140280398643565
26.62 -2.8759118655766063e-9 -3.062420471491346e-5 -0.001048576037920911 -0.001018008218495484
26.63 -2.8599061711330005e-9 -3.054873064987884e-5 -0.0010519601201384474 -0.0010214628347275175
26.64 -2.843909608311528e-9 -3.0473480166597345e-5 -0.0010549422486810993 -0.0010245157039396344
26.65 -2.827894169918385e-9 -3.0398442895319407e-5 -0.001057540571316167 -0.0010271849464856969
26.66 -2.8118610990463983e-9 -3.0323607690911525e-5 -0.0010597521952152194 -0.0010294676543312169
26.67 -2.7958116751644024e-9 -3.024896397194883e-5 -0.0010615744594649743 -0.0010313611519648634
26.68 -2.7797472141138655e-9 -3.0174501719850757e-5 -0.0010630049375173459 -0.0010328629988474653
26.69 -2.763669068105623e-9 -3.0100211477895837e-5 -0.0010640414396030269 -0.0010339709918244211
26.7 -2.747578625716756e-9 -3.002608435011917e-5 -0.0010646820151091376 -0.0010346831675020554
26.71 -2.7314773118875165e-9 -2.9952112000095976e-5 -0.001064924954921426 -0.0010349978045884074
26.72 -2.715366587918426e-9 -2.9878286649614185e-5 -0.001064768793731527 -0.0010349134261989656
26.73 -2.699247951467394e-9 -2.9804601077239554e-5 -0.0010642123123097787 -0.001034428802127845
26.74 -2.6831229365470346e-9 -2.973104861677599e-5 -0.001063254539744069 -0.001033542951084889
26.75 -2.6669931135219672e-9 -2.9657623155624454e-5 -0.0010618947556452073 -0.0010322551428991902
26.76 -2.650860089106347e-9 -2.958431913304356e-5 -0.0010601324923193139 -0.0010305649006895252
26.77 -2.6347255063613583e-9 -2.9511131538313955e-5 -0.0010579675369076713 -0.001028472003002157
26.78 -2.6185910446928932e-9 -2.9438055908810474e-5 -0.0010553999334945389 -0.001025976485916498
26.79 -2.6024584198493064e-9 -2.9365088327984115e-5 -0.001052429985183388 -0.0010230786451191068
26.8 -2.5863293839192147e-9 -2.929222542325655e-5 -0.0010490582561419992 -0.0010197790379464526
26.81 -2.5702057253294667e-9 -2.9219464363830536e-5 -0.0010452855736169107 -0.0010160784853969441
26.82 -2.5540892688431007e-9 -2.9146802858417974e-5 -0.0010411130299176428 -0.001011978074112652
26.83 -2.537981875557506e-9 -2.9074239152888837e-5 -0.001036541984371166 -0.0010074791583311892
26.84 -2.5218854429025518e-9 -2.9001772027843326e-5 -0.0010315740652470213 -0.0010025833618081679
26.85 -2.505801904638896e-9 -2.8929400796109328e-5 -0.0010262111716535713 -0.0009972925797107064
26.86 -2.4897332308563064e-9 -2.8857125300168426e-5 -0.0010204554754057842 -0.0009916089804823981
26.87 -2.4736814202212437e-9 -2.87849454547707e-5 -0.0010143094060117844 -0.0009855349912955404
26.88 -2.4576915970278707e-9 -2.871286594834913e-5 -0.0010077955024642227 -0.0009790931416298796
26.89 -2.442021433500599e-9 -2.864091989021113e-5 -0.001001035386464981 -0.0009724049986009097
26.9 -2.426708395646052e-9 -2.8569113197249802e-5 -0.0009940505350195918 -0.0009654920300956409
26.91 -2.411746633421368e-9 -2.849744695205083e-5 -0.0009868426198019532 -0.0009583559074537432
26.92 -2.3971304234087825e-9 -2.8425922441093293e-5 -0.000979413434474104 -0.0009509984242271611
26.93 -2.3828541688123197e-9 -2.8354541154356704e-5 -0.0009717648955807485 -0.0009434214970741945
26.94 -2.368912399454728e-9 -2.8283304784884603e-5 -0.0009638990434322101 -0.0009356271666419592
26.95 -2.355299771774656e-9 -2.821221522830574e-5 -0.0009558180429759719 -0.0009276175984373893
26.96 -2.342011068823952e-9 -2.81412745823143e-5 -0.0009475241846568604 -0.0009193950836868382
26.97 -2.3290412002652384e-9 -2.8070485146110016e-5 -0.0009390198852660813 -0.000910962040184488
26.98 -2.3163852023695646e-9 -2.7999849419799063e-5 -0.0009303076887791511 -0.0009023210131296124
26.99 -2.3040382380143214e-9 -2.7929370103757977e-5 -0.0009213902671829297 -0.0008934746759529003
27.0 -2.291995596681205e-9 -2.7859050097959647e-5 -0.0009122704212917912 -0.0008844258311318772
27.01 -2.280252694454443e-9 -2.778889250126463e-5 -0.0009029510815531669 -0.0008751774109956597
27.02 -2.2688050740190385e-9 -2.771890061067711e-5 -0.0008934353088424631 -0.0008657324785190491
27.03 -2.2576484046592175e-9 -2.764907792056739e-5 -0.0008837262952475684 -0.0008560942281061753
27.04 -2.246778482256989e-9 -2.7579428121861816e-5 -0.0008738273648430532 -0.0008462659863638002
27.05 -2.236191229290776e-9 -2.7509955101200603e-5 -0.0008637419744541411 -0.0008362512128643564
27.06 -2.2258826948341973e-9 -2.744066294006524e-5 -0.0008534737144106415 -0.0008260535008989161
27.07 -2.2158490545549144e-9 -2.7371555913875798e-5 -0.0008430263092908973 -0.0008156765782201396
27.08 -2.2060866107135994e-9 -2.7302638491059364e-5 -0.0008324036186559404 -0.0008051243077754042
27.09 -2.1965917921629446e-9 -2.7233915332090378e-5 -0.0008216096377738857 -0.0007944006884301386
27.1 -2.1873611543468103e-9 -2.71653912885038e-5 -0.0008106484983347842 -0.0007835098556815874
27.11 -2.1783913792994e-9 -2.709707140188197e-5 -0.0007995244691559672 -0.0007724560823630391
27.12 -2.1696792756445127e-9 -2.702896090281583e-5 -0.000788241956878033 -0.0007612437793386679
27.13 -2.161188782801235e-9 -2.6961069358823323e-5 -0.0007768222054608032 -0.0007498941844116275
27.14 -2.1527202784657996e-9 -2.6893425927273904e-5 -0.000765368940789908 -0.0007385109637787411
27.15 -2.1442411901504134e-9 -2.682603704447344e-5 -0.0007539006961575517 -0.0007271126428481184
27.16 -2.1357520919081942e-9 -2.6758904893877857e-5 -0.0007424192290193167 -0.0007157009817375401
27.17 -2.1272535625955457e-9 -2.669203170109028e-5 -0.0007309263459097598 -0.0007042777896893222
27.18 -2.118746181711368e-9 -2.662541938881434e-5 -0.0007194238934828998 -0.0006928449164867558
27.19 -2.1102305332652174e-9 -2.655906989465283e-5 -0.0007079137672637516 -0.0006814042608638849
27.2 -2.1017072210701908e-9 -2.6492986443774626e-5 -0.0006963979444795465 -0.0006699578019409919
27.21 -2.093176843032681e-9 -2.642717141688599e-5 -0.0006848784283273686 -0.000658507545816522
27.22 -2.0846400018682573e-9 -2.6361627236848016e-5 -0.0006733572714969412 -0.0006470555481261105
27.23 -2.0760973051010825e-9 -2.6296356368522525e-5 -0.0006618365762499464 -0.0006356039141217906
27.24 -2.06754936506342e-9 -2.6231361318610946e-5 -0.0006503184945000322 -0.000624154798751881
27.25 -2.0589967988950987e-9 -2.6166644635486443e-5 -0.0006388052278933037 -0.0006127104067413457
27.26 -2.050440228543061e-9 -2.610220890901986e-5 -0.0006272990278893911 -0.0006012729926727229
27.27 -2.041880280760863e-9 -2.6038056770398543e-5 -0.0006158021958429249 -0.0005898448610674507
27.28 -2.0333175871082175e-9 -2.5974190891939224e-5 -0.0006043170830854369 -0.0005784283664676093
27.29 -2.0247527839505936e-9 -2.5910613986894805e-5 -0.0005928460910076608 -0.0005670259135180556
27.3 -2.0161865124587524e-9 -2.584732880925472e-5 -0.0005813916711421028 -0.0005556399570488167
27.31 -2.0076194186083725e-9 -2.5784338153539796e-5 -0.0005699563252459521 -0.0005442730021578174
27.32 -1.999052153179644e-9 -2.5721644854591075e-5 -0.0005585426053841817 -0.0005329276042937877
27.33 -1.9904853717569164e-9 -2.5659251787353214e-5 -0.0005471531140129062 -0.0005216063693394205
27.34 -1.981919734728322e-9 -2.5597161866652215e-5 -0.0005357905040628537 -0.0005103119536946354
27.35 -1.9733559072854464e-9 -2.5535378046967858e-5 -0.000524457479023022 -0.0004990470643600184
27.36 -1.964794559423007e-9 -2.5473903322201072e-5 -0.0005131567930243988 -0.0004878144590203201
27.37 -1.9562363659385225e-9 -2.5412740725435914e-5 -0.0005018912509237475 -0.00047661694612801005
27.38 -1.9476864667422357e-9 -2.5351882301679154e-5 -0.0004906765059537608 -0.0004654701799430425
27.39 -1.9391718195099574e-9 -2.5291263401405744e-5 -0.0004795908714325392 -0.00045445246045056574
27.4 -1.930696346107222e-9 -2.5230872054844746e-5 -0.00046864656485956453 -0.00044357600279352447
27.41 -1.922259498015716e-9 -2.5170707165062468e-5 -0.00045784287668552677 -0.0004328400975404659
27.42 -1.913860771769316e-9 -2.5110767657705264e-5 -0.0004471791201486947 -0.00042224405806093817
27.43 -1.905499708953842e-9 -2.5051052480509807e-5 -0.0004366546309406467 -0.00041178722019087003
27.44 -1.8971758962068353e-9 -2.4991560602825204e-5 -0.00042626876687856764 -0.00040146894190452544
27.45 -1.8888889652173656e-9 -2.493229101514697e-5 -0.0004160209075840206 -0.00039128860299294
27.46 -1.8806385927258244e-9 -2.487324272866196e-5 -0.00040591045416795357 -0.00038124560474860146
27.47 -1.872424500523761e-9 -2.481441477480461e-5 -0.000395936828921926 -0.00037133936965635765
27.48 -1.8642464554537008e-9 -2.4755806204823714e-5 -0.0003860994750153086 -0.00036156934109030445
27.49 -1.856104262429906e-9 -2.469741547132933e-5 -0.0003763978457882913 -0.0003519349733809648
27.5 -1.847997776433589e-9 -2.463924148405597e-5 -0.00036683142284823947 -0.00034243574860048855
27.51 -1.8399269108412823e-9 -2.4581284357888917e-5 -0.00035739972730666075 -0.00033307118683865983
27.52 -1.8318916124824638e-9 -2.452354320174078e-5 -0.00034810228246834085 -0.0003238408116662592
27.53 -1.8238918732493311e-9 -2.4466017143256303e-5 -0.0003389386311234987 -0.0003147441661486762
27.54 -1.8159277300962666e-9 -2.440870532840709e-5 -0.00032990833527673353 -0.0003057808125746048
27.55 -1.8079992650392734e-9 -2.4351606921095108e-5 -0.0003210109758811724 -0.00029695033218994475
27.56 -1.8001066051554812e-9 -2.4294721102766188e-5 -0.000312246152577809 -0.0002882523249369009
27.57 -1.7922499225826251e-9 -2.4238047072032206e-5 -0.00030361348343981985 -0.0002796864091980653
27.58 -1.78442943451859e-9 -2.4181584044302342e-5 -0.0002951126047218569 -0.00027125222154548176
27.59 -1.7766454032209224e-9 -2.4125331251422752e-5 -0.00028674317061410965 -0.000262949416494485
27.6 -1.7688981360063953e-9 -2.406928794132478e-5 -0.00027850485300113566 -0.0002547776662623142
27.61 -1.7611879852505783e-9 -2.401345337768141e-5 -0.00027039734122527765 -0.0002467366605313176
27.62 -1.7535153483874093e-9 -2.3957826839571408e-5 -0.00026242034185461197 -0.00023882610621669473
27.63 -1.745889145698717e-9 -2.3902409647476913e-5 -0.0002545827572355514 -0.0002310548845581752
27.64 -1.7383597928196646e-9 -2.384721184183801e-5 -0.00024693802728216946 -0.0002234763061495629
27.65 -1.7309339222849092e-9 -2.3792231169447905e-5 -0.0002394915970629717 -0.00021609579265996127
27.66 -1.7236096689305415e-9 -2.373746328538947e-5 -0.00023223963111279977 -0.0002089095066583298
27.67 -1.7163852528151757e-9 -2.368290393801479e-5 -0.00022517834498116517 -0.0002019136618031144
27.68 -1.7092589792195002e-9 -2.3628548967421463e-5 -0.00021830400469984398 -0.00019510452230854454
27.69 -1.7022292386458366e-9 -2.3574394303954632e-5 -0.0002116129262594213 -0.00018847840241990123
27.7 -1.6952945068177657e-9 -2.3520435966734388e-5 -0.0002051014750946356 -0.00018203166589760662
27.71 -1.6884533446797095e-9 -2.346667006220784e-5 -0.0001987660655783016 -0.00017576072550991257
27.72 -1.6817043983966238e-9 -2.341309278272543e-5 -0.000192603160523726 -0.00016966204253410339
27.73 -1.6750463993536254e-9 -2.3359700405141137e-5 -0.00018660927069538477 -0.00016373212626597907
27.74 -1.6684781641557085e-9 -2.3306489289435994e-5 -0.00018078095432777754 -0.00015796753353753643
27.75 -1.6619985946274264e-9 -2.3253455877364276e-5 -0.00017511481665224193 -0.00015236486824262896
27.76 -1.6556066778126463e-9 -2.3200596691122752e-5 -0.00016960750943164515 -0.0001469207808705228
27.77 -1.649301485974261e-9 -2.3147908332041036e-5 -0.00016425573050275427 -0.00014163196804715055
27.78 -1.6430821765939596e-9 -2.3095387479294278e-5 -0.00015905622332616827 -0.00013649517208394468
27.79 -1.6369479923720096e-9 -2.3043030888636835e-5 -0.00015400577654368913 -0.0001315071805341278
27.8 -1.6308982612270252e-9 -2.2990835391156436e-5 -0.0001491012235429475 -0.0001266648257562756
27.81 -1.6249323962957829e-9 -2.293879789204921e-5 -0.00014433944202921236 -0.00012196498448508041
27.82 -1.6190498959330183e-9 -2.2886915369414088e-5 -0.00013971735360419037 -0.0001174045774091221
27.83 -1.6132503437112679e-9 -2.283518487306751e-5 -0.00013523192335174755 -0.00011298056875557704
27.84 -1.6075334084206937e-9 -2.278360352337688e-5 -0.00013088015943037143 -0.0001086899658816845
27.85 -1.6018988440689296e-9 -2.2732168510112966e-5 -0.00012665911267230212 -0.00010452981887289778
27.86 -1.596346489880943e-9 -2.2680877091321043e-5 -0.0001225658761891723 -0.00010049722014755986
27.87 -1.5908762702988896e-9 -2.262972659220995e-5 -0.00011859758498405508 -9.658930406800243e-5
27.88 -1.5854801386954131e-9 -2.2578699212293404e-5 -0.00011475652801326447 -9.28083495134163e-5
27.89 -1.5801095049586966e-9 -2.25277005177768e-5 -0.0001110696796706608 -8.918127285339726e-5
27.9 -1.5747555844221746e-9 -2.2476711024904657e-5 -0.00010753710944468965 -8.570813224756696e-5
27.91 -1.5694176558400368e-9 -2.2425726567002065e-5 -0.00010415379614882169 -8.238390479238038e-5
27.92 -1.564095042845588e-9 -2.237474318496652e-5 -0.00010091484355217711 -7.920369272590667e-5
27.93 -1.558787105419172e-9 -2.2323756278862895e-5 -9.781547476273257e-5 -7.616271917180123e-5
27.94 -1.5534932633821718e-9 -2.2272762931391473e-5 -9.485104580952092e-5 -7.32563379789396e-5
27.95 -1.548212978326365e-9 -2.2221760117029977e-5 -9.201703386511103e-5 -7.048002479946572e-5
27.96 -1.5429457533238793e-9 -2.2170744669614312e-5 -8.930903676811661e-5 -6.782937666741607e-5
27.97 -1.5376911363287367e-9 -2.2119713616319732e-5 -8.672277454235103e-5 -6.530011297421923e-5
27.98 -1.53244872017668e-9 -2.2068664174831506e-5 -8.425408886555841e-5 -6.288807493483728e-5
27.99 -1.5272181425850457e-9 -2.2017593750551146e-5 -8.189894254639202e-5 -6.05892250621864e-5
28.0 -1.5219990861525937e-9 -2.196649993383708e-5 -7.965341900947113e-5 -5.839964664966693e-5
