 R   <X|d2/dR2|A>   <X|d2/dR2|B>   <X|d2/dR2|C>   <A|d2/dR2|B>   <A|d2/dR2|C>   <B|d2/dR2|C> 
20.36 -4.044944845965097e-5 -0.00014078134434753888 0.0004034798581442602 0.0010484118006252954 0.0009298810929232448 0.005630227878422299
20.37 -4.00476031554559e-5 -0.0001399797153581354 0.00040135787289533075 0.0010473918981493797 0.0009364340736892414 0.0056875305185872084
20.38 -3.978241795017021e-5 -0.00013898310921891966 0.0003992241999304851 0.001044308744410255 0.0009394302372221422 0.005713937785723997
20.39 -3.965392876165201e-5 -0.00013779155384777237 0.00039707920707962715 0.0010391840765577437 0.0009388741927947196 0.005709483156999969
20.4 -3.952738246318086e-5 -0.00013659835300340698 0.00039493564808904945 0.0010342007805356726 0.0009386160640183798 0.005707773003530352
20.41 -3.94027658215786e-5 -0.00013540348435081405 0.00039279353148226695 0.0010293575521488863 0.0009386576438362638 0.005708842451891804
20.42 -3.928006825229268e-5 -0.00013420692440288366 0.00039065289137757094 0.001024654433388068 0.0009390009455046101 0.005712726973082467
20.43 -3.915927878671406e-5 -0.0001330086500130608 0.0003885137573160904 0.001020091237795126 0.0009396479854273793 0.005719462563679457
20.44 -3.9040386594765646e-5 -0.00013180863818906802 0.0003863761593361717 0.0010156678191591503 0.0009406008202808391 0.005729085726134786
20.45 -3.892338087631199e-5 -0.0001306068656452132 0.0003842401277996981 0.001011384033658365 0.0009418615445291006 0.005741633465503767
20.46 -3.8808250984492174e-5 -0.00012940331160164232 0.0003821056894604099 0.001007239697979144 0.0009434322713295993 0.0057571433891786
20.47 -3.869498578864427e-5 -0.0001281979413631712 0.00037997289132726624 0.0010032348781008741 0.0009453152527561533 0.0057756531727634515
20.48 -3.858357736772163e-5 -0.00012699080197439027 0.0003778416615166084 0.0009993681980969905 0.0009475121807431181 0.005797203726796756
20.49 -3.847399948123467e-5 -0.0001257814646370848 0.00037571262037639505 0.0009956466981523421 0.000950028264432694 0.0058218207929433205
20.5 -3.8366333044515745e-5 -0.00012457227447770861 0.0003735823529890443 0.0009920283772446685 0.0009528484684173651 0.005849622263158187
20.51 -3.826051198165774e-5 -0.00012336176984796373 0.00037145297811092893 0.0009885381934687024 0.000955985465841252 0.005880602086317424
20.52 -3.8156399548697654e-5 -0.00012214665529084015 0.00036932928782012456 0.00098523401410328 0.0009594656073907117 0.005914692564081914
20.53 -3.805406528000574e-5 -0.00012092897509961248 0.0003672083100822171 0.000982079609088929 0.0009632763849456001 0.005952001833216903
20.54 -3.795353208183283e-5 -0.00011970956681598473 0.00036508882261311896 0.0009790595897038535 0.0009674139178107929 0.005992600470087976
20.55 -3.7854783730800046e-5 -0.00011848825311872781 0.00036297107973727507 0.0009761765359798982 0.0009718817974099824 0.0060365260525887645
20.56 -3.775781078407098e-5 -0.00011726503099181276 0.0003608550821926226 0.0009734299459207175 0.0009766823803215982 0.006083822524098935
20.57 -3.766260269971898e-5 -0.00011603986768631125 0.0003587408739928477 0.0009708198474326859 0.0009818182827413123 0.006134533449819761
20.58 -3.7569149198233756e-5 -0.00011481273569366034 0.00035662849157550166 0.000968346177031473 0.0009872921241368285 0.006188703184062316
20.59 -3.7477439966944205e-5 -0.0001135836068569173 0.00035451797217780977 0.0009660088951575856 0.0009931065743875316 0.0062463766800923155
20.6 -3.7387465065822014e-5 -0.00011235245264247762 0.000352409354559982 0.000963807915035107 0.000999264330815164 0.0063075995343254265
20.61 -3.729921278205716e-5 -0.00011111924831111195 0.00035030266641663247 0.0009617434136362646 0.001005768212412554 0.006372417982517231
20.62 -3.7212682090650816e-5 -0.00010988394753224882 0.0003481979993112816 0.0009598140364396198 0.0010126206210221084 0.00644087895022608
20.63 -3.69313549739847e-5 -0.00010913399963427171 0.00034629185157561074 0.0009574608728914564 0.0010156628511663853 0.0064693080973614505
20.64 -3.645503880639282e-5 -0.00010886972486502632 0.00034458320246238543 0.0009547105929943119 0.001014905973420831 0.006457751750173296
20.65 -3.5980075986623634e-5 -0.00010860403995575915 0.0003428744843563424 0.0009521430701658613 0.0010145204975285224 0.0064499847753355325
20.66 -3.5506446981147105e-5 -0.00010833635351097833 0.0003411667559872672 0.0009497682546625048 0.0010145150222212957 0.006446028613264902
20.67 -3.50342608118082e-5 -0.00010806986578757387 0.0003394542516687906 0.0009475189760189801 0.001014858026591208 0.006446098164097131
20.68 -3.456340649159287e-5 -0.00010780176606433616 0.00033774198139370146 0.0009454526824824172 0.0010155824479505654 0.006450103944905925
20.69 -3.409375467548496e-5 -0.00010752875085992261 0.0003360358486736808 0.000943637831989225 0.0010167269607300007 0.006457928883057979
20.7 -3.362542365431693e-5 -0.00010725421991016179 0.00033432974229430867 0.0009420033774668456 0.0010182582433779916 0.006469797774323795
20.71 -3.3158406065534554e-5 -0.00010697817256113073 0.0003326236374086041 0.000940548547563251 0.001020179304314527 0.006485765362035116
20.72 -3.2692693431215746e-5 -0.00010670057658424253 0.00033091756679743626 0.0009392733082151419 0.0010224935831962528 0.006505885167552234
20.73 -3.222827751143857e-5 -0.00010642140538910509 0.0003292115526959897 0.000938177499044515 0.0010252045035537287 0.006530211805124064
20.74 -3.1765150071035715e-5 -0.00010614063162335931 0.0003275056185026062 0.0009372609813987869 0.0010283155501340574 0.0065588005966995735
20.75 -3.1303302918579145e-5 -0.0001058582282546791 0.0003257997867839768 0.0009365236128326096 0.001031830256232085 0.006591707649965261
20.76 -3.084272789873115e-5 -0.00010557416837314034 0.00032409407962057666 0.0009359652512482982 0.0010357522063852345 0.006628989857348506
20.77 -3.0383416891978082e-5 -0.00010528842518974359 0.0003223885186149568 0.0009355857545943797 0.0010400850369033097 0.006670704906202658
20.78 -2.9925361816784835e-5 -0.00010500097213712317 0.0003206831245815894 0.0009353849775135209 0.0010448324339921984 0.0067169113012293565
20.79 -2.946855460989741e-5 -0.00010471178216079282 0.0003189779194841587 0.0009353627906854625 0.0010499981484534608 0.0067676683024456155
20.8 -2.9012987335276785e-5 -0.00010442083176560315 0.0003172729152084183 0.0009355189670022562 0.0010555859133582048 0.006823036357881422
20.81 -2.855865154305232e-5 -0.00010412807734027903 0.00031556817907293303 0.0009358538440110912 0.0010615999272454422 0.006883074652506003
20.82 -2.810554199982976e-5 -0.00010383359305770397 0.00031386345207692857 0.000936364461863201 0.0010680420411832564 0.0069478554650823695
20.83 -2.765363494080488e-5 -0.00010353676704286802 0.00031216037398755107 0.0009370670719120533 0.0010749281570894339 0.0070173805614144975
20.84 -2.7203018015476626e-5 -0.00010324110435417681 0.00031044918826084167 0.0009378626533524904 0.001082190255799672 0.007092080748357666
20.85 -2.6753584700964992e-5 -0.00010294293424505937 0.00030873998431193744 0.0009388524357828835 0.0010899062915987645 0.007171645983409259
20.86 -2.6305249968944462e-5 -0.00010263939830785417 0.00030704065505454475 0.0009401163320103197 0.0010981385954825255 0.0072558439382185685
20.87 -2.5858121588981995e-5 -0.000102334599355985 0.00030533963894626445 0.0009415367430011748 0.0011068064074654287 0.007345169544751542
20.88 -2.5424419396746152e-5 -0.0001016712586962184 0.00030400367903274654 0.0009420098704069937 0.0011110818775789217 0.0073966085684129355
20.89 -2.500409001266867e-5 -0.00010065035230521872 0.00030303333390652404 0.0009415588422044588 0.0011109735076116445 0.007410239977332355
20.9 -2.4584836604964437e-5 -9.962914783880064e-5 0.00030206473779429967 0.000941331236386851 0.0011113387235855573 0.007429136524517865
20.91 -2.416665715030518e-5 -9.86075969185601e-5 0.00030109788710072237 0.0009413254571868614 0.0011121816810853787 0.00745336828688619
20.92 -2.3749546593175925e-5 -9.758569818825902e-5 0.0003001328394137072 0.0009415415813817615 0.00111350706450726 0.0074830057656899976
20.93 -2.3333500456604196e-5 -9.656344276518849e-5 0.0002991696413388818 0.0009419793966736593 0.001115319537265986 0.007518120504538408
20.94 -2.291851422246175e-5 -9.554082359980016e-5 0.00029820834087709473 0.0009426387377932191 0.0011176238364322896 0.007558784996989297
20.95 -2.2504583437506617e-5 -9.451783383468518e-5 0.00029724898547480333 0.0009435194299012781 0.0011204247582976955 0.007605072707522028
20.96 -2.209170369545054e-5 -9.349446725933833e-5 0.0002962916214937393 0.0009446212903994828 0.0011237271537910638 0.007657058121554432
20.97 -2.1679870637215222e-5 -9.247071718988795e-5 0.00029533629949220463 0.0009459441728979053 0.0011275359737640644 0.007714816506734423
20.98 -2.126907996585802e-5 -9.144658270402074e-5 0.000294383043216562 0.0009474876997567664 0.0011318560050593268 0.007778425376415459
20.99 -2.0859327355447306e-5 -9.042203231973999e-5 0.00029343203052085363 0.0009492528209294589 0.0011366934118805616 0.007847956027336513
21.0 -2.0450608981472803e-5 -8.93972156553462e-5 0.00029248253900755056 0.0009512327263371855 0.001142046754428996 0.007923522928542068
21.01 -2.004292372808088e-5 -8.837370376681906e-5 0.0002915266834059448 0.0009533578724319802 0.0011478527575229944 0.00800559051092262
21.02 -1.9636261861700746e-5 -8.734893347267289e-5 0.00029057733279286394 0.0009557394831490756 0.001154226687238724 0.008093626719530102
21.03 -1.9230617484560612e-5 -8.632181476525059e-5 0.00028964002862262307 0.0009584257260943439 0.0011612215428307916 0.008187442331905931
21.04 -1.8825991830303167e-5 -8.529471267655751e-5 0.000288702956502897 0.0009613134157681602 0.0011687409753781996 0.008287685767431902
21.05 -1.842237998086108e-5 -8.426721274178641e-5 0.000287768221315535 0.000964420180388511 0.0011768080262919683 0.008394343120993769
21.06 -1.8019778130116637e-5 -8.323937797816421e-5 0.0002868355390394893 0.0009677429122737198 0.0011854253265716503 0.008507515372684309
21.07 -1.7618182337366624e-5 -8.221119007029344e-5 0.0002859050348148844 0.0009712820545341192 0.0011945990832868268 0.008627285049485994
21.08 -1.7217588742544518e-5 -8.118264525536675e-5 0.0002849767629329457 0.0009750374279943932 0.0012043349630053025 0.008753739112160508
21.09 -1.681799352086169e-5 -8.015373780243741e-5 0.0002840507890293542 0.000979008980299492 0.0012146388060133104 0.008886965035849128
21.1 -1.641939293935186e-5 -7.912446322793444e-5 0.00028312717713146926 0.0009831964615543598 0.001225516458579478 0.009027051499974348
21.11 -1.6021783062590246e-5 -7.809481549909412e-5 0.00028220598537875163 0.0009876006184530374 0.0012369740658298087 0.009174088225189177
21.12 -1.5625161461394707e-5 -7.706480057359683e-5 0.00028128730484966127 0.0009922163508052477 0.0012490164825963272 0.009328166315160015
21.13 -1.5330961268011033e-5 -7.624236165899062e-5 0.00028029341868418447 0.000989788988690688 0.0012458816258018202 0.009294429572063126
21.14 -1.5139153758945336e-5 -7.562729331123152e-5 0.0002792238388937086 0.000980418377036639 0.001227599130351191 0.009072964795591287
21.15 -1.4948275401344436e-5 -7.501147790121095e-5 0.00027815578603529803 0.0009714453795060206 0.0012099628645958504 0.008858816351952785
21.16 -1.4758326218864896e-5 -7.439484848450048e-5 0.00027708996175087225 0.0009628690700619378 0.001192983960481121 0.008652043139974207
21.17 -1.4569283323858627e-5 -7.377778707758557e-5 0.0002760227412927502 0.0009546598140822654 0.0011766343519563835 0.00845295613745397
21.18 -1.4381125757990135e-5 -7.316061692736259e-5 0.0002749509637396902 0.0009467901999448173 0.0011608896848950868 0.008261848690957113
21.19 -1.4193912985040638e-5 -7.25419760894801e-5 0.0002738873442360583 0.0009393614217888747 0.0011458765665409282 0.008078074783186333
21.2 -1.4007645587863641e-5 -7.192178653526464e-5 0.00027283271888833214 0.0009323794253180307 0.001131609682490518 0.007901677643374672
21.21 -1.3822275119645023e-5 -7.130098387084443e-5 0.0002717783114655086 0.0009257721369049401 0.0011180121953857656 0.007733275717648386
21.22 -1.363780509531164e-5 -7.067939480890324e-5 0.000270725703016402 0.0009195508809880533 0.001105105360469481 0.007572881826692907
21.23 -1.3454230153479425e-5 -7.00570367545741e-5 0.00026967469646748207 0.0009137126597692092 0.0010928936729372677 0.007420613986554246
21.24 -1.3271546494171452e-5 -6.943389482147837e-5 0.00026862539875857497 0.000908256918805674 0.0010813845730564087 0.007276573454091135
21.25 -1.3089750087527175e-5 -6.880996007942107e-5 0.00026757786363574426 0.0009031826698966228 0.0010705850647240384 0.007140865652666411
21.26 -1.2908836980663441e-5 -6.818522298225766e-5 0.0002665321529642704 0.0008984889840477716 0.001060502294901 0.007013596582366791
21.27 -1.2728803244742561e-5 -6.755967448365112e-5 0.0002654883262629852 0.0008941749064113802 0.001051143453630908 0.006894873433008453
21.28 -1.2549644982589759e-5 -6.69333058445594e-5 0.00026444644239065384 0.0008902394690262699 0.0010425157888570963 0.006784804485642865
21.29 -1.2371358332845095e-5 -6.630610860257916e-5 0.0002634065600982832 0.0008866816945149992 0.0010346266110687103 0.0066834990697139714
21.3 -1.2193939434338782e-5 -6.567807487855751e-5 0.0002623687332346809 0.0008835005559636087 0.0010274832433341922 0.006591067886587414
21.31 -1.2017384632545642e-5 -6.50491954980069e-5 0.00026133303916616346 0.0008806952084643308 0.0010210933082902517 0.006507621067588917
21.32 -1.1841689273440774e-5 -6.441947088608363e-5 0.000260299413257788 0.0008782636342251663 0.0010154630470858052 0.006433279446574251
21.33 -1.166685473081976e-5 -6.378884750616286e-5 0.0002592686137716313 0.0008762105343244925 0.0010106071086704166 0.006368108798052089
21.34 -1.1492847445356584e-5 -6.315758826389402e-5 0.00025823659820116754 0.0008745013267341241 0.0010064914840829775 0.006312503054434166
21.35 -1.1319670614471592e-5 -6.252561249393853e-5 0.0002572044298305844 0.0008731431601909757 0.001003133770383012 0.006266514076458661
21.36 -1.1147377138763939e-5 -6.189239814904807e-5 0.0002561799155565246 0.0008721966014271839 0.0010006199924479848 0.006229728079127431
21.37 -1.097594660751052e-5 -6.125815553496936e-5 0.0002551606613874698 0.0008716511910469485 0.000998935800839244 0.006202426054771256
21.38 -1.0907251880243594e-5 -6.090802912851017e-5 0.0002538960953525864 0.0008862505230058458 0.001032562490953738 0.006637455549920142
21.39 -1.0941277415433235e-5 -6.084114336863463e-5 0.00025238593492850163 0.0009157855733691424 0.0011014572713588305 0.007534905107288742
21.4 -1.0976100439166205e-5 -6.0771837926997283e-5 0.0002508763487209915 0.0009452943025237262 0.0011710671342193037 0.008442425765141027
21.41 -1.1011715463482577e-5 -6.070011797985029e-5 0.0002493674405796701 0.0009747883210543917 0.0012414027730618502 0.009360136637792003
21.42 -1.1048115982112665e-5 -6.062594251715171e-5 0.0002478592370180393 0.0010042665344824207 0.001312471385171544 0.01028815985662438
21.43 -1.1085295651096012e-5 -6.0549278114314624e-5 0.00024635177657172274 0.0010337299883431388 0.0013842807971519843 0.011226618077571344
21.44 -1.1123248084514698e-5 -6.047008967429155e-5 0.00024484509450306644 0.001063179319697195 0.0014568387529185253 0.012175634860452606
21.45 -1.1161966888292947e-5 -6.0388341999540685e-5 0.00024333922541580893 0.0010926151922538753 0.0015301530310741535 0.01313533455582218
21.46 -1.1201445650382196e-5 -6.030399941363603e-5 0.00024183420306395017 0.001122038223179437 0.0016042314221248696 0.014105842256818175
21.47 -1.1241677954702907e-5 -6.021702625531396e-5 0.00024033005908445055 0.0011514489759616498 0.0016790817157586056 0.01508728383435617
21.48 -1.1282657296118333e-5 -6.012738408822497e-5 0.0002388268309927332 0.0011808480650297333 0.0017547117663780562 0.016079785387678677
21.49 -1.132437756538611e-5 -6.003504774404184e-5 0.000237324515677968 0.0012102355235599578 0.0018311290774199332 0.0170834760986981
21.5 -1.1366830213297304e-5 -5.993991165011197e-5 0.0002358233406371112 0.0012396144801675025 0.0019083431930204363 0.018098471226505753
21.51 -1.1410020769709185e-5 -5.984233561551142e-5 0.00023432218327572099 0.001268969718853157 0.0019863517250725124 0.019124970834711437
21.52 -1.1453931294971506e-5 -5.974195613483706e-5 0.00023282187302925265 0.0012983131645855298 0.002065169241621428 0.020163057677647596
21.53 -1.1498541398729144e-5 -5.963824555849624e-5 0.00023132393817978253 0.001327665048654322 0.002144816935571851 0.021212764596712223
21.54 -1.1543859939244848e-5 -5.9531602876078205e-5 0.00022982732940018562 0.001357010063807024 0.0022252934205866815 0.022274282118501295
21.55 -1.1589882734273175e-5 -5.9422084709138665e-5 0.00022833174785937734 0.0013863442385975773 0.0023066034248739207 0.02334776078469788
21.56 -1.1636602092018307e-5 -5.930962538123989e-5 0.00022683726434965916 0.0014156684780881528 0.0023887549472921795 0.02443332774781687
21.57 -1.1684010950192611e-5 -5.919418018656569e-5 0.0002253438868485175 0.0014449827915337058 0.0024717553953162216 0.0255311141863371
21.58 -1.1732102212896544e-5 -5.9075701505408395e-5 0.00022385163450715863 0.001474287231270995 0.0025556122328104936 0.026641250455650616
21.59 -1.1780868568033515e-5 -5.895413852766863e-5 0.00022236052606511167 0.0015035820173723686 0.002640332899413191 0.02776386709480081
21.6 -1.1830304223653451e-5 -5.88294624823808e-5 0.00022087057528818093 0.001532865836013299 0.0027259245874787083 0.02889909292170007
21.61 -1.1880394650576899e-5 -5.870151522350041e-5 0.00021938182984723178 0.0015621459092997718 0.0028123955989878247 0.030047064699283563
21.62 -1.1931176368544098e-5 -5.85708921723034e-5 0.000217894142534713 0.001591379262116545 0.0028997473619006846 0.03120787024357733
21.63 -1.2000328294696506e-5 -5.816128393517721e-5 0.00021683122024215813 0.0015835263075150193 0.002888200840400819 0.031079905424609963
21.64 -1.2087818687303163e-5 -5.7473742601339995e-5 0.00021619434468739528 0.0015391814982810515 0.002777934627500439 0.029663309008417613
21.65 -1.2175982075648673e-5 -5.6786243736086566e-5 0.00021556085947697267 0.0014958898265804996 0.0026688964191599876 0.028259905508589055
21.66 -1.2264814038521628e-5 -5.609867286121952e-5 0.00021493076010163824 0.001453617209077488 0.0025610855084191196 0.026869824511368285
21.67 -1.2354312984384817e-5 -5.541105103859822e-5 0.0002143041046609647 0.0014123630633974807 0.0024545113523629183 0.02549319112116755
21.68 -1.244447695685794e-5 -5.472337762890285e-5 0.00021368094128831674 0.0013721209800953258 0.0023491815496388636 0.02413012980125786
21.69 -1.2535304259595767e-5 -5.403565858797168e-5 0.00021306132018497563 0.0013328854384109569 0.002245103891825445 0.022780763458063652
21.7 -1.2626792884443337e-5 -5.33478936886401e-5 0.0002124452939663002 0.0012946508164227751 0.0021422859812563937 0.021445213831305578
21.71 -1.271894330105874e-5 -5.266012465732861e-5 0.0002118329035293533 0.0012574105904876857 0.002040735372434004 0.020123598749538882
21.72 -1.2811742274683667e-5 -5.1972158901464804e-5 0.00021122426248247348 0.001221163104015201 0.001940459001451761 0.018816046829137012
21.73 -1.2905259596063629e-5 -5.128522045293972e-5 0.00021061905196407787 0.0011858768575111428 0.001841466442795563 0.017522608366956106
21.74 -1.2999412461896003e-5 -5.059792904807322e-5 0.00021001774960121254 0.0011515749000470456 0.0017437619013619822 0.016243470586132833
21.75 -1.309414674643184e-5 -4.990939265383675e-5 0.0002094206871074858 0.0011182702071036482 0.001647350409166506 0.014978793980999997
21.76 -1.318955527885384e-5 -4.9221226729432235e-5 0.00020882743065028737 0.0010859230377710384 0.0015522417636339406 0.013728601899213122
21.77 -1.3285620002845751e-5 -4.8533154694239925e-5 0.00020823812375336456 0.0010545330904681936 0.001458441725842195 0.012493014639588594
21.78 -1.3382342062882935e-5 -4.784522713262235e-5 0.00020765281130367475 0.0010240931599151592 0.0013659564719340623 0.011272132207062795
21.79 -1.3479719486405984e-5 -4.715744107488775e-5 0.00020707155548648545 0.0009945970817904302 0.0012747918078137531 0.010066054135244445
21.8 -1.3577750979286587e-5 -4.646980472750504e-5 0.00020649441620640522 0.0009660383783120796 0.0011849532821026822 0.008874875797759927
21.81 -1.367643544607791e-5 -4.57823294391275e-5 0.0002059214526653913 0.0009384104098805576 0.00109644614060648 0.007698688634639529
21.82 -1.3775771048887864e-5 -4.50950128099495e-5 0.00020535273351464546 0.0009117067887152172 0.001009275327562311 0.006537580311692584
21.83 -1.3875761310119286e-5 -4.440794771339357e-5 0.00020478827440649115 0.0008859187137245082 0.0009234453585648457 0.00539163127498753
21.84 -1.3976458144153423e-5 -4.3722093496382415e-5 0.00020422759085624302 0.0008610160522444087 0.000838959629916271 0.004260890110538173
21.85 -1.4077767232762286e-5 -4.30357900215071e-5 0.0002036717113065208 0.0008370318606574503 0.0007558232469312234 0.0031454805030580466
21.86 -1.4179656087455041e-5 -4.234849274057853e-5 0.00020312102381063503 0.0008139776181891892 0.0006740417420070255 0.00204548791088878
21.87 -1.428221588557171e-5 -4.166180750384788e-5 0.00020257469194832277 0.0007917798047097449 0.0005936076865091088 0.0009609264518299171
21.88 -1.41486969095378e-5 -4.108251866099837e-5 0.00020214164027541345 0.0007383700726305652 0.0004182007807849277 -0.0013844933382077113
21.89 -1.3779068559318746e-5 -4.06111804182335e-5 0.00020182135188612075 0.0006542750755159208 0.00014800377422839834 -0.004990750913259696
21.9 -1.3410034611086667e-5 -4.014118215661055e-5 0.00020150470908432015 0.0005720235001569433 -0.0001204988000368455 -0.008581474063800913
21.91 -1.3041597115824131e-5 -3.967252542193742e-5 0.00020119179640926452 0.0004915759330668735 -0.00038731328496134946 -0.012156626456568101
21.92 -1.2673757065730007e-5 -3.920525676864969e-5 0.00020088265073640795 0.0004129237703509339 -0.0006524361690416617 -0.015716180776739336
21.93 -1.2306511467849522e-5 -3.873933279634032e-5 0.00020057740632487394 0.00033605549354438205 -0.0009158657792519568 -0.019260119437573622
21.94 -1.1939883718085451e-5 -3.827522767868018e-5 0.00020027565652251574 0.0002609447080154065 -0.001177603865665548 -0.02278842331686736
21.95 -1.1573895856318784e-5 -3.781338956160877e-5 0.00019997701909082655 0.00018756513348789893 -0.0014376527864571637 -0.0263010839077173
21.96 -1.1208459986909252e-5 -3.735211322255542e-5 0.00019968338283943377 0.00011595639322309608 -0.0016960023147203295 -0.02979814409907485
21.97 -1.0843577003122119e-5 -3.689142871231392e-5 0.00019939482145986843 4.610558432764558e-5 -0.0019526534045116112 -0.03327962165339163
21.98 -1.0479316196301109e-5 -3.6432706017296884e-5 0.00019910999528254664 -2.2041695288416015e-5 -0.0022076160434425013 -0.03674551979678031
21.99 -1.0115666506353822e-5 -3.597574258262374e-5 0.0001988292180232981 -8.849220987627985e-5 -0.002460891419160571 -0.04019588443926091
22.0 -9.752630918149963e-6 -3.552061006020571e-5 0.00019855251787462657 -0.00015326120016703997 -0.0027124831952940126 -0.04363076794360333
22.01 -9.390210298076787e-6 -3.5067338236432957e-5 0.0001982799687081552 -0.00021636279764854883 -0.002962395637413861 -0.04705023596813822
22.02 -9.02840593314741e-6 -3.461596398889249e-5 0.00019801164204687034 -0.0002778114714881366 -0.0032106339090530846 -0.050454367404882884
22.03 -8.66722041494085e-6 -3.416655289976947e-5 0.0001977475643002835 -0.00033762298084398447 -0.003457204508347105 -0.05384325285045816
22.04 -8.306649752792004e-6 -3.371901991010556e-5 0.00019748802164533486 -0.00039580726335818343 -0.0037021127020890475 -0.05721700896767076
22.05 -7.94672976709418e-6 -3.327418308359145e-5 0.0001972317737651444 -0.00045241020226411836 -0.003945377846111476 -0.060575699156559824
22.06 -7.587454215122143e-6 -3.28319068229977e-5 0.00019697919039880982 -0.0005074407179452026 -0.004187006905984336 -0.06391947882500647
22.07 -7.228753341527681e-6 -3.2390607739153666e-5 0.00019673311546462318 -0.0005608495053378561 -0.004426986375360502 -0.06724862445929003
22.08 -6.870654842052176e-6 -3.1950912419642937e-5 0.00019649265980201819 -0.0006126744425083122 -0.004665335594126021 -0.07056325907952576
22.09 -6.513200653294761e-6 -3.151377512446078e-5 0.00019625636506594109 -0.0006629678419645655 -0.004902080547675089 -0.07386350508422468
22.1 -6.156385903256532e-6 -3.1079083179214986e-5 0.00019602458382472787 -0.0007117392105871396 -0.005137232741374492 -0.07714958480042586
22.11 -5.800213759209688e-6 -3.0646921894143866e-5 0.0001957973456200223 -0.0007590102424117251 -0.005370809433380155 -0.08042172592153347
22.12 -5.444687857818446e-6 -3.0217290927624302e-5 0.00019557477899937207 -0.0008047752675058237 -0.005602818824887813 -0.08368018011023613
22.13 -5.276978748551274e-6 -2.9925917713896282e-5 0.0001955071438693017 -0.0008219181941429912 -0.005747114648451 -0.08574057405272842
22.14 -5.297063772220074e-6 -2.9773922321021265e-5 0.00019559354400153597 -0.0008109116649297149 -0.005803890476011178 -0.08660317639659978
22.15 -5.317749620465508e-6 -2.9626445742617855e-5 0.00019568347903005888 -0.0007992943272802402 -0.005859480527599976 -0.08745294548728247
22.16 -5.339078191613302e-6 -2.9484533966099646e-5 0.0001957745935379257 -0.0007871100175381945 -0.005913928433035755 -0.08829013132424093
22.17 -5.361029684253656e-6 -2.934759615596606e-5 0.0001958685797286798 -0.0007743411469775081 -0.005967243845786174 -0.0891151730123908
22.18 -5.383559452399079e-6 -2.9214308809705948e-5 0.00019596892830685319 -0.000760925952909878 -0.0060194151207560095 -0.08992858903144918
22.19 -5.406710100373124e-6 -2.9085814508478117e-5 0.00019607317266911753 -0.0007469326507420082 -0.006070499666652292 -0.09073069137496183
22.2 -5.430503290597642e-6 -2.896267186018212e-5 0.00019618023230616018 -0.0007324007035005296 -0.006120542264936704 -0.09152188951570331
22.21 -5.454941569278742e-6 -2.8844896566911452e-5 0.00019629035014102257 -0.0007173411289543008 -0.006169574649292247 -0.09230267178545846
22.22 -5.480031026528312e-6 -2.873260307485821e-5 0.00019640353492817155 -0.0007017703639547871 -0.006217633253160145 -0.09307354797232278
22.23 -5.505777411504928e-6 -2.8625895269253542e-5 0.0001965198244186975 -0.0006857045470139882 -0.006264756318464071 -0.0938350604946066
22.24 -5.532186708717857e-6 -2.8524879406965007e-5 0.00019663926474360245 -0.0006691600131949251 -0.006310984104307242 -0.09458778430539047
22.25 -5.5592654926368985e-6 -2.842969458244517e-5 0.00019676177170992946 -0.0006521560953726461 -0.006356361145222221 -0.0953323260326366
22.26 -5.587018151236711e-6 -2.834031575978715e-5 0.00019688798438780865 -0.0006346978731831333 -0.006400923121990299 -0.09606933916312879
22.27 -5.615463117694273e-6 -2.825770387969117e-5 0.0001970142830280775 -0.0006168769274328058 -0.006444774016582984 -0.09679944390689244
22.28 -5.6445955059332535e-6 -2.8181193540760722e-5 0.0001971440586438997 -0.0005986443260175781 -0.006487913059544539 -0.09752342840537617
22.29 -5.674410162251243e-6 -2.8110036517235074e-5 0.00019728114629828436 -0.0005799410755727367 -0.006530333160913853 -0.09824210038339726
22.3 -5.70492897990108e-6 -2.8045370223137767e-5 0.0001974212539287838 -0.0005608723452047947 -0.0065721548157262 -0.09895616444418479
22.31 -5.7361597838259754e-6 -2.7987388488060225e-5 0.0001975641064890809 -0.0005414640434990177 -0.006613441288416363 -0.09966646069773837
22.32 -5.768109467932221e-6 -2.793620618930229e-5 0.0001977097886804172 -0.0005217350341015545 -0.006654252866301273 -0.10037387481475002
22.33 -5.800785293627599e-6 -2.789195702529735e-5 0.00019785831381008922 -0.000501706010063982 -0.006694653833651231 -0.10107933544933737
22.34 -5.834194540370047e-6 -2.7854775633500574e-5 0.00019800969213210051 -0.0004813982282382811 -0.006734711585995994 -0.10178381650934262
22.35 -5.868345218212815e-6 -2.7824805573290403e-5 0.0001981639531522204 -0.00046083225955766697 -0.006774495659347504 -0.10248833750851878
22.36 -5.903242056218281e-6 -2.7802167777325913e-5 0.00019832094464689026 -0.00044003677901416046 -0.006814085127975683 -0.10319397062159079
22.37 -5.938909773767607e-6 -2.7787140329911543e-5 0.00019848151741611118 -0.0004189970961935909 -0.006853525872290982 -0.10390180945604094
22.38 -5.8258378173242066e-6 -2.78648284501998e-5 0.00019857187082830902 -0.0003700218659774141 -0.006793760980610088 -0.10323121012937037
22.39 -5.564083755388149e-6 -2.80353990495837e-5 0.00019859655486182494 -0.0002935466525124572 -0.006634964169159735 -0.10118324106844231
22.4 -5.303120255547045e-6 -2.8213407915494015e-5 0.00019862786793191288 -0.00021775272632704493 -0.006476571357641649 -0.09914097006388134
