 R   <X|H|A>   <X|H|B>   <X|H|C>   <A|H|B>   <A|H|C>   <B|H|C> 
26.83 0.0 0.0 0.0 0.0017079762870111017 -5.396141953903904e-5 0.0007395677754334079
26.84 0.0 0.0 0.0 0.0017057778872335402 -5.3737726314845734e-5 0.0007389152751510975
26.85 0.0 0.0 0.0 0.0017035825973663583 -5.351521379764931e-5 0.0007382617377713223
26.86 0.0 0.0 0.0 0.0017013904325548271 -5.329387382774166e-5 0.0007376072005086072
26.87 0.0 0.0 0.0 0.0016992013684200586 -5.3073656926765384e-5 0.000736951744403227
26.88 0.0 0.0 0.0 0.0016970153138514312 -5.2854443453766376e-5 0.0007362955255064237
26.89 0.0 0.0 0.0 0.0016948324546083096 -5.2636404797799077e-5 0.0007356383876870458
26.9 0.0 0.0 0.0 0.0016926528039186784 -5.2419531582313406e-5 0.0007349803677454587
26.91 0.0 0.0 0.0 0.0016904763750160963 -5.2203814604139394e-5 0.0007343215019132627
26.92 0.0 0.0 0.0 0.0016883031811361596 -5.198924482911801e-5 0.000733661825862967
26.93 0.0 0.0 0.0 0.00168613323551301 -5.177581338779789e-5 0.0007330013747176319
26.94 0.0 0.0 0.0 0.0016839665513759669 -5.156351157120616e-5 0.000732340183060281
26.95 0.0 0.0 0.0 0.0016818031419462314 -5.135233082668566e-5 0.0007316782849432672
26.96 0.0 0.0 0.0 0.0016796430204336764 -5.114226275380233e-5 0.0007310157138974493
26.97 0.0 0.0 0.0 0.0016774862000337315 -5.093329910032176e-5 0.000730352502941289
26.98 0.0 0.0 0.0 0.0016753326939243373 -5.0725431758251276e-5 0.0007296886845898331
26.99 0.0 0.0 0.0 0.001673182515263 -5.0518652759953735e-5 0.0007290242908634963
27.0 0.0 0.0 0.0 0.0016710356771839085 -5.031295427432444e-5 0.0007283593532968303
27.01 0.0 0.0 0.0 0.001668892185177147 -5.010832822026848e-5 0.0007276939052603509
27.02 0.0 0.0 0.0 0.0016667520143097009 -4.9904765126536884e-5 0.000727027988851025
27.03 0.0 0.0 0.0 0.0016646151322124673 -4.9702255296915545e-5 0.0007263616478606833
27.04 0.0 0.0 0.0 0.0016624815067144152 -4.9500789191986254e-5 0.0007256949254585152
27.05 0.0 0.0 0.0 0.0016603511058393484 -4.930035742520672e-5 0.0007250278642012685
27.06 0.0 0.0 0.0 0.001658223897802743 -4.910095075906374e-5 0.000724360506043266
27.07 0.0 0.0 0.0 0.0016560998510086614 -4.890256010129298e-5 0.0007236928923463405
27.08 0.0 0.0 0.0 0.0016539789340467527 -4.870517650117336e-5 0.0007230250638895227
27.09 0.0 0.0 0.0 0.0016518611156892964 -4.85087911458835e-5 0.0007223570608786834
27.1 0.0 0.0 0.0 0.0016497463648883558 -4.831339535693434e-5 0.0007216889229559566
27.11 0.0 0.0 0.0 0.0016476346507729694 -4.811898058666289e-5 0.0007210206892091176
27.12 0.0 0.0 0.0 0.0016455259426464348 -4.7925538414798734e-5 0.0007203523981806676
27.13 0.0 0.0 0.0 0.00164342020998365 -4.773306054509533e-5 0.0007196840878769369
27.14 0.0 0.0 0.0 0.001641317422428523 -4.754153880202776e-5 0.0007190157957769559
27.15 0.0 0.0 0.0 0.0016392175497914518 -4.7350965127558485e-5 0.0007183475588411904
27.16 0.0 0.0 0.0 0.001637120562046868 -4.716133157796644e-5 0.0007176794135202047
27.17 0.0 0.0 0.0 0.0016350264293308468 -4.697263032074484e-5 0.0007170113957630882
27.18 0.0 0.0 0.0 0.0016329350933998003 -4.67848171549748e-5 0.000716343594865653
27.19 0.0 0.0 0.0 0.0016308464931914324 -4.659784399444498e-5 0.0007156761056404634
27.2 0.0 0.0 0.0 0.0016287606713744364 -4.6411795368110295e-5 0.0007150088267559708
27.21 0.0 0.0 0.0 0.0016266775978932058 -4.6226662869135044e-5 0.0007143417936663583
27.22 0.0 0.0 0.0 0.0016245972428726306 -4.604243822070044e-5 0.00071367504131843
27.23 0.0 0.0 0.0 0.0016225195766156643 -4.5859113272980645e-5 0.0007130086041595982
27.24 0.0 0.0 0.0 0.0016204445696009636 -4.56766800001739e-5 0.0007123425161457632
27.25 0.0 0.0 0.0 0.0016183721924805691 -4.549513049758372e-5 0.0007116768107490782
27.26 0.0 0.0 0.0 0.00161630242223717 -4.531445741136571e-5 0.0007110115137346192
27.27 0.0 0.0 0.0 0.0016142352605985196 -4.51346552194502e-5 0.0007103466216484096
27.28 0.0 0.0 0.0 0.0016121707154483974 -4.495571890651222e-5 0.0007096821238186927
27.29 0.0 0.0 0.0 0.001610108794649966 -4.4777643525638866e-5 0.0007090180096319018
27.3 0.0 0.0 0.0 0.0016080495060442428 -4.460042419620529e-5 0.0007083542685339796
27.31 0.0 0.0 0.0 0.0016059928574486228 -4.44240561017943e-5 0.0007076908900316404
27.32 0.0 0.0 0.0 0.001603938856655427 -4.424853448815598e-5 0.000707027863693629
27.33 0.0 0.0 0.0 0.0016018875114305227 -4.407385466121338e-5 0.0007063651791519153
27.34 0.0 0.0 0.0 0.0015998388295119681 -4.390001198510833e-5 0.0007057028261028835
27.35 0.0 0.0 0.0 0.001597792818608714 -4.372700188028869e-5 0.0007050407943084795
27.36 0.0 0.0 0.0 0.001595749486399345 -4.35548198216396e-5 0.0007043790735973517
27.37 0.0 0.0 0.0 0.0015937088405308512 -4.3383461336653606e-5 0.0007037176538659139
27.38 0.0 0.0 0.0 0.0015916708886174738 -4.321292200364498e-5 0.0007030565250794252
27.39 0.0 0.0 0.0 0.0015896356382395452 -4.3043197450002916e-5 0.0007023956772730144
27.4 0.0 0.0 0.0 0.0015876030969424171 -4.287428335048685e-5 0.0007017351005526642
27.41 0.0 0.0 0.0 0.0015855732722353977 -4.270617542556245e-5 0.0007010747850961975
27.42 0.0 0.0 0.0 0.0015835461715907417 -4.253886943977802e-5 0.000700414721154182
27.43 0.0 0.0 0.0 0.0015815218024426757 -4.237236120018154e-5 0.0006997548990508536
27.44 0.0 0.0 0.0 0.0015795001721864547 -4.2206646554776686e-5 0.0006990953091849849
27.45 0.0 0.0 0.0 0.0015774812881774805 -4.204172139102154e-5 0.0006984359420306811
27.46 0.0 0.0 0.0 0.0015754651577304219 -4.187758163436308e-5 0.0006977767881382425
27.47 0.0 0.0 0.0 0.0015734517881184065 -4.1714223246816094e-5 0.000697117838134875
27.48 0.0 0.0 0.0 0.0015714411865722163 -4.155164222557623e-5 0.0006964590827254561
27.49 0.0 0.0 0.0 0.0015694333026689776 -4.138973662457665e-5 0.0006958006502482181
27.5 0.0 0.0 0.0 0.0015674281252604195 -4.122847106427473e-5 0.000695142575982033
27.51 0.0 0.0 0.0 0.0015654257507183432 -4.1068000332184035e-5 0.000694484633117515
27.52 0.0 0.0 0.0 0.0015634261636419222 -4.090831709271342e-5 0.0006938268422908162
27.53 0.0 0.0 0.0 0.0015614293444934668 -4.074941384079147e-5 0.0006931692291870449
27.54 0.0 0.0 0.0 0.0015594352738621052 -4.0591283196136814e-5 0.0006925118191139119
27.55 0.0 0.0 0.0 0.0015574439324622072 -4.043391790104478e-5 0.0006918546370070196
27.56 0.0 0.0 0.0 0.0015554553011318472 -4.0277310818202794e-5 0.0006911977074350695
27.57 0.0 0.0 0.0 0.0015534693608312926 -4.012145492853001e-5 0.0006905410546050289
27.58 0.0 0.0 0.0 0.00155148609264151 -3.9966343329044736e-5 0.0006898847023672097
27.59 0.0 0.0 0.0 0.001549505477762696 -3.981196923075463e-5 0.0006892286742203334
27.6 0.0 0.0 0.0 0.0015475274975128345 -3.965832595657582e-5 0.000688572993316516
27.61 0.0 0.0 0.0 0.001545552133326273 -3.950540693927437e-5 0.0006879176824661994
27.62 0.0 0.0 0.0 0.0015435793667523184 -3.935320571943511e-5 0.0006872627641430211
27.63 0.0 0.0 0.0 0.0015416091794538795 -3.920171594345474e-5 0.0006866082604886603
27.64 0.0 0.0 0.0 0.0015396415532060817 -3.905093136155943e-5 0.000685954193317592
27.65 0.0 0.0 0.0 0.0015376764698949612 -3.8900845825848425e-5 0.0006853005841217878
27.66 0.0 0.0 0.0 0.0015357139115161362 -3.875145328836028e-5 0.0006846474540754368
27.67 0.0 0.0 0.0 0.0015337538601735276 -3.860274779916608e-5 0.0006839948240394849
27.68 0.0 0.0 0.0 0.0015317962980780852 -3.8454723504485396e-5 0.0006833427145662283
27.69 0.0 0.0 0.0 0.0015298412075465358 -3.8307374644826295e-5 0.000682691145903819
27.7 0.0 0.0 0.0 0.0015278885710001667 -3.816069555315042e-5 0.0006820401380007105
27.71 0.0 0.0 0.0 0.0015259383709636067 -3.8014680653061575e-5 0.0006813897105100517
27.72 0.0 0.0 0.0 0.0015239905900636481 -3.7869324457017534e-5 0.0006807398827940447
27.73 0.0 0.0 0.0 0.001522045211028069 -3.772462156456635e-5 0.0006800906739282349
27.74 0.0 0.0 0.0 0.0015201022166844963 -3.75805666606055e-5 0.0006794421027057733
27.75 0.0 0.0 0.0 0.0015181615899592725 -3.743715451366502e-5 0.0006787941876415858
27.76 0.0 0.0 0.0 0.001516223317334315 -3.729438013883036e-5 0.0006781469452098623
27.77 0.0 0.0 0.0 0.0015142873991848126 -3.715223928504265e-5 0.0006775003845872834
27.78 0.0 0.0 0.0 0.0015123538393428497 -3.701072793113089e-5 0.0006768545130251466
27.79 0.0 0.0 0.0 0.0015104226416299232 -3.686984211850701e-5 0.0006762093376286707
27.8 0.0 0.0 0.0 0.0015084938098562188 -3.672957794972666e-5 0.0006755648653597315
27.81 0.0 0.0 0.0 0.0015065673478199357 -3.65899315870727e-5 0.0006749211030395655
27.82 0.0 0.0 0.0 0.0015046432593066015 -3.645089925115605e-5 0.0006742780573514392
27.83 0.0 0.0 0.0 0.0015027215480884258 -3.6312477219540286e-5 0.0006736357348432501
27.84 0.0 0.0 0.0 0.0015008022179236542 -3.617466182538369e-5 0.0006729941419301589
27.85 0.0 0.0 0.0 0.0014988852725559456 -3.6037449456103575e-5 0.000672353284897139
27.86 0.0 0.0 0.0 0.0014969707157137643 -3.590083655205927e-5 0.0006717131699015054
27.87 0.0 0.0 0.0 0.001495058551109786 -3.5764819605255794e-5 0.0006710738029754187
27.88 0.0 0.0 0.0 0.0014931487824403282 -3.5629395158068126e-5 0.0006704351900283326
27.89 0.0 0.0 0.0 0.0014912414133847755 -3.5494559801983065e-5 0.0006697973368494555
27.9 0.0 0.0 0.0 0.0014893364476050487 -3.5360310176363584e-5 0.0006691602491101127
27.91 0.0 0.0 0.0 0.0014874338887450557 -3.52266429672301e-5 0.0006685239323661453
27.92 0.0 0.0 0.0 0.001485533740430193 -3.5093554906063974e-5 0.0006678883920602174
27.93 0.0 0.0 0.0 0.0014836359038392789 -3.496082658481101e-5 0.000667253960308596
27.94 0.0 0.0 0.0 0.001481740457816345 -3.482861318512506e-5 0.0006666204033082882
27.95 0.0 0.0 0.0 0.0014798474457983816 -3.469699571234287e-5 0.0006659875989868525
27.96 0.0 0.0 0.0 0.001477956870718816 -3.456596984701152e-5 0.0006653555541484097
27.97 0.0 0.0 0.0 0.0014760687355056487 -3.4435531337559154e-5 0.0006647242754560306
27.98 0.0 0.0 0.0 0.0014741830430808932 -3.430567599906776e-5 0.0006640937694340061
27.99 0.0 0.0 0.0 0.0014722997963600314 -3.417639971206218e-5 0.0006634640424700569
28.0 0.0 0.0 0.0 0.0014704189982514726 -3.4047698421311285e-5 0.0006628351008175641
28.01 0.0 0.0 0.0 0.0014685406492878485 -3.3919568141491994e-5 0.0006622069468539786
28.02 0.0 0.0 0.0 0.0014666647405454894 -3.379200497574474e-5 0.0006615795679320994
28.03 0.0 0.0 0.0 0.0014647912607913122 -3.366500509256164e-5 0.0006609529477530605
28.04 0.0 0.0 0.0 0.0014629201988564148 -3.3538564717642145e-5 0.000660327070130051
28.05 0.0 0.0 0.0 0.0014610515436353224 -3.341268013281475e-5 0.0006597019189880027
28.06 0.0 0.0 0.0 0.0014591852840852733 -3.328734767497264e-5 0.0006590774783633149
28.07 0.0 0.0 0.0 0.0014573214092254844 -3.3162563735021126e-5 0.0006584537324035888
28.08 0.0 0.0 0.0 0.0014554599081364591 -3.3038324756838986e-5 0.0006578306653673388
28.09 0.0 0.0 0.0 0.0014536007699592851 -3.291462723625058e-5 0.0006572082616237253
28.1 0.0 0.0 0.0 0.0014517439838949476 -3.2791467720012235e-5 0.0006565865056522932
28.11 0.0 0.0 0.0 0.0014498895392036609 -3.266884280480967e-5 0.0006559653820427166
28.12 0.0 0.0 0.0 0.0014480374252042033 -3.254674913626882e-5 0.0006553448754945068
28.13 0.0 0.0 0.0 0.0014461876312732642 -3.2425183407978524e-5 0.0006547249708167845
28.14 0.0 0.0 0.0 0.001444340146844796 -3.230414236052475e-5 0.0006541056529280197
28.15 0.0 0.0 0.0 0.0014424949614093997 -3.218362278053946e-5 0.0006534869068557605
28.16 0.0 0.0 0.0 0.0014406520645136773 -3.2063621499758126e-5 0.0006528687177364045
28.17 0.0 0.0 0.0 0.0014388114457596444 -3.1944135394092684e-5 0.0006522510708149399
28.18 0.0 0.0 0.0 0.001436973094804116 -3.1825161382714674e-5 0.0006516339514446888
28.19 0.0 0.0 0.0 0.0014351370013581106 -3.170669642715017e-5 0.0006510173450870908
28.2 0.0 0.0 0.0 0.0014333031551862804 -3.1588737530388415e-5 0.0006504012373114338
28.21 0.0 0.0 0.0 0.0014314715461063313 -3.147128173600083e-5 0.0006497856137946185
28.22 0.0 0.0 0.0 0.0014296421639884574 -3.135432612727224e-5 0.0006491704603209173
28.23 0.0 0.0 0.0 0.0014278149987547882 -3.1237867826343725e-5 0.0006485557627817468
28.24 0.0 0.0 0.0 0.0014259900403788511 -3.1121903993368676e-5 0.0006479415071754029
28.25 0.0 0.0 0.0 0.001424167278885025 -3.1006431825678007e-5 0.0006473276796068554
28.26 0.0 0.0 0.0 0.0014223467057037887 -3.089144849025047e-5 0.0006467142712586243
28.27 0.0 0.0 0.0 0.0014205283177242355 -3.077695092532284e-5 0.0006461012932006677
28.28 0.0 0.0 0.0 0.0014187121132013879 -3.066293604412743e-5 0.0006454887612972953
28.29 0.0 0.0 0.0 0.001416898090396522 -3.054940080134836e-5 0.0006448766912127803
28.3 0.0 0.0 0.0 0.0014150862475768376 -3.0436342192239156e-5 0.000644265098414035
28.31 0.0 0.0 0.0 0.0014132765830151166 -3.032375725175216e-5 0.0006436539981733092
28.32 0.0 0.0 0.0 0.0014114690949894267 -3.021164305368299e-5 0.0006430434055707848
28.33 0.0 0.0 0.0 0.0014096637817827974 -3.0099996709825592e-5 0.0006424333354971914
28.34 0.0 0.0 0.0 0.001407860641682918 -2.998881536914137e-5 0.0006418238026563506
28.35 0.0 0.0 0.0 0.0014060596729818396 -2.9878096216939656e-5 0.0006412148215677418
28.36 0.0 0.0 0.0 0.0014042608698202055 -2.9767825275758733e-5 0.0006406064254914213
28.37 0.0 0.0 0.0 0.0014024641719417058 -2.965784183107926e-5 0.000639998895624444
28.38 0.0 0.0 0.0 0.0014006696466943437 -2.954832911374158e-5 0.0006393919318284338
28.39 0.0 0.0 0.0 0.0013988772920841969 -2.943928367900552e-5 0.0006387855491803417
28.4 0.0 0.0 0.0 0.001397087106127802 -2.9330702132138474e-5 0.0006381797625569123
28.41 0.0 0.0 0.0 0.0013952990868518508 -2.922258112757878e-5 0.0006375745866371437
28.42 0.0 0.0 0.0 0.0013935132322928738 -2.9114917368108513e-5 0.0006369700359046903
28.43 0.0 0.0 0.0 0.0013917295404969445 -2.9007707604035677e-5 0.0006363661246502832
28.44 0.0 0.0 0.0 0.0013899480095193695 -2.8900948632385106e-5 0.0006357628669740901
28.45 0.0 0.0 0.0 0.0013881686374244005 -2.879463729609851e-5 0.0006351602767880913
28.46 0.0 0.0 0.0 0.001386391422284949 -2.8688770483244257e-5 0.0006345583678183821
28.47 0.0 0.0 0.0 0.0013846163621822967 -2.858334512623564e-5 0.0006339571536074901
28.48 0.0 0.0 0.0 0.0013828434552058172 -2.8478358201057836e-5 0.0006333566475166583
28.49 0.0 0.0 0.0 0.0013810726994527114 -2.837380672650521e-5 0.0006327568627280896
28.5 0.0 0.0 0.0 0.0013793040930277266 -2.8269687763425753e-5 0.0006321578122471835
28.51 0.0 0.0 0.0 0.0013775376354307398 -2.816599867627172e-5 0.000631559498509575
28.52 0.0 0.0 0.0 0.001375773331706567 -2.8062737910876317e-5 0.0006309618824072608
28.53 0.0 0.0 0.0 0.0013740111882576914 -2.795990419231509e-5 0.0006303649148403053
28.54 0.0 0.0 0.0 0.0013722512114528957 -2.785749626008211e-5 0.000629768547161065
28.55 0.0 0.0 0.0 0.0013704934076270957 -2.775551286767633e-5 0.0006291727311705985
28.56 0.0 0.0 0.0 0.0013687377830811894 -2.7653952782192286e-5 0.000628577419115173
28.57 0.0 0.0 0.0 0.0013669843440818961 -2.7552814783917303e-5 0.0006279825636827246
28.58 0.0 0.0 0.0 0.00136523309686162 -2.7452097665933013e-5 0.0006273881179994251
28.59 0.0 0.0 0.0 0.0013634840476182961 -2.7351800233721298e-5 0.0006267940356262483
28.6 0.0 0.0 0.0 0.0013617372025152682 -2.725192130477728e-5 0.0006262002705555682
28.61 0.0 0.0 0.0 0.0013599925676811401 -2.7152459708225205e-5 0.0006256067772078319
28.62 0.0 0.0 0.0 0.001358250149209662 -2.7053414284441472e-5 0.0006250135104282011
28.63 0.0 0.0 0.0 0.0013565099531595935 -2.69547838846804e-5 0.0006244204254832831
28.64 0.0 0.0 0.0 0.001354771985554595 -2.6856567370707702e-5 0.0006238274780578871
28.65 0.0 0.0 0.0 0.001353036252383108 -2.675876361443704e-5 0.0006232346242517686
28.66 0.0 0.0 0.0 0.0013513027595982517 -2.6661371497572984e-5 0.0006226418205764785
28.67 0.0 0.0 0.0 0.0013495715131177065 -2.656438991125801e-5 0.0006220490239521619
28.68 0.0 0.0 0.0 0.0013478425188236192 -2.6467817755724873e-5 0.000621456191704476
28.69 0.0 0.0 0.0 0.0013461157825625117 -2.6371653939955262e-5 0.0006208632815614535
28.7 0.0 0.0 0.0 0.0013443913101451764 -2.627589738134117e-5 0.0006202702516504691
28.71 0.0 0.0 0.0 0.0013426691073465935 -2.6180547005353685e-5 0.0006196770604951861
28.72 0.0 0.0 0.0 0.0013409491799058495 -2.608560174521559e-5 0.0006190836670125464
28.73 0.0 0.0 0.0 0.0013392315335260488 -2.5991060541578867e-5 0.0006184900305098169
28.74 0.0 0.0 0.0 0.0013375161738742427 -2.5896922342208036e-5 0.0006178961106816249
28.75 0.0 0.0 0.0 0.0013358031065813527 -2.5803186101668168e-5 0.0006173018676070363
28.76 0.0 0.0 0.0 0.001334092332694152 -2.5709850323946317e-5 0.000616707277781489
28.77 0.0 0.0 0.0 0.0013323838350768524 -2.5616911704895532e-5 0.0006161123819041993
28.78 0.0 0.0 0.0 0.0013306775921344534 -2.5524366527369407e-5 0.0006155172362249606
28.79 0.0 0.0 0.0 0.0013289735823716778 -2.5432211121042574e-5 0.0006149218964357737
28.8 0.0 0.0 0.0 0.0013272717694393218 -2.534039487444903e-5 0.0006143264962325518
28.81 0.0 0.0 0.0 0.0013255721262910255 -2.5248896004991027e-5 0.0006137311207355347
28.82 0.0 0.0 0.0 0.001323874655874342 -2.5157786814095393e-5 0.0006131356972340253
28.83 0.0 0.0 0.0 0.0013221793369228812 -2.50670633162859e-5 0.0006125402800518963
28.84 0.0 0.0 0.0 0.0013204861482721678 -2.4976721580891094e-5 0.0006119449229634828
28.85 0.0 0.0 0.0 0.0013187950688592087 -2.4886757731266043e-5 0.0006113496791988015
28.86 0.0 0.0 0.0 0.0013171060777220631 -2.4797167944022936e-5 0.0006107546014486946
28.87 0.0 0.0 0.0 0.0013154191539994054 -2.470794844827029e-5 0.0006101597418699091
28.88 0.0 0.0 0.0 0.0013137342769301058 -2.461909552486022e-5 0.0006095651520901512
28.89 0.0 0.0 0.0 0.0013120514258528043 -2.4530605505644086e-5 0.0006089708832130686
28.9 0.0 0.0 0.0 0.001310370580205496 -2.4442474772736104e-5 0.0006083769858232019
28.91 0.0 0.0 0.0 0.0013086917195251134 -2.435469975778577e-5 0.0006077835099908628
28.92 0.0 0.0 0.0 0.0013070148234471076 -2.4267276941256992e-5 0.0006071905052770063
28.93 0.0 0.0 0.0 0.0013053398717050512 -2.4180202851716916e-5 0.0006065980207380103
28.94 0.0 0.0 0.0 0.0013036668441302186 -2.409347406513142e-5 0.0006060061049304111
28.95 0.0 0.0 0.0 0.001301995720651191 -2.4007087204169456e-5 0.0006054148059156417
28.96 0.0 0.0 0.0 0.001300326481293454 -2.3921038937514376e-5 0.0006048241712646581
28.97 0.0 0.0 0.0 0.001298659106179001 -2.3835325979184284e-5 0.0006042342480625586
28.98 0.0 0.0 0.0 0.0012969935755259374 -2.374994508785882e-5 0.0006036450829131322
28.99 0.0 0.0 0.0 0.0012953298696480914 -2.3664893066214516e-5 0.0006030567219434082
29.0 0.0 0.0 0.0 0.0012936679689546245 -2.3580166760267668e-5 0.0006024692108080942
29.01 0.0 0.0 0.0 0.0012920078599849279 -2.349576353786044e-5 0.0006018825786328815
29.02 0.0 0.0 0.0 0.001290349553453112 -2.3411682711198108e-5 0.0006012967901419038
29.03 0.0 0.0 0.0 0.0012886930660353391 -2.3327924074121305e-5 0.0006007117943783668
29.04 0.0 0.0 0.0 0.0012870384143194064 -2.324448741922654e-5 0.0006001275408392212
29.05 0.0 0.0 0.0 0.0012853856148048715 -2.3161372537704567e-5 0.0005995439794717641
29.06 0.0 0.0 0.0 0.0012837346839031942 -2.307857921918181e-5 0.0005989610606702473
29.07 0.0 0.0 0.0 0.0012820856379378665 -2.299610725156375e-5 0.0005983787352724925
29.08 0.0 0.0 0.0 0.00128043849314455 -2.2913956420880396e-5 0.0005977969545566086
29.09 0.0 0.0 0.0 0.0012787932656712154 -2.2832126511135204e-5 0.000597215670237663
29.1 0.0 0.0 0.0 0.0012771499715782818 -2.275061730415556e-5 0.0005966348344644195
29.11 0.0 0.0 0.0 0.001275508626838761 -2.2669428579445563e-5 0.0005960543998161314
29.12 0.0 0.0 0.0 0.0012738692473383984 -2.258856011404246e-5 0.0005954743192992982
29.13 0.0 0.0 0.0 0.001272231848875819 -2.2508011682374013e-5 0.0005948945463445214
29.14 0.0 0.0 0.0 0.001270596447162676 -2.2427783056119276e-5 0.0005943150348033535
29.15 0.0 0.0 0.0 0.001268963057823796 -2.234787400407173e-5 0.0005937357389451726
29.16 0.0 0.0 0.0 0.0012673316963973322 -2.2268284292004723e-5 0.0005931566134540944
29.17 0.0 0.0 0.0 0.001265702378334915 -2.21890136825393e-5 0.0005925776134259253
29.18 0.0 0.0 0.0 0.001264075119001805 -2.211006193501464e-5 0.0005919986943651287
29.19 0.0 0.0 0.0 0.0012624499336770444 -2.2031428805360963e-5 0.000591419812181807
29.2 0.0 0.0 0.0 0.0012608268375536218 -2.1953114045975424e-5 0.0005908409231887379
29.21 0.0 0.0 0.0 0.0012592058457386174 -2.1875117405599053e-5 0.0005902619840984248
29.22 0.0 0.0 0.0 0.0012575869732533705 -2.179743862919828e-5 0.0005896829520201681
29.23 0.0 0.0 0.0 0.0012559702350336363 -2.1720077457846918e-5 0.0005891037844571723
29.24 0.0 0.0 0.0 0.0012543556322916433 -2.1642987643120025e-5 0.0005885245156270894
29.25 0.0 0.0 0.0 0.0012527431897879813 -2.1566202530254364e-5 0.0005879450480881488
29.26 0.0 0.0 0.0 0.0012511329224007587 -2.1489739479322537e-5 0.0005873653238435688
29.27 0.0 0.0 0.0 0.0012495248189708895 -2.14135960463225e-5 0.0005867853682964799
29.28 0.0 0.0 0.0 0.0012479188632553207 -2.1337769437072066e-5 0.0005862052197783733
29.29 0.0 0.0 0.0 0.0012463150390844755 -2.126225689227985e-5 0.0005856249162568646
29.3 0.0 0.0 0.0 0.0012447133303619623 -2.1187055687047386e-5 0.0005850444953389348
29.31 0.0 0.0 0.0 0.0012431137210643 -2.1112163130377523e-5 0.0005844639942741754
29.32 0.0 0.0 0.0 0.0012415161952406227 -2.103757656468657e-5 0.0005838834499580063
29.33 0.0 0.0 0.0 0.0012399207370124116 -2.096329336532378e-5 0.0005833028989348278
29.34 0.0 0.0 0.0 0.001238327330573209 -2.088931094009466e-5 0.0005827223774011897
29.35 0.0 0.0 0.0 0.0012367359601883482 -2.0815626728790897e-5 0.0005821419212088823
29.36 0.0 0.0 0.0 0.0012351466101946768 -2.074223820272486e-5 0.0005815615658680405
29.37 0.0 0.0 0.0 0.0012335592650002808 -2.0669142864269417e-5 0.0005809813465501805
29.38 0.0 0.0 0.0 0.001231973909084222 -2.059633824640324e-5 0.000580401298091237
29.39 0.0 0.0 0.0 0.0012303905269962624 -2.0523821912261652e-5 0.0005798214549945529
29.4 0.0 0.0 0.0 0.0012288091033565997 -2.0451591454691577e-5 0.0005792418514338602
29.41 0.0 0.0 0.0 0.0012272296228556085 -2.0379644495813196e-5 0.0005786625212561936
29.42 0.0 0.0 0.0 0.0012256520702535682 -2.0307978686585614e-5 0.0005780834979848184
29.43 0.0 0.0 0.0 0.0012240764303804088 -2.0236591706377943e-5 0.0005775048148221026
29.44 0.0 0.0 0.0 0.0012225026881354474 -2.0165481262545455e-5 0.0005769265046523826
29.45 0.0 0.0 0.0 0.001220930828487135 -2.0094645090011144e-5 0.000576348600044773
29.46 0.0 0.0 0.0 0.0012193608364727976 -2.0024080950851735e-5 0.0005757711332559747
29.47 0.0 0.0 0.0 0.0012177926971983855 -1.9953786633888958e-5 0.0005751941362330466
29.48 0.0 0.0 0.0 0.0012162263958382148 -1.988375995428593e-5 0.0005746176406161334
29.49 0.0 0.0 0.0 0.0012146619176347294 -1.9813998753148495e-5 0.0005740416777412062
29.5 0.0 0.0 0.0 0.0012130992478982389 -1.9744500897130803e-5 0.0005734662786427287
29.51 0.0 0.0 0.0 0.001211538374675328 -1.967526449496443e-5 0.0005728914657211902
29.52 0.0 0.0 0.0 0.0012099792967274394 -1.9606288541523223e-5 0.0005723172278920808
29.53 0.0 0.0 0.0 0.0012084220154773638 -1.9537572255745434e-5 0.0005717435458580151
29.54 0.0 0.0 0.0 0.0012068665323337893 -1.946911486195244e-5 0.0005711704004810478
29.55 0.0 0.0 0.0 0.0012053128486912783 -1.9400915589672774e-5 0.0005705977727817046
29.56 0.0 0.0 0.0 0.0012037609659302515 -1.9332973673469885e-5 0.0005700256439380284
29.57 0.0 0.0 0.0 0.0012022108854169672 -1.9265288352771933e-5 0.0005694539952846385
29.58 0.0 0.0 0.0 0.001200662608503512 -1.919785887170493e-5 0.0005688828083117789
29.59 0.0 0.0 0.0 0.0011991161365277787 -1.913068447892779e-5 0.0005683120646643965
29.6 0.0 0.0 0.0 0.0011975714708134606 -1.9063764427471196e-5 0.0005677417461411917
29.61 0.0 0.0 0.0 0.0011960286126700317 -1.8997097974577627e-5 0.0005671718346937234
29.62 0.0 0.0 0.0 0.0011944875633927384 -1.893068438154568e-5 0.0005666023124254743
29.63 0.0 0.0 0.0 0.0011929483242625904 -1.8864522913576e-5 0.0005660331615909423
29.64 0.0 0.0 0.0 0.001191410896546347 -1.8798612839620012e-5 0.000565464364594758
29.65 0.0 0.0 0.0 0.0011898752814965188 -1.8732953432232056e-5 0.000564895903990758
29.66 0.0 0.0 0.0 0.0011883414803513447 -1.8667543967423144e-5 0.0005643277624811106
29.67 0.0 0.0 0.0 0.0011868094938096486 -1.860238131305235e-5 0.0005637599277131379
29.68 0.0 0.0 0.0 0.0011852793154934153 -1.8537429876846006e-5 0.0005631924520807501
29.69 0.0 0.0 0.0 0.0011837509555257708 -1.847272991674714e-5 0.0005626252372188681
29.7 0.0 0.0 0.0 0.0011822244150490662 -1.840828055112657e-5 0.0005620582667492885
29.71 0.0 0.0 0.0 0.0011806996951923578 -1.834408090520244e-5 0.0005614915244298509
