C1 C11 C12
2.1841455000e+00 3.9675757000e-01 3.9931553000e-01
2.1913264000e+00 3.9424552000e-01 3.9683891000e-01
2.1985074000e+00 3.9175927000e-01 3.9438899000e-01
2.2056883000e+00 3.8929855000e-01 3.9196538000e-01
2.2128693000e+00 3.8686309000e-01 3.8956772000e-01
2.2200503000e+00 3.8445263000e-01 3.8719562000e-01
2.2272312000e+00 3.8206692000e-01 3.8484873000e-01
2.2344122000e+00 3.7970567000e-01 3.8252669000e-01
2.2415931000e+00 3.7736862000e-01 3.8022913000e-01
2.2487741000e+00 3.7505549000e-01 3.7795570000e-01
2.2559551000e+00 3.7276600000e-01 3.7570606000e-01
2.2631360000e+00 3.7049987000e-01 3.7347988000e-01
2.2703170000e+00 3.6825680000e-01 3.7127684000e-01
2.2774979000e+00 3.6603654000e-01 3.6909664000e-01
2.2846789000e+00 3.6383894000e-01 3.6693907000e-01
2.2918599000e+00 3.6166382000e-01 3.6480390000e-01
2.2990408000e+00 3.5951100000e-01 3.6269096000e-01
2.3062218000e+00 3.5738031000e-01 3.6060003000e-01
2.3134027000e+00 3.5527154000e-01 3.5853095000e-01
2.3205837000e+00 3.5318450000e-01 3.5648353000e-01
2.3277647000e+00 3.5111899000e-01 3.5445761000e-01
2.3349456000e+00 3.4907482000e-01 3.5245302000e-01
2.3421266000e+00 3.4705177000e-01 3.5046962000e-01
2.3493075000e+00 3.4504964000e-01 3.4850723000e-01
2.3564885000e+00 3.4306821000e-01 3.4656573000e-01
2.3636694000e+00 3.4110727000e-01 3.4464494000e-01
2.3708504000e+00 3.3916662000e-01 3.4274474000e-01
2.3780314000e+00 3.3724603000e-01 3.4086498000e-01
2.3852123000e+00 3.3534529000e-01 3.3900551000e-01
2.3923933000e+00 3.3346420000e-01 3.3716620000e-01
2.3995742000e+00 3.3160253000e-01 3.3534689000e-01
2.4067552000e+00 3.2976008000e-01 3.3354746000e-01
2.4139362000e+00 3.2793662000e-01 3.3176776000e-01
2.4211171000e+00 3.2613196000e-01 3.3000765000e-01
2.4282981000e+00 3.2434589000e-01 3.2826698000e-01
2.4354790000e+00 3.2257818000e-01 3.2654561000e-01
2.4426600000e+00 3.2082865000e-01 3.2484340000e-01
2.4498410000e+00 3.1909708000e-01 3.2316019000e-01
2.4570219000e+00 3.1738328000e-01 3.2149583000e-01
2.4642029000e+00 3.1568704000e-01 3.1985018000e-01
2.4713838000e+00 3.1400817000e-01 3.1822307000e-01
2.4785648000e+00 3.1234648000e-01 3.1661436000e-01
2.4857458000e+00 3.1070177000e-01 3.1502387000e-01
2.4929267000e+00 3.0907385000e-01 3.1345145000e-01
2.5001077000e+00 3.0746254000e-01 3.1189693000e-01
2.5072886000e+00 3.0586766000e-01 3.1036015000e-01
2.5144696000e+00 3.0428902000e-01 3.0884093000e-01
2.5216506000e+00 3.0272644000e-01 3.0733911000e-01
2.5288315000e+00 3.0117976000e-01 3.0585449000e-01
2.5360125000e+00 2.9964879000e-01 3.0438692000e-01
2.5431934000e+00 2.9813337000e-01 3.0293619000e-01
2.5503744000e+00 2.9663333000e-01 3.0150215000e-01
2.5575553000e+00 2.9514851000e-01 3.0008458000e-01
2.5647363000e+00 2.9367874000e-01 2.9868332000e-01
2.5719173000e+00 2.9222386000e-01 2.9729817000e-01
2.5790982000e+00 2.9078371000e-01 2.9592895000e-01
2.5862792000e+00 2.8935814000e-01 2.9457545000e-01
2.5934601000e+00 2.8794700000e-01 2.9323748000e-01
2.6006411000e+00 2.8655012000e-01 2.9191486000e-01
2.6078221000e+00 2.8516737000e-01 2.9060739000e-01
2.6150030000e+00 2.8379858000e-01 2.8931486000e-01
2.6221840000e+00 2.8244362000e-01 2.8803709000e-01
2.6293649000e+00 2.8110233000e-01 2.8677388000e-01
2.6365459000e+00 2.7977456000e-01 2.8552503000e-01
2.6437269000e+00 2.7846018000e-01 2.8429034000e-01
2.6509078000e+00 2.7715905000e-01 2.8306962000e-01
2.6580888000e+00 2.7587104000e-01 2.8186269000e-01
2.6652697000e+00 2.7459607000e-01 2.8066935000e-01
2.6724507000e+00 2.7333404000e-01 2.7948943000e-01
2.6796317000e+00 2.7208486000e-01 2.7832276000e-01
2.6868126000e+00 2.7084843000e-01 2.7716916000e-01
2.6939936000e+00 2.6962465000e-01 2.7602846000e-01
2.7011745000e+00 2.6841343000e-01 2.7490050000e-01
2.7083555000e+00 2.6721467000e-01 2.7378509000e-01
2.7155365000e+00 2.6602827000e-01 2.7268209000e-01
2.7227174000e+00 2.6485415000e-01 2.7159131000e-01
2.7298984000e+00 2.6369220000e-01 2.7051261000e-01
2.7370793000e+00 2.6254234000e-01 2.6944582000e-01
2.7442603000e+00 2.6140445000e-01 2.6839078000e-01
2.7514412000e+00 2.6027846000e-01 2.6734733000e-01
2.7586222000e+00 2.5916426000e-01 2.6631532000e-01
2.7658032000e+00 2.5806176000e-01 2.6529460000e-01
2.7729841000e+00 2.5697086000e-01 2.6428501000e-01
2.7801651000e+00 2.5589147000e-01 2.6328641000e-01
2.7873460000e+00 2.5482350000e-01 2.6229863000e-01
2.7945270000e+00 2.5376685000e-01 2.6132155000e-01
2.8017080000e+00 2.5272143000e-01 2.6035499000e-01
2.8088889000e+00 2.5168714000e-01 2.5939884000e-01
2.8160699000e+00 2.5066389000e-01 2.5845293000e-01
2.8232508000e+00 2.4965160000e-01 2.5751712000e-01
2.8304318000e+00 2.4865016000e-01 2.5659128000e-01
2.8376128000e+00 2.4765948000e-01 2.5567527000e-01
2.8447937000e+00 2.4667948000e-01 2.5476893000e-01
2.8519747000e+00 2.4571006000e-01 2.5387215000e-01
2.8591556000e+00 2.4475114000e-01 2.5298477000e-01
2.8663366000e+00 2.4380261000e-01 2.5210666000e-01
2.8735176000e+00 2.4286440000e-01 2.5123769000e-01
2.8806985000e+00 2.4193640000e-01 2.5037773000e-01
2.8878795000e+00 2.4101854000e-01 2.4952664000e-01
2.8950604000e+00 2.4011072000e-01 2.4868428000e-01
2.9022414000e+00 2.3921286000e-01 2.4785053000e-01
2.9094224000e+00 2.3832486000e-01 2.4702526000e-01
2.9166033000e+00 2.3744664000e-01 2.4620834000e-01
2.9237843000e+00 2.3657811000e-01 2.4539964000e-01
2.9309652000e+00 2.3571919000e-01 2.4459903000e-01
2.9381462000e+00 2.3486978000e-01 2.4380639000e-01
2.9453272000e+00 2.3402981000e-01 2.4302159000e-01
2.9525081000e+00 2.3319918000e-01 2.4224450000e-01
2.9596891000e+00 2.3237782000e-01 2.4147501000e-01
2.9668700000e+00 2.3156562000e-01 2.4071299000e-01
2.9740510000e+00 2.3076252000e-01 2.3995831000e-01
2.9812319000e+00 2.2996843000e-01 2.3921086000e-01
2.9884129000e+00 2.2918326000e-01 2.3847052000e-01
2.9955939000e+00 2.2840692000e-01 2.3773715000e-01
3.0027748000e+00 2.2763935000e-01 2.3701066000e-01
3.0099558000e+00 2.2688044000e-01 2.3629091000e-01
3.0171367000e+00 2.2613013000e-01 2.3557780000e-01
3.0243177000e+00 2.2538832000e-01 2.3487119000e-01
3.0314987000e+00 2.2465494000e-01 2.3417100000e-01
3.0386796000e+00 2.2392991000e-01 2.3347718000e-01
3.0458606000e+00 2.2321317000e-01 2.3278969000e-01
3.0530415000e+00 2.2250463000e-01 2.3210849000e-01
3.0602225000e+00 2.2180423000e-01 2.3143354000e-01
3.0674035000e+00 2.2111189000e-01 2.3076481000e-01
3.0745844000e+00 2.2042754000e-01 2.3010226000e-01
3.0817654000e+00 2.1975112000e-01 2.2944584000e-01
3.0889463000e+00 2.1908255000e-01 2.2879553000e-01
3.0961273000e+00 2.1842175000e-01 2.2815129000e-01
3.1033083000e+00 2.1776867000e-01 2.2751308000e-01
3.1104892000e+00 2.1712324000e-01 2.2688086000e-01
3.1176702000e+00 2.1648537000e-01 2.2625460000e-01
3.1248511000e+00 2.1585501000e-01 2.2563426000e-01
3.1320321000e+00 2.1523209000e-01 2.2501981000e-01
3.1392131000e+00 2.1461653000e-01 2.2441120000e-01
3.1463940000e+00 2.1400828000e-01 2.2380841000e-01
3.1535750000e+00 2.1340726000e-01 2.2321140000e-01
3.1607559000e+00 2.1281341000e-01 2.2262013000e-01
3.1679369000e+00 2.1222666000e-01 2.2203458000e-01
3.1751178000e+00 2.1164694000e-01 2.2145469000e-01
3.1822988000e+00 2.1107420000e-01 2.2088044000e-01
3.1894798000e+00 2.1050836000e-01 2.2031180000e-01
3.1966607000e+00 2.0994936000e-01 2.1974873000e-01
3.2038417000e+00 2.0939713000e-01 2.1919119000e-01
3.2110226000e+00 2.0885161000e-01 2.1863915000e-01
3.2182036000e+00 2.0831274000e-01 2.1809258000e-01
3.2253846000e+00 2.0778046000e-01 2.1755145000e-01
3.2325655000e+00 2.0725469000e-01 2.1701571000e-01
3.2397465000e+00 2.0673538000e-01 2.1648535000e-01
3.2469274000e+00 2.0622247000e-01 2.1596031000e-01
3.2541084000e+00 2.0571589000e-01 2.1544058000e-01
3.2612894000e+00 2.0521558000e-01 2.1492611000e-01
3.2684703000e+00 2.0472148000e-01 2.1441688000e-01
3.2756513000e+00 2.0423352000e-01 2.1391285000e-01
3.2828322000e+00 2.0375165000e-01 2.1341399000e-01
3.2900132000e+00 2.0327581000e-01 2.1292026000e-01
3.2971942000e+00 2.0280594000e-01 2.1243164000e-01
3.3043751000e+00 2.0234196000e-01 2.1194810000e-01
3.3115561000e+00 2.0188384000e-01 2.1146960000e-01
3.3187370000e+00 2.0143150000e-01 2.1099610000e-01
3.3259180000e+00 2.0098489000e-01 2.1052758000e-01
3.3330990000e+00 2.0054395000e-01 2.1006402000e-01
3.3402799000e+00 2.0010862000e-01 2.0960536000e-01
3.3474609000e+00 1.9967884000e-01 2.0915159000e-01
3.3546418000e+00 1.9925455000e-01 2.0870268000e-01
3.3618228000e+00 1.9883570000e-01 2.0825859000e-01
3.3690037000e+00 1.9842223000e-01 2.0781929000e-01
3.3761847000e+00 1.9801408000e-01 2.0738475000e-01
3.3833657000e+00 1.9761119000e-01 2.0695494000e-01
3.3905466000e+00 1.9721352000e-01 2.0652984000e-01
3.3977276000e+00 1.9682100000e-01 2.0610941000e-01
3.4049085000e+00 1.9643357000e-01 2.0569362000e-01
3.4120895000e+00 1.9605119000e-01 2.0528243000e-01
3.4192705000e+00 1.9567380000e-01 2.0487579000e-01
3.4264514000e+00 1.9530136000e-01 2.0447365000e-01
3.4336324000e+00 1.9493382000e-01 2.0407596000e-01
3.4408133000e+00 1.9457112000e-01 2.0368267000e-01
3.4479943000e+00 1.9421323000e-01 2.0329373000e-01
3.4551753000e+00 1.9386009000e-01 2.0290909000e-01
3.4623562000e+00 1.9351166000e-01 2.0252869000e-01
3.4695372000e+00 1.9316789000e-01 2.0215250000e-01
3.4767181000e+00 1.9282874000e-01 2.0178046000e-01
3.4838991000e+00 1.9249415000e-01 2.0141252000e-01
3.4910801000e+00 1.9216408000e-01 2.0104863000e-01
3.4982610000e+00 1.9183849000e-01 2.0068875000e-01
3.5054420000e+00 1.9151732000e-01 2.0033283000e-01
3.5126229000e+00 1.9120054000e-01 1.9998082000e-01
3.5198039000e+00 1.9088810000e-01 1.9963268000e-01
3.5269849000e+00 1.9057996000e-01 1.9928835000e-01
3.5341658000e+00 1.9027606000e-01 1.9894780000e-01
3.5413468000e+00 1.8997637000e-01 1.9861097000e-01
3.5485277000e+00 1.8968084000e-01 1.9827782000e-01
3.5557087000e+00 1.8938943000e-01 1.9794830000e-01
3.5628897000e+00 1.8910209000e-01 1.9762237000e-01
3.5700706000e+00 1.8881879000e-01 1.9729999000e-01
3.5772516000e+00 1.8853947000e-01 1.9698110000e-01
3.5844325000e+00 1.8826409000e-01 1.9666567000e-01
3.5916135000e+00 1.8799262000e-01 1.9635364000e-01
3.5987944000e+00 1.8772501000e-01 1.9604498000e-01
3.6059754000e+00 1.8746122000e-01 1.9573965000e-01
3.6131564000e+00 1.8720121000e-01 1.9543759000e-01
3.6203373000e+00 1.8694493000e-01 1.9513877000e-01
3.6275183000e+00 1.8669234000e-01 1.9484314000e-01
3.6346992000e+00 1.8644341000e-01 1.9455066000e-01
3.6418802000e+00 1.8619809000e-01 1.9426128000e-01
3.6490612000e+00 1.8595634000e-01 1.9397498000e-01
3.6562421000e+00 1.8571812000e-01 1.9369169000e-01
3.6634231000e+00 1.8548339000e-01 1.9341139000e-01
3.6706040000e+00 1.8525212000e-01 1.9313402000e-01
3.6777850000e+00 1.8502425000e-01 1.9285956000e-01
3.6849660000e+00 1.8479976000e-01 1.9258795000e-01
3.6921469000e+00 1.8457860000e-01 1.9231916000e-01
3.6993279000e+00 1.8436073000e-01 1.9205314000e-01
3.7065088000e+00 1.8414612000e-01 1.9178987000e-01
3.7136898000e+00 1.8393472000e-01 1.9152929000e-01
3.7208708000e+00 1.8372651000e-01 1.9127136000e-01
3.7280517000e+00 1.8352143000e-01 1.9101605000e-01
3.7352327000e+00 1.8331945000e-01 1.9076332000e-01
3.7424136000e+00 1.8312054000e-01 1.9051313000e-01
3.7495946000e+00 1.8292466000e-01 1.9026544000e-01
3.7567756000e+00 1.8273176000e-01 1.9002021000e-01
3.7639565000e+00 1.8254182000e-01 1.8977740000e-01
3.7711375000e+00 1.8235480000e-01 1.8953698000e-01
3.7783184000e+00 1.8217065000e-01 1.8929891000e-01
3.7854994000e+00 1.8198935000e-01 1.8906314000e-01
3.7926803000e+00 1.8181086000e-01 1.8882966000e-01
3.7998613000e+00 1.8163515000e-01 1.8859844000e-01
3.8070423000e+00 1.8146220000e-01 1.8836945000e-01
3.8142232000e+00 1.8129198000e-01 1.8814268000e-01
3.8214042000e+00 1.8112446000e-01 1.8791809000e-01
3.8285851000e+00 1.8095961000e-01 1.8769567000e-01
3.8357661000e+00 1.8079740000e-01 1.8747540000e-01
3.8429471000e+00 1.8063782000e-01 1.8725724000e-01
3.8501280000e+00 1.8048082000e-01 1.8704118000e-01
3.8573090000e+00 1.8032639000e-01 1.8682720000e-01
3.8644899000e+00 1.8017450000e-01 1.8661527000e-01
3.8716709000e+00 1.8002511000e-01 1.8640536000e-01
3.8788519000e+00 1.7987821000e-01 1.8619747000e-01
3.8860328000e+00 1.7973377000e-01 1.8599155000e-01
3.8932138000e+00 1.7959176000e-01 1.8578760000e-01
3.9003947000e+00 1.7945216000e-01 1.8558559000e-01
3.9075757000e+00 1.7931494000e-01 1.8538550000e-01
3.9147567000e+00 1.7918008000e-01 1.8518731000e-01
3.9219376000e+00 1.7904755000e-01 1.8499099000e-01
3.9291186000e+00 1.7891732000e-01 1.8479652000e-01
3.9362995000e+00 1.7878938000e-01 1.8460389000e-01
3.9434805000e+00 1.7866369000e-01 1.8441307000e-01
3.9506615000e+00 1.7854024000e-01 1.8422403000e-01
3.9578424000e+00 1.7841899000e-01 1.8403677000e-01
3.9650234000e+00 1.7829993000e-01 1.8385125000e-01
3.9722043000e+00 1.7818303000e-01 1.8366746000e-01
3.9793853000e+00 1.7806827000e-01 1.8348537000e-01
3.9865662000e+00 1.7795562000e-01 1.8330498000e-01
3.9937472000e+00 1.7784507000e-01 1.8312624000e-01
4.0009282000e+00 1.7773658000e-01 1.8294915000e-01
4.0081091000e+00 1.7763014000e-01 1.8277369000e-01
4.0152901000e+00 1.7752572000e-01 1.8259982000e-01
4.0224710000e+00 1.7742329000e-01 1.8242755000e-01
4.0296520000e+00 1.7732285000e-01 1.8225683000e-01
4.0368330000e+00 1.7722436000e-01 1.8208767000e-01
4.0440139000e+00 1.7712781000e-01 1.8192002000e-01
4.0511949000e+00 1.7703316000e-01 1.8175388000e-01
4.0583758000e+00 1.7694041000e-01 1.8158923000e-01
4.0655568000e+00 1.7684952000e-01 1.8142605000e-01
4.0727378000e+00 1.7676048000e-01 1.8126431000e-01
4.0799187000e+00 1.7667326000e-01 1.8110400000e-01
4.0870997000e+00 1.7658785000e-01 1.8094510000e-01
4.0942806000e+00 1.7650422000e-01 1.8078759000e-01
4.1014616000e+00 1.7642236000e-01 1.8063146000e-01
4.1086426000e+00 1.7634223000e-01 1.8047668000e-01
4.1158235000e+00 1.7626383000e-01 1.8032323000e-01
4.1230045000e+00 1.7618713000e-01 1.8017111000e-01
4.1301854000e+00 1.7611211000e-01 1.8002028000e-01
4.1373664000e+00 1.7603874000e-01 1.7987074000e-01
4.1445474000e+00 1.7596702000e-01 1.7972246000e-01
4.1517283000e+00 1.7589692000e-01 1.7957542000e-01
4.1589093000e+00 1.7582842000e-01 1.7942962000e-01
4.1660902000e+00 1.7576149000e-01 1.7928503000e-01
4.1732712000e+00 1.7569608000e-01 1.7914162000e-01
4.1804522000e+00 1.7563215000e-01 1.7899938000e-01
4.1876331000e+00 1.7556964000e-01 1.7885827000e-01
4.1948141000e+00 1.7550851000e-01 1.7871829000e-01
4.2019950000e+00 1.7544871000e-01 1.7857939000e-01
4.2091760000e+00 1.7539019000e-01 1.7844156000e-01
4.2163569000e+00 1.7533290000e-01 1.7830478000e-01
4.2235379000e+00 1.7527680000e-01 1.7816902000e-01
4.2307189000e+00 1.7522183000e-01 1.7803426000e-01
4.2378998000e+00 1.7516796000e-01 1.7790048000e-01
4.2450808000e+00 1.7511514000e-01 1.7776764000e-01
4.2522617000e+00 1.7506332000e-01 1.7763574000e-01
4.2594427000e+00 1.7501245000e-01 1.7750474000e-01
4.2666237000e+00 1.7496250000e-01 1.7737463000e-01
4.2738046000e+00 1.7491341000e-01 1.7724538000e-01
4.2809856000e+00 1.7486516000e-01 1.7711697000e-01
4.2881665000e+00 1.7481768000e-01 1.7698938000e-01
4.2953475000e+00 1.7477095000e-01 1.7686258000e-01
4.3025285000e+00 1.7472491000e-01 1.7673655000e-01
4.3097094000e+00 1.7467954000e-01 1.7661127000e-01
4.3168904000e+00 1.7463478000e-01 1.7648672000e-01
4.3240713000e+00 1.7459060000e-01 1.7636287000e-01
4.3312523000e+00 1.7454696000e-01 1.7623971000e-01
4.3384333000e+00 1.7450382000e-01 1.7611721000e-01
4.3456142000e+00 1.7446114000e-01 1.7599535000e-01
4.3527952000e+00 1.7441890000e-01 1.7587411000e-01
4.3599761000e+00 1.7437704000e-01 1.7575346000e-01
4.3671571000e+00 1.7433553000e-01 1.7563340000e-01
4.3743381000e+00 1.7429434000e-01 1.7551388000e-01
4.3815190000e+00 1.7425344000e-01 1.7539491000e-01
4.3887000000e+00 1.7421279000e-01 1.7527644000e-01
4.3958809000e+00 1.7417236000e-01 1.7515847000e-01
4.4030619000e+00 1.7413211000e-01 1.7504098000e-01
4.4102428000e+00 1.7409201000e-01 1.7492394000e-01
4.4174238000e+00 1.7405204000e-01 1.7480734000e-01
4.4246048000e+00 1.7401214000e-01 1.7469116000e-01
4.4317857000e+00 1.7397230000e-01 1.7457540000e-01
4.4389667000e+00 1.7393248000e-01 1.7446003000e-01
4.4461476000e+00 1.7389262000e-01 1.7434506000e-01
4.4533286000e+00 1.7385268000e-01 1.7423050000e-01
4.4605096000e+00 1.7381257000e-01 1.7411638000e-01
4.4676905000e+00 1.7377212000e-01 1.7400284000e-01
4.4748715000e+00 1.7373092000e-01 1.7389025000e-01
4.4820524000e+00 1.7368739000e-01 1.7378015000e-01
4.4892334000e+00 1.7363080000e-01 1.7368322000e-01
4.4964144000e+00 1.7353651000e-01 1.7362406000e-01
4.5035953000e+00 1.7342742000e-01 1.7357975000e-01
4.5107763000e+00 1.7331596000e-01 1.7353783000e-01
4.5179572000e+00 1.7320392000e-01 1.7349645000e-01
4.5251382000e+00 1.7309172000e-01 1.7345519000e-01
4.5323192000e+00 1.7297948000e-01 1.7341387000e-01
4.5395001000e+00 1.7286726000e-01 1.7337242000e-01
4.5466811000e+00 1.7275505000e-01 1.7333080000e-01
4.5538620000e+00 1.7264284000e-01 1.7328897000e-01
4.5610430000e+00 1.7253059000e-01 1.7324692000e-01
4.5682240000e+00 1.7241825000e-01 1.7320463000e-01
4.5754049000e+00 1.7230580000e-01 1.7316209000e-01
4.5825859000e+00 1.7219318000e-01 1.7311931000e-01
4.5897668000e+00 1.7208033000e-01 1.7307629000e-01
4.5969478000e+00 1.7196721000e-01 1.7303301000e-01
4.6041288000e+00 1.7185375000e-01 1.7298951000e-01
4.6113097000e+00 1.7173990000e-01 1.7294578000e-01
4.6184907000e+00 1.7162559000e-01 1.7290184000e-01
4.6256716000e+00 1.7151076000e-01 1.7285771000e-01
4.6328526000e+00 1.7139533000e-01 1.7281342000e-01
4.6400335000e+00 1.7127923000e-01 1.7276898000e-01
4.6472145000e+00 1.7116239000e-01 1.7272442000e-01
4.6543955000e+00 1.7104473000e-01 1.7267977000e-01
4.6615764000e+00 1.7092617000e-01 1.7263508000e-01
4.6687574000e+00 1.7080663000e-01 1.7259037000e-01
4.6759383000e+00 1.7068602000e-01 1.7254568000e-01
4.6831193000e+00 1.7056426000e-01 1.7250106000e-01
4.6903003000e+00 1.7044126000e-01 1.7245655000e-01
4.6974812000e+00 1.7031693000e-01 1.7241220000e-01
4.7046622000e+00 1.7019119000e-01 1.7236805000e-01
4.7118431000e+00 1.7006394000e-01 1.7232415000e-01
4.7190241000e+00 1.6993509000e-01 1.7228056000e-01
4.7262051000e+00 1.6980456000e-01 1.7223733000e-01
4.7333860000e+00 1.6967233000e-01 1.7219451000e-01
4.7405670000e+00 1.6953853000e-01 1.7215216000e-01
4.7477479000e+00 1.6940334000e-01 1.7211034000e-01
4.7549289000e+00 1.6926690000e-01 1.7206910000e-01
4.7621099000e+00 1.6912940000e-01 1.7202845000e-01
4.7692908000e+00 1.6899102000e-01 1.7198844000e-01
4.7764718000e+00 1.6885193000e-01 1.7194909000e-01
4.7836527000e+00 1.6871232000e-01 1.7191040000e-01
4.7908337000e+00 1.6857239000e-01 1.7187238000e-01
4.7980147000e+00 1.6843232000e-01 1.7183505000e-01
4.8051956000e+00 1.6829231000e-01 1.7179839000e-01
4.8123766000e+00 1.6815256000e-01 1.7176240000e-01
4.8195575000e+00 1.6801325000e-01 1.7172708000e-01
4.8267385000e+00 1.6787460000e-01 1.7169241000e-01
4.8339194000e+00 1.6773678000e-01 1.7165838000e-01
4.8411004000e+00 1.6760001000e-01 1.7162497000e-01
4.8482814000e+00 1.6746446000e-01 1.7159216000e-01
4.8554623000e+00 1.6733033000e-01 1.7155994000e-01
4.8626433000e+00 1.6719781000e-01 1.7152828000e-01
4.8698242000e+00 1.6706708000e-01 1.7149716000e-01
4.8770052000e+00 1.6693833000e-01 1.7146655000e-01
4.8841862000e+00 1.6681175000e-01 1.7143644000e-01
4.8913671000e+00 1.6668749000e-01 1.7140680000e-01
4.8985481000e+00 1.6656575000e-01 1.7137759000e-01
4.9057290000e+00 1.6644669000e-01 1.7134881000e-01
4.9129100000e+00 1.6633047000e-01 1.7132042000e-01
4.9200910000e+00 1.6621724000e-01 1.7129239000e-01
4.9272719000e+00 1.6610705000e-01 1.7126469000e-01
4.9344529000e+00 1.6599993000e-01 1.7123729000e-01
4.9416338000e+00 1.6589591000e-01 1.7121017000e-01
4.9488148000e+00 1.6579500000e-01 1.7118330000e-01
4.9559958000e+00 1.6569722000e-01 1.7115665000e-01
4.9631767000e+00 1.6560260000e-01 1.7113020000e-01
4.9703577000e+00 1.6551114000e-01 1.7110392000e-01
4.9775386000e+00 1.6542288000e-01 1.7107780000e-01
4.9847196000e+00 1.6533781000e-01 1.7105183000e-01
4.9919006000e+00 1.6525595000e-01 1.7102597000e-01
4.9990815000e+00 1.6517731000e-01 1.7100022000e-01
5.0062625000e+00 1.6510190000e-01 1.7097456000e-01
5.0134434000e+00 1.6502972000e-01 1.7094897000e-01
5.0206244000e+00 1.6496078000e-01 1.7092346000e-01
5.0278053000e+00 1.6489509000e-01 1.7089800000e-01
5.0349863000e+00 1.6483263000e-01 1.7087259000e-01
5.0421673000e+00 1.6477341000e-01 1.7084722000e-01
5.0493482000e+00 1.6471742000e-01 1.7082189000e-01
5.0565292000e+00 1.6466466000e-01 1.7079659000e-01
5.0637101000e+00 1.6461511000e-01 1.7077133000e-01
5.0708911000e+00 1.6456877000e-01 1.7074610000e-01
5.0780721000e+00 1.6452562000e-01 1.7072091000e-01
5.0852530000e+00 1.6448564000e-01 1.7069576000e-01
5.0924340000e+00 1.6444881000e-01 1.7067067000e-01
5.0996149000e+00 1.6441511000e-01 1.7064564000e-01
5.1067959000e+00 1.6438452000e-01 1.7062069000e-01
5.1139769000e+00 1.6435714000e-01 1.7059590000e-01
5.1211578000e+00 1.6433316000e-01 1.7057138000e-01
5.1283388000e+00 1.6431281000e-01 1.7054723000e-01
5.1355197000e+00 1.6429630000e-01 1.7052355000e-01
5.1427007000e+00 1.6428386000e-01 1.7050044000e-01
5.1498817000e+00 1.6427573000e-01 1.7047796000e-01
5.1570626000e+00 1.6427216000e-01 1.7045622000e-01
