 R   <X|d/dR|A>   <X|d/dR|B>   <X|d/dR|C>   <A|d/dR|B>   <A|d/dR|C>   <B|d/dR|C> 
32.83 -2.2936936961314557e-5 4.615056968443092e-7 1.991358224332472e-6 0.0027108124491417493 -5.999191699978034e-5 0.003973706708765407
32.84 -2.2944071078702473e-5 4.529764400307626e-7 1.991593255420089e-6 0.0027080936484539637 -5.97070224347886e-5 0.003969022514465361
32.85 -2.2954399129074596e-5 4.4405511411372326e-7 1.9919185151937747e-6 0.002705378806576974 -5.9424831422965386e-5 0.003964348797115705
32.86 -2.2967921081256746e-5 4.347414416560568e-7 1.9923339335337376e-6 0.002702667916038209 -5.9145345484073774e-5 0.003959685394298147
32.87 -2.2984636904121316e-5 4.2503514582179864e-7 1.9928394405977314e-6 0.002699960969382879 -5.886856611481793e-5 0.00395503214443001
32.88 -2.300375066611325e-5 4.153102766599507e-7 1.993411856901413e-6 0.002697258293082761 -5.8594022620115696e-5 0.003950389604734641
32.89 -2.3020487024492065e-5 4.0781272246414983e-7 1.9939126553323786e-6 0.0026945618829221267 -5.8318883434671784e-5 0.00394576192325256
32.9 -2.303405028046691e-5 4.029170608328038e-7 1.994319171230039e-6 0.0026918720647720468 -5.804267781140761e-5 0.00394114965914405
32.91 -2.3044440645449845e-5 4.006235653689727e-7 1.994631870378495e-6 0.0026891888305872772 -5.7765407150685176e-5 0.00393655265442126
32.92 -2.3051658330446933e-5 4.0093250902891704e-7 1.994851216642206e-6 0.0026865121723427974 -5.748707283191237e-5 0.003931970751906048
32.93 -2.3055703546059205e-5 4.038441641243305e-7 1.9949776719757933e-6 0.00268384208203376 -5.720767621372665e-5 0.003927403795225051
32.94 -2.3056576502483654e-5 4.093588023245657e-7 1.9950116964337804e-6 0.0026811785516754096 -5.692721863417476e-5 0.0039228516288047416
32.95 -2.3054277409514156e-5 4.174766946588566e-7 1.9949537481802917e-6 0.0026785215733030263 -5.664570141089266e-5 0.003918314097866552
32.96 -2.304880647654242e-5 4.281981115184972e-7 1.994804283498688e-6 0.0026758711389718664 -5.636312584128412e-5 0.003913791048422039
32.97 -2.3040163912558934e-5 4.4152332265906954e-7 1.994563756801153e-6 0.002673227240757084 -5.6079493202695545e-5 0.003909282327268046
32.98 -2.302834992615393e-5 4.5745259720260685e-7 1.9942326206382182e-6 0.0026705898707536802 -5.579480475259162e-5 0.0039047877819819387
32.99 -2.301336472551829e-5 4.7598620363978596e-7 1.993811325708245e-6 0.00266795902107643 -5.550906172872799e-5 0.003900307260916848
33.0 -2.299520851844453e-5 4.971244098320356e-7 1.9933003208668467e-6 0.0026653346838598282 -5.5222265349323746e-5 0.003895840613196972
33.01 -2.2973881512327714e-5 5.208674830137701e-7 1.9927000531362568e-6 0.0026627168512580153 -5.49344168132301e-5 0.003891387688712875
33.02 -2.2949383914166333e-5 5.472156897944999e-7 1.9920109677146483e-6 0.0026601055154447223 -5.464551730009991e-5 0.003886948338116848
33.03 -2.292171593056338e-5 5.761692961609022e-7 1.991233507985397e-6 0.0026575006686132105 -5.4355567970555127e-5 0.0038825224128183114
33.04 -2.2890877767727135e-5 6.07728567479055e-7 1.9903681155262943e-6 0.002654902302976197 -5.406456996635129e-5 0.003878109764979202
33.05 -2.2856869631472152e-5 6.41893768496479e-7 1.9894152301187074e-6 0.002652310410765806 -5.377252441054268e-5 0.0038737102475094425
33.06 -2.281969172722015e-5 6.786651633442849e-7 1.988375289756687e-6 0.002649724984233496 -5.3479432407644285e-5 0.0038693237140624216
33.07 -2.2779344260001057e-5 7.180430155391619e-7 1.987248730656024e-6 0.002647146015650011 -5.318529504379426e-5 0.0038649500190305105
33.08 -2.273582743445375e-5 7.600275879856167e-7 1.9860359872632522e-6 0.0026445734973053075 -5.2890113386912466e-5 0.0038605890175405938
33.09 -2.2689141454827055e-5 8.046191429779805e-7 1.9847374922646032e-6 0.002642007421508495 -5.259388848685936e-5 0.003856240565449658
33.1 -2.2639286524980745e-5 8.518179422023672e-7 1.9833536765949115e-6 0.0026394477805877854 -5.229662137559398e-5 0.0038519045193404038
33.11 -2.2586262848386313e-5 9.016242467389201e-7 1.9818849694464597e-6 0.0026368945668904203 -5.1998313067328225e-5 0.0038475807365168663
33.12 -2.2530070628127935e-5 9.540383170637319e-7 1.980331798277785e-6 0.0026343477727826174 -5.169896455868205e-5 0.0038432690750000954
33.13 -2.2471455910948055e-5 1.0084004019914678e-6 1.9787159332063972e-6 0.0026318067171080075 -5.1399359715335196e-5 0.0038389690619613764
33.14 -2.2414893806615275e-5 1.0607505063858499e-6 1.9771655287234633e-6 0.0026292673514168386 -5.110419708012775e-5 0.0038346785672837124
33.15 -2.2361129960775233e-5 1.1104283978928718e-6 1.975701495170096e-6 0.002626728995598272 -5.081426115196351e-5 0.0038303971190803685
33.16 -2.2310164157653137e-5 1.157433839421786e-6 1.9743233602826764e-6 0.0026241916419751394 -5.052955869632342e-5 0.0038261245758241286
33.17 -2.2261996182404737e-5 1.2017665875737908e-6 1.973030657564925e-6 0.0026216552846416714 -5.02500887124103e-5 0.0038218607995185454
33.18 -2.2216625820632396e-5 1.2434263991129976e-6 1.9718229228881194e-6 0.0026191199178176865 -4.99758496869406e-5 0.0038176056530415696
33.19 -2.2174052858137804e-5 1.2824130341323822e-6 1.9706996923961236e-6 0.0026165855350311403 -4.970684320123613e-5 0.0038133589988197467
33.2 -2.2134277081130614e-5 1.3187262532893168e-6 1.9696605040896214e-6 0.0026140521298245053 -4.944307081644913e-5 0.0038091206999640802
33.21 -2.2097298276227595e-5 1.3523658178035926e-6 1.968704897817032e-6 0.002611519695754729 -4.9184534073728115e-5 0.003804890620265978
33.22 -2.2063116230451488e-5 1.3833314894556732e-6 1.967832415265465e-6 0.002608988226393196 -4.8931234494381415e-5 0.0038006686241931877
33.23 -2.203173073123016e-5 1.4116230305846963e-6 1.967042599951732e-6 0.002606457715325688 -4.86831735800406e-5 0.0037964545768857895
33.24 -2.2003141566395643e-5 1.4372402040866328e-6 1.9663349972133955e-6 0.00260392815615234 -4.844035281282169e-5 0.0037922483441522052
33.25 -2.1977348524183248e-5 1.4601827734123393e-6 1.9657091541998727e-6 0.002601399542487616 -4.8202773655486094e-5 0.0037880497924652526
33.26 -2.19543513932305e-5 1.480450502565799e-6 1.965164619863578e-6 0.0025988718679602527 -4.7970437551598506e-5 0.0037838587889581885
33.27 -2.193414996257627e-5 1.498043156102197e-6 1.9647009449511126e-6 0.0025963451262132316 -4.774334592568491e-5 0.003779675201420814
33.28 -2.1916744021659856e-5 1.5129604991260386e-6 1.964317681994506e-6 0.0025938193109037414 -4.7521500183389215e-5 0.00377549889829561
33.29 -2.190213336032002e-5 1.5252022972893812e-6 1.964014385302492e-6 0.002591294415703133 -4.730490171162753e-5 0.003771329748673854
33.3 -2.1890317768794034e-5 1.5347683167899441e-6 1.963790610951843e-6 0.0025887704342968873 -4.7093551878742166e-5 0.0037671676222918193
33.31 -2.1881297037716787e-5 1.5416583243692977e-6 1.963645916778736e-6 0.0025862473603845714 -4.688745203465381e-5 0.003763012389526961
33.32 -2.187507095811985e-5 1.5458720873110247e-6 1.9635798623701743e-6 0.0025837251876798134 -4.6686603511013435e-5 0.0037588639213941527
33.33 -2.187163932143055e-5 1.547409373438939e-6 1.963592009055448e-6 0.0025812039099102485 -4.649100762135097e-5 0.0037547220895419297
33.34 -2.1871001919471016e-5 1.546269951115252e-6 1.9636819198976416e-6 0.002578683520817489 -4.6300665661224533e-5 0.003750586766248764
33.35 -2.187315854445731e-5 1.5424535892387925e-6 1.9638491596851856e-6 0.0025761640141570945 -4.611557890836834e-5 0.0037464578244193842
33.36 -2.1878108988998483e-5 1.5359600572432076e-6 1.9640932949234506e-6 0.002573645383698523 -4.5935748622837915e-5 0.0037423351375810827
33.37 -2.1885853046095653e-5 1.5267891250951855e-6 1.964413893826389e-6 0.002571127623225095 -4.5761176047155563e-5 0.0037382185798800777
33.38 -2.189597060537983e-5 1.5153877163326703e-6 1.964797710441547e-6 0.0025686111411643412 -4.5590771649994196e-5 0.003734107756970788
33.39 -2.1905942141738165e-5 1.5044386237640887e-6 1.9651676372793274e-6 0.0025660984185840183 -4.541799183858436e-5 0.003730000929835846
33.4 -2.1915347810248863e-5 1.4943890362525768e-6 1.9655109828491386e-6 0.002563589862599267 -4.524174637931682e-5 0.003725897705992913
33.41 -2.1924187681147095e-5 1.4852390010201203e-6 1.9658278950020955e-6 0.0025610854656555383 -4.5062035751528585e-5 0.0037217979626981167
33.42 -2.193246182453397e-5 1.4769885651699444e-6 1.966118521008251e-6 0.0025585852202174054 -4.4878860420323795e-5 0.0037177015778073912
33.43 -2.1940170310376828e-5 1.4696377756869827e-6 1.966383007559399e-6 0.002556089118768504 -4.469222083669922e-5 0.003713608429772996
33.44 -2.194731320850961e-5 1.4631866794382926e-6 1.9666215007718766e-6 0.0025535971538114643 -4.450211743766834e-5 0.0037095183976400127
33.45 -2.1953890588633108e-5 1.4576353231735153e-6 1.9668341461893406e-6 0.0025511093178678507 -4.4308550646384464e-5 0.0037054313610429155
33.46 -2.1959902520315306e-5 1.4529837535253285e-6 1.9670210887855335e-6 0.002548625603478108 -4.4111520872263756e-5 0.00370134720020214
33.47 -2.196534907299173e-5 1.4492320170098648e-6 1.9671824729670397e-6 0.002546146003201486 -4.3911028511105335e-5 0.003697265795920672
33.48 -2.197023031596568e-5 1.4463801600271608e-6 1.9673184425760154e-6 0.0025436705096159905 -4.370707394521199e-5 0.003693187029580673
33.49 -2.1974546318408596e-5 1.4444282288615913e-6 1.967429140892918e-6 0.002541199115318317 -4.34996575435091e-5 0.0036891107831401146
33.5 -2.197829714936036e-5 1.443376269682306e-6 1.967514710639211e-6 0.0025387318129237936 -4.328877966166326e-5 0.003685036939129455
33.51 -2.1981482877729594e-5 1.4432243285436524e-6 1.967575293980059e-6 0.0025362685950663147 -4.307444064219839e-5 0.0036809653806483046
33.52 -2.198410357229397e-5 1.4439724513856113e-6 1.967611032527009e-6 0.002533809454398286 -4.2856640814612336e-5 0.003676895991362152
33.53 -2.1986159301700496e-5 1.4456206840342195e-6 1.967622067340652e-6 0.0025313543835905677 -4.263538049549238e-5 0.0036728286554990946
33.54 -2.1987650134465897e-5 1.448169072201999e-6 1.9676085389332794e-6 0.0025289033753324044 -4.2410659988628374e-5 0.0036687632578465785
33.55 -2.1988576138976818e-5 1.4516176614883768e-6 1.9675705872715183e-6 0.0025264564223313767 -4.2182479585126674e-5 0.0036646996837481813
33.56 -2.19889373834902e-5 1.455966497380109e-6 1.967508351778956e-6 0.0025240135173133322 -4.195083956352169e-5 0.0036606378191004056
33.57 -2.1988733936133548e-5 1.4612156252516877e-6 1.9674219713387456e-6 0.0025215746530223427 -4.171574018988803e-5 0.0036565775503495036
33.58 -2.1987965864905272e-5 1.467365090365773e-6 1.9673115842962077e-6 0.0025191398222206263 -4.147718171794958e-5 0.003652518764488305
33.59 -2.1986633237674935e-5 1.4744149378736055e-6 1.9671773284614092e-6 0.0025167090176884998 -4.123516438918939e-5 0.0036484613490530772
33.6 -2.19847361221836e-5 1.4823652128153967e-6 1.967019341111731e-6 0.0025142822322243223 -4.0989688432958525e-5 0.0036444051921204214
33.61 -2.1982274586044112e-5 1.4912159601207711e-6 1.9668377589944225e-6 0.0025118594586444323 -4.074075406658255e-5 0.003640350182304154
33.62 -2.1979248696741397e-5 1.5009672246091541e-6 1.9666327183291437e-6 0.002509440689783092 -4.048836149546882e-5 0.00363629620875224
33.63 -2.1975803657452207e-5 1.5111668319859365e-6 1.966416354005705e-6 0.0025070258359228396 -4.023357565232231e-5 0.0036322418216002492
33.64 -2.197281024798225e-5 1.519101474480595e-6 1.9662605888852366e-6 0.002504614395001208 -3.9982784888291504e-5 0.003628178873553552
33.65 -2.1970413409986303e-5 1.5243188797405268e-6 1.966177027693654e-6 0.0025022062785734476 -3.973705343504085e-5 0.0036241059151859542
33.66 -2.1968612938309676e-5 1.5268189903364754e-6 1.9661652544729183e-6 0.0024998014808310814 -3.9496380745115804e-5 0.0036200228371112567
33.67 -2.1967408628188793e-5 1.5266017490241601e-6 1.966224854866709e-6 0.002497399995978282 -3.926076626066466e-5 0.003615929530463589
33.68 -2.1966800275250313e-5 1.5236670987434057e-6 1.966355416112772e-6 0.0024950018182318405 -3.903020941354038e-5 0.003611825886894445
33.69 -2.1966787675510163e-5 1.5180149826172762e-6 1.966556527035312e-6 0.0024926069418211238 -3.880470962539899e-5 0.0036077117985697403
33.7 -2.1967370625372638e-5 1.5096453439512078e-6 1.966827778037425e-6 0.002490215360988049 -3.8584266307799436e-5 0.0036035871581668872
33.71 -2.196854892162949e-5 1.4985581262321813e-6 1.9671687610935735e-6 0.0024878270699870567 -3.836887886230211e-5 0.0035994518588719072
33.72 -2.197032236145904e-5 1.4847532731278338e-6 1.967579069742096e-6 0.002485442063085071 -3.8158546680565186e-5 0.003595305794376534
33.73 -2.1972690742425215e-5 1.468230728485637e-6 1.968058299077764e-6 0.0024830603345614693 -3.7953269144441706e-5 0.003591148858875352
33.74 -2.197565386247667e-5 1.448990436332038e-6 1.9686060457443746e-6 0.002480681878708053 -3.7753045626074996e-5 0.0035869809470629494
33.75 -2.1979211519945904e-5 1.4270323408716787e-6 1.9692219079273855e-6 0.002478306689829019 -3.755787548799395e-5 0.0035828019541311105
33.76 -2.1983363513548336e-5 1.4023563864864844e-6 1.9699054853465854e-6 0.002475934762240921 -3.736775808320627e-5 0.0035786117757659755
33.77 -2.198810964210915e-5 1.3749625211094378e-6 1.9706563768781535e-6 0.0024735660895096956 -3.7182696295680474e-5 0.003574410306910943
33.78 -2.199344970527522e-5 1.3448506874256353e-6 1.971474186842422e-6 0.0024712006664452052 -3.7002687285807106e-5 0.003570197444989667
33.79 -2.1999383503037897e-5 1.3120208287094285e-6 1.9723585206924535e-6 0.0024688384877713737 -3.682772865941762e-5 0.0035659730877540922
33.8 -2.2005910835634428e-5 1.2764728900556673e-6 1.9733089842069884e-6 0.0024664795478510334 -3.665781974537577e-5 0.0035617371328357334
33.81 -2.201303150368049e-5 1.2382068167319574e-6 1.9743251846616252e-6 0.002464123841059287 -3.649295986320472e-5 0.0035574894783467993
33.82 -2.202074530816933e-5 1.197222554177988e-6 1.9754067308218373e-6 0.0024617713617834797 -3.633314832318003e-5 0.003553230022877495
33.83 -2.2029052050470852e-5 1.1535200480045913e-6 1.9765532329360434e-6 0.0024594221044231565 -3.6178384426420254e-5 0.003548958665493339
33.84 -2.2037951532330772e-5 1.1070992439930407e-6 1.977764302728692e-6 0.002457076063390037 -3.602866746497821e-5 0.003544675305732494
33.85 -2.20474435558697e-5 1.0579600880943882e-6 1.9790395533933916e-6 0.002454733233107992 -3.588399672193153e-5 0.0035403798436031315
33.86 -2.2057527923582304e-5 1.0061025264284992e-6 1.9803785995860745e-6 0.0024523936080129956 -3.574437147147094e-5 0.0035360721795807877
33.87 -2.2068204438336403e-5 9.515265052834207e-7 1.9817810574181925e-6 0.0024500571825531066 -3.560979097898951e-5 0.0035317522146057546
33.88 -2.2079049949491517e-5 8.94898930148019e-7 1.9832297523020277e-6 0.002447723904874408 -3.547989458554534e-5 0.003527420240674041
33.89 -2.2087526684749037e-5 8.402216026466091e-7 1.984623842408053e-6 0.0024453934914083954 -3.53525221520063e-5 0.0035230785032886497
33.9 -2.2093211870449458e-5 7.881616858695141e-7 1.9859469008678655e-6 0.0024430658899260477 -3.522731327427291e-5 0.0035187272955654572
33.91 -2.209610570284121e-5 7.38719394611394e-7 1.987199323985707e-6 0.002440741094508489 -3.5104267466681115e-5 0.0035143665204896953
33.92 -2.2096208377810754e-5 6.918949431925713e-7 1.9883815065856597e-6 0.0024384190992503504 -3.498338423461203e-5 0.003509996081498122
33.93 -2.2093520090883433e-5 6.476885454606482e-7 1.989493842018447e-6 0.0024360998982597315 -3.4864663074577826e-5 0.003505615882476514
33.94 -2.208804103722426e-5 6.061004147917825e-7 1.9905367221682117e-6 0.0024337834856581627 -3.4748103474306245e-5 0.0035012258277571564
33.95 -2.2079771411638746e-5 5.671307640922713e-7 1.991510537459247e-6 0.002431469855580566 -3.4633704912824935e-5 0.0034968258221163735
33.96 -2.2068711408573743e-5 5.307798058000905e-7 1.992415676862701e-6 0.002429159002175222 -3.45214668605453e-5 0.003492415770772068
33.97 -2.2054861222118223e-5 4.970477518861899e-7 1.99325252790325e-6 0.0024268509196037277 -3.441138877934468e-5 0.003487995579381263
33.98 -2.20382210460041e-5 4.659348138560607e-7 1.9940214766657373e-6 0.002424545602040961 -3.4303470122648804e-5 0.0034835651540376764
33.99 -2.201879107360703e-5 4.3744120275113616e-7 1.9947229078017738e-6 0.0024222430436750433 -3.419771033551312e-5 0.0034791244012692957
34.0 -2.1996571497947288e-5 4.1156712915031377e-7 1.995357204536314e-6 0.002419943238707308 -3.409410885470368e-5 0.003474673228035997
34.01 -2.197156251169046e-5 3.8831280317127056e-7 1.9959247486741914e-6 0.0024176461813522543 -3.3992665108776786e-5 0.003470211541727136
34.02 -2.194376430714831e-5 3.676784344719643e-7 1.99642592060663e-6 0.002415351865837516 -3.389337851815862e-5 0.003465739250159185
34.03 -2.1913177076279636e-5 3.4966423225209386e-7 1.9968610993177122e-6 0.0024130602864038276 -3.379624849522402e-5 0.003461256261573395
34.04 -2.1879801010690948e-5 3.3427040525443136e-7 1.997230662390828e-6 0.002410771437304982 -3.370127444437422e-5 0.003456762484633426
34.05 -2.1843636301637364e-5 3.214971617662965e-7 1.9975349860150785e-6 0.0024084853128077963 -3.360845576211446e-5 0.0034522578284230444
34.06 -2.1804683140023343e-5 3.1134470962094277e-7 1.9977744449916556e-6 0.0024062019071920777 -3.3517791837130544e-5 0.0034477422024437984
34.07 -2.1762941716403543e-5 3.0381325619898675e-7 1.9979494127401883e-6 0.0024039212147505887 -3.342928205036521e-5 0.003443215516612742
34.08 -2.171841222098356e-5 2.9890300842976225e-7 1.998060261305055e-6 0.002401643229789006 -3.3342925775093176e-5 0.0034386776812601314
34.09 -2.1671094843620685e-5 2.9661417279274073e-7 1.9981073613616656e-6 0.0023993679466258852 -3.325872237699612e-5 0.0034341286071271696
34.1 -2.1620989773824854e-5 2.9694695531891313e-7 1.998091082222713e-6 0.0023970953595926366 -3.3176671214237046e-5 0.003429568205363763
34.11 -2.1568097200759215e-5 2.9990156159216066e-7 1.9980117918443896e-6 0.002394825463033469 -3.309677163753343e-5 0.0034249963875262663
34.12 -2.151241731324106e-5 3.0547819675063634e-7 1.997869856832577e-6 0.0023925582513053753 -3.301902299023049e-5 0.0034204130655752707
34.13 -2.145468949648083e-5 3.1329888279004637e-7 1.9976745076371495e-6 0.002390294118028123 -3.294286799679747e-5 0.0034158203215688453
34.14 -2.1399349037421778e-5 3.21094564533569e-7 1.997479140501161e-6 0.0023880354528558025 -3.286496661848598e-5 0.0034112310865617064
34.15 -2.1347135112217778e-5 3.284868463871491e-7 1.9972925781601865e-6 0.0023857826488505847 -3.278476233654366e-5 0.0034066474437144984
34.16 -2.129804769125266e-5 3.3547549774270205e-7 1.9971147606942702e-6 0.002383535699814052 -3.270225526962279e-5 0.0034020693069005624
34.17 -2.1252086744954748e-5 3.420602884351004e-7 1.9969456283928118e-6 0.0023812945995626417 -3.261744552871536e-5 0.00339749659038594
34.18 -2.1209252243796932e-5 3.482409887410714e-7 1.996785121753626e-6 0.0023790593419276 -3.2530333217219884e-5 0.003392929208827251
34.19 -2.1169544158296382e-5 3.5401736937814343e-7 1.996633181482009e-6 0.0023768299207549367 -3.2440918431007496e-5 0.003388367077269545
34.2 -2.1132962459014603e-5 3.59389201503553e-7 1.9964897484898044e-6 0.0023746063299053773 -3.234920125848763e-5 0.0033838101111442046
34.21 -2.109950711655739e-5 3.643562567131586e-7 1.996354763894477e-6 0.002372388563254329 -3.225518178067355e-5 0.0033792582262668494
34.22 -2.1069178101574624e-5 3.689183070403924e-7 1.9962281690181926e-6 0.0023701766146918242 -3.215886007124644e-5 0.0033747113388352405
34.23 -2.104197538476028e-5 3.7307512495517576e-7 1.9961099053869e-6 0.002367970478122488 -3.2060236196619834e-5 0.003370169365427215
34.24 -2.1017898936852326e-5 3.7682648336286025e-7 1.9959999147294185e-6 0.002365770147465481 -3.195931021600289e-5 0.0033656322229986225
34.25 -2.09969487286327e-5 3.8017215560315483e-7 1.9958981389765308e-6 0.002363575616654473 -3.185608218146387e-5 0.003361099828881294
34.26 -2.0979124730927142e-5 3.8311191544908295e-7 1.9958045202600767e-6 0.002361386879637586 -3.175055213799206e-5 0.003356572100780986
34.27 -2.0964426914605163e-5 3.8564553710591673e-7 1.995719000912059e-6 0.0023592039303773527 -3.164272012355993e-5 0.003352048956775373
34.28 -2.0952855250580004e-5 3.8777279521012046e-7 1.995641523463746e-6 0.0023570267628506836 -3.153258616918498e-5 0.0033475303153120478
34.29 -2.0944409709808487e-5 3.8949346482831066e-7 1.9955720306447835e-6 0.00235485537104881 -3.1420150298990024e-5 0.0033430160952065088
34.3 -2.0939090263291003e-5 3.9080732145620344e-7 1.995510465382311e-6 0.002352689748977251 -3.130541253026407e-5 0.0033385062156401865
34.31 -2.0936896882071402e-5 3.9171414101757195e-7 1.995456770800077e-6 0.0023505298906557662 -3.1188372873522e-5 0.0033340005961584743
34.32 -2.0937829537236922e-5 3.922136998632039e-7 1.9954108902175675e-6 0.0023483757901183204 -3.1069031332564395e-5 0.003329499156668777
34.33 -2.0941888199918123e-5 3.923057747698689e-7 1.995372767149134e-6 0.0023462274414130287 -3.0947387904535906e-5 0.003325001817438549
34.34 -2.094907284128881e-5 3.9199014293927964e-7 1.995342345303123e-6 0.0023440848386021254 -3.082344257998408e-5 0.0033205084990933684
34.35 -2.0959383432565935e-5 3.9126658199706373e-7 1.995319568581018e-6 0.0023419479757619227 -3.0697195342917414e-5 0.0033160191226150283
34.36 -2.0972819945009562e-5 3.901348699917335e-7 1.9953043810765776e-6 0.0023398168469827576 -3.056864617086243e-5 0.0033115336093396054
34.37 -2.0989382349922765e-5 3.8859478539366153e-7 1.995296727074986e-6 0.0023376914463689607 -3.0437795034920974e-5 0.003307051880955579
34.38 -2.1008283464411238e-5 3.867008313251147e-7 1.9952971147561007e-6 0.0023355710982225475 -3.0304901990576312e-5 0.0033025779958589345
34.39 -2.1024800347247668e-5 3.847812796544528e-7 1.9953088987594477e-6 0.0023334517813367772 -3.01715119013562e-5 0.0032981367000159195
34.4 -2.1038145845362894e-5 3.828910536500601e-7 1.995332647055053e-6 0.0023313328210303615 -3.003788425266038e-5 0.003293732053515115
34.41 -2.1048319960951396e-5 3.8103037421983475e-7 1.995368365442408e-6 0.0023292142117491495 -2.990402202559243e-5 0.003289363979290848
34.42 -2.105532269621382e-5 3.791994618642081e-7 1.9954160597108596e-6 0.0023270959479519513 -2.976992818804484e-5 0.0032850324006206857
34.43 -2.1059154053356974e-5 3.7739853667707967e-7 1.99547573563964e-6 0.002324978024110507 -2.9635605694776676e-5 0.0032807372411236334
34.44 -2.1059814034593797e-5 3.756278183467383e-7 1.9955473989979026e-6 0.0023228604347094394 -2.9501057487490673e-5 0.0032764784247582878
34.45 -2.10573026421433e-5 3.7388752615679146e-7 1.995631055544753e-6 0.0023207431742462174 -2.9366286494909823e-5 0.0032722558758210485
34.46 -2.1051619878230555e-5 3.721778789870926e-7 1.9957267110292796e-6 0.0023186262372311317 -2.9231295632854147e-5 0.0032680695189443256
34.47 -2.104276574508664e-5 3.704990953146545e-7 1.9958343711905886e-6 0.002316509618187241 -2.909608780431543e-5 0.0032639192790947422
34.48 -2.1030740244948577e-5 3.688513932145724e-7 1.995954041757836e-6 0.002314393311650344 -2.896066589953285e-5 0.0032598050815713766
34.49 -2.1015543380059347e-5 3.672349903609385e-7 1.9960857284502545e-6 0.0023122773121689406 -2.8825032796067358e-5 0.0032557268520039873
34.5 -2.0997175152667837e-5 3.656501040277596e-7 1.996229436977193e-6 0.0023101616143042 -2.8689191358876067e-5 0.0032516845163512794
34.51 -2.097563556502879e-5 3.6409695108986177e-7 1.9963851730381414e-6 0.0023080462126299156 -2.855314444038518e-5 0.0032476780008991435
34.52 -2.095092461940274e-5 3.625757480238028e-7 1.9965529423227656e-6 0.0023059311017324716 -2.8416894880563288e-5 0.0032437072322589406
34.53 -2.0923042318056065e-5 3.610867109087813e-7 1.996732750510937e-6 0.0023038162762108135 -2.828044550699421e-5 0.0032397721373657856
34.54 -2.0891988663260858e-5 3.596300554275353e-7 1.996924603272766e-6 0.002301701730676402 -2.814379913494837e-5 0.0032358726434768277
34.55 -2.0857763657294946e-5 3.5820599686724777e-7 1.9971285062686303e-6 0.0022995874597531818 -2.8006958567454727e-5 0.003232008678169559
34.56 -2.0820367302441806e-5 3.5681475012044364e-7 1.997344465149207e-6 0.0022974734580775463 -2.7869926595371524e-5 0.003228180169340127
34.57 -2.0779799600990613e-5 3.5545652968589095e-7 1.997572485555502e-6 0.002295359720298303 -2.7732705997457244e-5 0.0032243870452016623
34.58 -2.073606055523612e-5 3.5413154966949e-7 1.9978125731188827e-6 0.0022932462410766327 -2.7595299540439994e-5 0.0032206292342826033
34.59 -2.0689150167478626e-5 3.52840023785168e-7 1.998064733461106e-6 0.002291133015086058 -2.7457709979087418e-5 0.0032169066654250413
34.6 -2.0639068440024054e-5 3.515821653557718e-7 1.9983289721943505e-6 0.0022890200370124093 -2.7319940056275865e-5 0.0032132192677830854
34.61 -2.0585815375183757e-5 3.5035818731394997e-7 1.998605294921245e-6 0.0022869073015537845 -2.7181992503058607e-5 0.00320956697082121
34.62 -2.052939097527458e-5 3.4916830220304203e-7 1.9988937072349e-6 0.00228479480342052 -2.704387003873417e-5 0.003205949704312639
34.63 -2.0470579582650755e-5 3.480127505963119e-7 1.9991829113093303e-6 0.00228268292391886 -2.6905640284155032e-5 0.0032023708258338036
34.64 -2.041408723982204e-5 3.468917574760309e-7 1.9994050912956787e-6 0.0022805739773147575 -2.6767695973710476e-5 0.00319885083073321
34.65 -2.0360698289118207e-5 3.4580516105598424e-7 1.9995489468764847e-6 0.0022784683450127203 -2.6630106132423756e-5 0.0031953930771613484
34.66 -2.0310412732822925e-5 3.447527540033834e-7 1.999614481016932e-6 0.0022763660218486537 -2.6492874920656882e-5 0.003191997496073436
34.67 -2.0263230573206404e-5 3.4373432934938177e-7 1.9996016966623727e-6 0.002274267002670307 -2.6356006485270078e-5 0.003188664018725465
34.68 -2.0219151812525618e-5 3.4274968048832193e-7 1.9995105967384298e-6 0.0022721712823372516 -2.6219504959689694e-5 0.003185392576672637
34.69 -2.017817645302412e-5 3.4179860117697675e-7 1.9993411841510835e-6 0.002270078855720833 -2.6083374463974278e-5 0.003182183101767794
34.7 -2.0140304496932213e-5 3.4088088553379937e-7 1.999093461786763e-6 0.0022679897177041485 -2.5947619104881338e-5 0.003179035526159877
34.71 -2.0105535946467085e-5 3.399963280381738e-7 1.9987674325124425e-6 0.002265903863182011 -2.581224297593362e-5 0.0031759497822923884
34.72 -2.0073870803832667e-5 3.3914472352966213e-7 1.998363099175728e-6 0.0022638212870609146 -2.5677250157483905e-5 0.0031729258029018553
34.73 -2.0045309071219835e-5 3.38325867207259e-7 1.99788046460495e-6 0.0022617419842590027 -2.5542644716780654e-5 0.0031699635210163117
34.74 -2.001985075080635e-5 3.375395546286449e-7 1.997319531609254e-6 0.002259665949706036 -2.5408430708032405e-5 0.003167062869953787
34.75 -1.9997495844757047e-5 3.3678558170944335e-7 1.9966803029786904e-6 0.0022575931783433614 -2.527461217247239e-5 0.0031642237833208057
34.76 -1.9978244355223722e-5 3.360637447224754e-7 1.995962781484304e-6 0.002255523665123875 -2.5141193138421785e-5 0.0031614461950108886
