# Data
{R} <G|V|G> <H|V|H>
12.9986702 0.15274614 0.16255924
13.0058511 0.15274478 0.16256312
13.0130321 0.15274343 0.16256697
13.0202131 0.15274207 0.1625708
13.027394 0.15274071 0.1625746
13.034575 0.15273935 0.16257837
13.0417559 0.152738 0.16258211
13.0489369 0.15273664 0.16258583
13.0561179 0.15273529 0.16258952
13.0632988 0.15273393 0.16259319
13.0704798 0.15273257 0.16259683
13.0776607 0.15273122 0.16260045
13.0848417 0.15272986 0.16260403
13.0920226 0.15272851 0.1626076
13.0992036 0.15272715 0.16261114
13.1063846 0.1527258 0.16261465
13.1135655 0.15272444 0.16261814
13.1207465 0.15272309 0.1626216
13.1279274 0.15272173 0.16262504
13.1351084 0.15272038 0.16262846
13.1422894 0.15271903 0.16263185
13.1494703 0.15271767 0.16263522
13.1566513 0.15271632 0.16263856
13.1638322 0.15271496 0.16264188
13.1710132 0.15271361 0.16264518
13.1781942 0.15271226 0.16264845
13.1853751 0.15271091 0.1626517
13.1925561 0.15270955 0.16265492
13.199737 0.1527082 0.16265813
13.206918 0.15270685 0.16266131
13.214099 0.1527055 0.16266447
13.2212799 0.15270415 0.16266761
13.2284609 0.1527028 0.16267072
13.2356418 0.15270144 0.16267381
13.2428228 0.15270009 0.16267688
13.2500038 0.15269874 0.16267993
13.2571847 0.15269739 0.16268296
13.2643657 0.15269604 0.16268597
13.2715466 0.15269469 0.16268895
13.2787276 0.15269335 0.16269191
13.2859085 0.152692 0.16269486
13.2930895 0.15269065 0.16269778
13.3002705 0.1526893 0.16270068
13.3074514 0.15268795 0.16270356
13.3146324 0.1526866 0.16270642
13.3218133 0.15268526 0.16270926
13.3289943 0.15268391 0.16271208
13.3361753 0.15268257 0.16271488
13.3433562 0.15268122 0.16271766
13.3505372 0.15267987 0.16272042
13.3577181 0.15267853 0.16272316
13.3648991 0.15267719 0.16272588
13.3720801 0.15267584 0.16272858
13.379261 0.1526745 0.16273126
13.386442 0.15267315 0.16273392
13.3936229 0.15267181 0.16273657
13.4008039 0.15267047 0.16273919
13.4079849 0.15266913 0.1627418
13.4151658 0.15266779 0.16274438
13.4223468 0.15266645 0.16274695
13.4295277 0.15266511 0.1627495
13.4367087 0.15266377 0.16275203
13.4438897 0.15266243 0.16275455
13.4510706 0.15266109 0.16275704
13.4582516 0.15265975 0.16275952
13.4654325 0.15265842 0.16276198
13.4726135 0.15265708 0.16276442
13.4797945 0.15265574 0.16276685
13.4869754 0.15265441 0.16276926
13.4941564 0.15265307 0.16277165
13.5013373 0.15265174 0.16277402
13.5085183 0.15265041 0.16277638
13.5156992 0.15264907 0.16277871
13.5228802 0.15264774 0.16278104
13.5300612 0.15264641 0.16278334
13.5372421 0.15264508 0.16278563
13.5444231 0.15264375 0.1627879
13.551604 0.15264242 0.16279016
13.558785 0.15264109 0.1627924
13.565966 0.15263976 0.16279462
13.5731469 0.15263843 0.16279683
13.5803279 0.15263711 0.16279902
13.5875088 0.15263578 0.1628012
13.5946898 0.15263445 0.16280336
13.6018708 0.15263313 0.1628055
13.6090517 0.15263181 0.16280763
13.6162327 0.15263048 0.16280974
13.6234136 0.15262916 0.16281184
13.6305946 0.15262784 0.16281393
13.6377756 0.15262652 0.16281599
13.6449565 0.1526252 0.16281805
13.6521375 0.15262388 0.16282008
13.6593184 0.15262256 0.16282211
13.6664994 0.15262124 0.16282412
13.6736804 0.15261992 0.16282611
13.6808613 0.15261861 0.16282809
13.6880423 0.15261729 0.16283006
13.6952232 0.15261598 0.16283201
13.7024042 0.15261466 0.16283395
13.7095851 0.15261335 0.16283587
13.7167661 0.15261204 0.16283778
13.7239471 0.15261072 0.16283967
13.731128 0.15260941 0.16284156
13.738309 0.1526081 0.16284342
13.7454899 0.1526068 0.16284528
13.7526709 0.15260549 0.16284712
13.7598519 0.15260418 0.16284895
13.7670328 0.15260287 0.16285076
13.7742138 0.15260157 0.16285257
13.7813947 0.15260026 0.16285435
13.7885757 0.15259896 0.16285613
13.7957567 0.15259766 0.16285789
13.8029376 0.15259636 0.16285964
13.8101186 0.15259505 0.16286138
13.8172995 0.15259375 0.16286311
13.8244805 0.15259246 0.16286482
13.8316615 0.15259116 0.16286652
13.8388424 0.15258986 0.16286821
13.8460234 0.15258856 0.16286988
13.8532043 0.15258727 0.16287155
13.8603853 0.15258597 0.1628732
13.8675663 0.15258468 0.16287484
13.8747472 0.15258339 0.16287647
13.8819282 0.1525821 0.16287808
13.8891091 0.15258081 0.16287969
13.8962901 0.15257952 0.16288128
13.903471 0.15257823 0.16288287
13.910652 0.15257694 0.16288444
13.917833 0.15257565 0.162886
13.9250139 0.15257437 0.16288754
13.9321949 0.15257308 0.16288908
13.9393758 0.1525718 0.16289061
13.9465568 0.15257052 0.16289212
13.9537378 0.15256923 0.16289363
13.9609187 0.15256795 0.16289512
13.9680997 0.15256667 0.1628966
13.9752806 0.1525654 0.16289808
13.9824616 0.15256412 0.16289954
13.9896426 0.15256284 0.16290099
13.9968235 0.15256157 0.16290243
14.0040045 0.15256029 0.16290386
14.0111854 0.15255902 0.16290528
14.0183664 0.15255775 0.16290669
14.0255474 0.15255647 0.16290809
14.0327283 0.1525552 0.16290949
14.0399093 0.15255393 0.16291087
14.0470902 0.15255267 0.16291224
14.0542712 0.1525514 0.1629136
14.0614522 0.15255013 0.16291495
14.0686331 0.15254887 0.16291629
14.0758141 0.15254761 0.16291763
14.082995 0.15254634 0.16291895
14.090176 0.15254508 0.16292027
14.097357 0.15254382 0.16292157
14.1045379 0.15254256 0.16292287
14.1117189 0.1525413 0.16292415
14.1188998 0.15254005 0.16292543
14.1260808 0.15253879 0.1629267
14.1332617 0.15253753 0.16292796
14.1404427 0.15253628 0.16292921
14.1476237 0.15253503 0.16293046
14.1548046 0.15253378 0.16293169
14.1619856 0.15253253 0.16293292
14.1691665 0.15253128 0.16293414
14.1763475 0.15253003 0.16293535
14.1835285 0.15252878 0.16293655
14.1907094 0.15252753 0.16293774
14.1978904 0.15252629 0.16293892
14.2050713 0.15252505 0.1629401
14.2122523 0.1525238 0.16294127
14.2194333 0.15252256 0.16294243
14.2266142 0.15252132 0.16294358
14.2337952 0.15252008 0.16294473
14.2409761 0.15251885 0.16294586
14.2481571 0.15251761 0.16294699
14.2553381 0.15251637 0.16294811
14.262519 0.15251514 0.16294923
14.2697 0.15251391 0.16295034
14.2768809 0.15251267 0.16295143
14.2840619 0.15251144 0.16295253
14.2912429 0.15251021 0.16295361
14.2984238 0.15250899 0.16295469
14.3056048 0.15250776 0.16295576
14.3127857 0.15250653 0.16295682
14.3199667 0.15250531 0.16295788
14.3271476 0.15250408 0.16295893
14.3343286 0.15250286 0.16295997
14.3415096 0.15250164 0.16296101
14.3486905 0.15250042 0.16296204
14.3558715 0.1524992 0.16296306
14.3630524 0.15249798 0.16296408
14.3702334 0.15249677 0.16296508
14.3774144 0.15249555 0.16296609
14.3845953 0.15249434 0.16296708
14.3917763 0.15249313 0.16296807
14.3989572 0.15249191 0.16296906
14.4061382 0.1524907 0.16297004
14.4133192 0.15248949 0.16297101
14.4205001 0.15248829 0.16297197
14.4276811 0.15248708 0.16297293
14.434862 0.15248588 0.16297388
14.442043 0.15248467 0.16297483
14.449224 0.15248347 0.16297577
14.4564049 0.15248227 0.16297671
14.4635859 0.15248107 0.16297764
14.4707668 0.15247987 0.16297856
14.4779478 0.15247867 0.16297948
14.4851288 0.15247747 0.16298039
14.4923097 0.15247628 0.1629813
14.4994907 0.15247508 0.1629822
14.5066716 0.15247389 0.1629831
14.5138526 0.1524727 0.16298399
14.5210336 0.15247151 0.16298488
14.5282145 0.15247032 0.16298576
14.5353955 0.15246913 0.16298663
14.5425764 0.15246795 0.1629875
14.5497574 0.15246676 0.16298837
14.5569383 0.15246558 0.16298923
14.5641193 0.15246439 0.16299008
14.5713003 0.15246321 0.16299093
14.5784812 0.15246203 0.16299178
14.5856622 0.15246085 0.16299262
14.5928431 0.15245968 0.16299345
14.6000241 0.1524585 0.16299428
14.6072051 0.15245732 0.16299511
14.614386 0.15245615 0.16299593
14.621567 0.15245498 0.16299675
14.6287479 0.15245381 0.16299756
14.6359289 0.15245264 0.16299837
14.6431099 0.15245147 0.16299917
14.6502908 0.1524503 0.16299997
14.6574718 0.15244914 0.16300077
14.6646527 0.15244797 0.16300156
14.6718337 0.15244681 0.16300235
14.6790147 0.15244565 0.16300313
14.6861956 0.15244448 0.16300391
14.6933766 0.15244333 0.16300468
14.7005575 0.15244217 0.16300545
14.7077385 0.15244101 0.16300622
14.7149195 0.15243985 0.16300698
14.7221004 0.1524387 0.16300774
14.7292814 0.15243755 0.1630085
14.7364623 0.1524364 0.16300925
14.7436433 0.15243525 0.16300999
14.7508242 0.1524341 0.16301074
14.7580052 0.15243295 0.16301148
14.7651862 0.1524318 0.16301221
14.7723671 0.15243066 0.16301295
14.7795481 0.15242951 0.16301368
14.786729 0.15242837 0.1630144
14.79391 0.15242723 0.16301513
14.801091 0.15242609 0.16301585
14.8082719 0.15242495 0.16301656
14.8154529 0.15242381 0.16301727
14.8226338 0.15242268 0.16301798
14.8298148 0.15242154 0.16301869
14.8369958 0.15242041 0.16301939
14.8441767 0.15241928 0.16302009
14.8513577 0.15241815 0.16302079
14.8585386 0.15241702 0.16302148
14.8657196 0.15241589 0.16302218
14.8729006 0.15241476 0.16302286
14.8800815 0.15241364 0.16302355
14.8872625 0.15241251 0.16302423
14.8944434 0.15241139 0.16302491
14.9016244 0.15241027 0.16302559
14.9088054 0.15240915 0.16302626
14.9159863 0.15240803 0.16302693
14.9231673 0.15240691 0.1630276
14.9303482 0.1524058 0.16302827
14.9375292 0.15240468 0.16302893
14.9447101 0.15240357 0.16302959
14.9518911 0.15240246 0.16303025
14.9590721 0.15240135 0.16303091
14.966253 0.15240024 0.16303156
14.973434 0.15239913 0.16303221
14.9806149 0.15239802 0.16303286
14.9877959 0.15239692 0.16303351
14.9949769 0.15239581 0.16303416
15.0021578 0.15239471 0.1630348
15.0093388 0.15239361 0.16303544
15.0165197 0.15239251 0.16303608
15.0237007 0.15239141 0.16303671
15.0308817 0.15239031 0.16303735
15.0380626 0.15238922 0.16303798
15.0452436 0.15238812 0.16303861
15.0524245 0.15238703 0.16303924
15.0596055 0.15238594 0.16303986
15.0667865 0.15238485 0.16304049
15.0739674 0.15238376 0.16304111
15.0811484 0.15238267 0.16304173
15.0883293 0.15238158 0.16304235
15.0955103 0.1523805 0.16304297
15.1026913 0.15237941 0.16304358
15.1098722 0.15237833 0.1630442
15.1170532 0.15237725 0.16304481
15.1242341 0.15237617 0.16304542
15.1314151 0.15237509 0.16304603
15.1385961 0.15237401 0.16304664
15.145777 0.15237294 0.16304724
15.152958 0.15237186 0.16304785
15.1601389 0.15237079 0.16304845
15.1673199 0.15236972 0.16304905
15.1745008 0.15236864 0.16304965
15.1816818 0.15236758 0.16305025
15.1888628 0.15236651 0.16305084
15.1960437 0.15236544 0.16305144
15.2032247 0.15236438 0.16305203
15.2104056 0.15236331 0.16305262
15.2175866 0.15236225 0.16305321
15.2247676 0.15236119 0.1630538
15.2319485 0.15236013 0.16305438
15.2391295 0.15235907 0.16305497
15.2463104 0.15235801 0.16305555
15.2534914 0.15235696 0.16305613
15.2606724 0.1523559 0.16305671
15.2678533 0.15235485 0.16305729
15.2750343 0.1523538 0.16305787
15.2822152 0.15235275 0.16305844
15.2893962 0.1523517 0.16305902
15.2965772 0.15235066 0.16305959
15.3037581 0.15234961 0.16306016
15.3109391 0.15234857 0.16306073
15.31812 0.15234752 0.1630613
15.325301 0.15234648 0.16306186
15.332482 0.15234544 0.16306242
15.3396629 0.1523444 0.16306299
15.3468439 0.15234337 0.16306355
15.3540248 0.15234233 0.16306411
15.3612058 0.1523413 0.16306466
15.3683867 0.15234027 0.16306522
15.3755677 0.15233923 0.16306577
15.3827487 0.1523382 0.16306632
15.3899296 0.15233718 0.16306687
15.3971106 0.15233615 0.16306742
15.4042915 0.15233512 0.16306797
15.4114725 0.1523341 0.16306852
15.4186535 0.15233308 0.16306906
15.4258344 0.15233206 0.1630696
15.4330154 0.15233104 0.16307014
15.4401963 0.15233002 0.16307068
15.4473773 0.152329 0.16307122
15.4545583 0.15232799 0.16307176
15.4617392 0.15232697 0.16307229
15.4689202 0.15232596 0.16307282
15.4761011 0.15232495 0.16307335
15.4832821 0.15232394 0.16307388
15.4904631 0.15232293 0.16307441
15.497644 0.15232193 0.16307494
15.504825 0.15232092 0.16307546
15.5120059 0.15231992 0.16307598
15.5191869 0.15231892 0.1630765
15.5263679 0.15231792 0.16307702
15.5335488 0.15231692 0.16307754
15.5407298 0.15231592 0.16307806
15.5479107 0.15231493 0.16307857
15.5550917 0.15231393 0.16307908
15.5622726 0.15231294 0.1630796
15.5694536 0.15231195 0.1630801
15.5766346 0.15231096 0.16308061
15.5838155 0.15230997 0.16308112
15.5909965 0.15230898 0.16308162
15.5981774 0.152308 0.16308213
15.6053584 0.15230702 0.16308263
15.6125394 0.15230603 0.16308313
15.6197203 0.15230505 0.16308362
15.6269013 0.15230407 0.16308412
15.6340822 0.1523031 0.16308462
15.6412632 0.15230212 0.16308511
15.6484442 0.15230115 0.1630856
15.6556251 0.15230017 0.16308609
15.6628061 0.1522992 0.16308658
15.669987 0.15229823 0.16308706
15.677168 0.15229726 0.16308755
15.684349 0.1522963 0.16308803
15.6915299 0.15229533 0.16308851
15.6987109 0.15229437 0.16308899
15.7058918 0.1522934 0.16308947
15.7130728 0.15229244 0.16308995
15.7202538 0.15229148 0.16309042
15.7274347 0.15229053 0.1630909
15.7346157 0.15228957 0.16309137
15.7417966 0.15228862 0.16309184
15.7489776 0.15228766 0.16309231
15.7561586 0.15228671 0.16309277
15.7633395 0.15228576 0.16309324
15.7705205 0.15228481 0.1630937
15.7777014 0.15228387 0.16309416
15.7848824 0.15228292 0.16309462
15.7920633 0.15228198 0.16309508
15.7992443 0.15228104 0.16309554
15.8064253 0.1522801 0.16309599
15.8136062 0.15227916 0.16309645
15.8207872 0.15227822 0.1630969
15.8279681 0.15227728 0.16309735
15.8351491 0.15227635 0.1630978
15.8423301 0.15227542 0.16309824
15.849511 0.15227448 0.16309869
15.856692 0.15227356 0.16309913
15.8638729 0.15227263 0.16309958
15.8710539 0.1522717 0.16310002
15.8782349 0.15227078 0.16310046
15.8854158 0.15226985 0.16310089
15.8925968 0.15226893 0.16310133
15.8997777 0.15226801 0.16310176
15.9069587 0.15226709 0.16310219
15.9141397 0.15226617 0.16310263
15.9213206 0.15226526 0.16310305
15.9285016 0.15226434 0.16310348
15.9356825 0.15226343 0.16310391
15.9428635 0.15226252 0.16310433
15.9500445 0.15226161 0.16310475
15.9572254 0.1522607 0.16310518
15.9644064 0.1522598 0.16310559
15.9715873 0.15225889 0.16310601
15.9787683 0.15225799 0.16310643
15.9859492 0.15225709 0.16310684
15.9931302 0.15225619 0.16310726
16.0003112 0.15225529 0.16310767
16.0074921 0.15225439 0.16310808
16.0146731 0.1522535 0.16310848
16.021854 0.15225261 0.16310889
16.029035 0.15225171 0.1631093
16.036216 0.15225082 0.1631097
16.0433969 0.15224993 0.1631101
16.0505779 0.15224905 0.1631105
16.0577588 0.15224816 0.1631109
16.0649398 0.15224728 0.1631113
16.0721208 0.15224639 0.16311169
16.0793017 0.15224551 0.16311208
16.0864827 0.15224463 0.16311248
16.0936636 0.15224376 0.16311287
16.1008446 0.15224288 0.16311326
16.1080256 0.15224201 0.16311364
16.1152065 0.15224113 0.16311403
16.1223875 0.15224026 0.16311441
16.1295684 0.15223939 0.1631148
16.1367494 0.15223852 0.16311518
16.1439304 0.15223766 0.16311556
16.1511113 0.15223679 0.16311593
16.1582923 0.15223593 0.16311631
16.1654732 0.15223506 0.16311668
16.1726542 0.1522342 0.16311706
16.1798351 0.15223335 0.16311743
16.1870161 0.15223249 0.1631178
16.1941971 0.15223163 0.16311817
16.201378 0.15223078 0.16311853
16.208559 0.15222993 0.1631189
16.2157399 0.15222907 0.16311926
16.2229209 0.15222823 0.16311962
16.2301019 0.15222738 0.16311998
16.2372828 0.15222653 0.16312034
16.2444638 0.15222569 0.1631207
16.2516447 0.15222484 0.16312105
16.2588257 0.152224 0.16312141
16.2660067 0.15222316 0.16312176
16.2731876 0.15222232 0.16312211
16.2803686 0.15222149 0.16312246
16.2875495 0.15222065 0.16312281
16.2947305 0.15221982 0.16312315
16.3019115 0.15221899 0.1631235
16.3090924 0.15221816 0.16312384
16.3162734 0.15221733 0.16312418
16.3234543 0.1522165 0.16312452
16.3306353 0.15221567 0.16312486
16.3378163 0.15221485 0.1631252
16.3449972 0.15221403 0.16312553
16.3521782 0.15221321 0.16312587
16.3593591 0.15221239 0.1631262
16.3665401 0.15221157 0.16312653
16.3737211 0.15221075 0.16312686
16.380902 0.15220994 0.16312719
16.388083 0.15220912 0.16312751
16.3952639 0.15220831 0.16312784
16.4024449 0.1522075 0.16312816
16.4096258 0.15220669 0.16312848
16.4168068 0.15220589 0.1631288
16.4239878 0.15220508 0.16312912
16.4311687 0.15220428 0.16312944
16.4383497 0.15220348 0.16312975
16.4455306 0.15220268 0.16313007
16.4527116 0.15220188 0.16313038
16.4598926 0.15220108 0.16313069
16.4670735 0.15220028 0.163131
16.4742545 0.15219949 0.16313131
16.4814354 0.1521987 0.16313161
16.4886164 0.15219791 0.16313192
16.4957974 0.15219712 0.16313222
16.5029783 0.15219633 0.16313252
16.5101593 0.15219554 0.16313282
16.5173402 0.15219476 0.16313312
16.5245212 0.15219397 0.16313342
16.5317022 0.15219319 0.16313371
16.5388831 0.15219241 0.16313401
16.5460641 0.15219163 0.1631343
16.553245 0.15219086 0.16313459
16.560426 0.15219008 0.16313488
16.567607 0.15218931 0.16313517
16.5747879 0.15218853 0.16313546
16.5819689 0.15218776 0.16313574
16.5891498 0.15218699 0.16313602
16.5963308 0.15218623 0.16313631
16.6035117 0.15218546 0.16313659
16.6106927 0.1521847 0.16313687
16.6178737 0.15218393 0.16313714
16.6250546 0.15218317 0.16313742
16.6322356 0.15218241 0.16313769
16.6394165 0.15218165 0.16313797
16.6465975 0.1521809 0.16313824
16.6537785 0.15218014 0.16313851
16.6609594 0.15217939 0.16313878
16.6681404 0.15217864 0.16313905
16.6753213 0.15217789 0.16313931
16.6825023 0.15217714 0.16313958
16.6896833 0.15217639 0.16313984
16.6968642 0.15217564 0.1631401
16.7040452 0.1521749 0.16314036
16.7112261 0.15217416 0.16314062
16.7184071 0.15217341 0.16314088
16.7255881 0.15217268 0.16314113
16.732769 0.15217194 0.16314139
16.73995 0.1521712 0.16314164
16.7471309 0.15217047 0.16314189
16.7543119 0.15216973 0.16314214
16.7614929 0.152169 0.16314239
16.7686738 0.15216827 0.16314264
16.7758548 0.15216754 0.16314288
16.7830357 0.15216681 0.16314313
16.7902167 0.15216609 0.16314337
16.7973976 0.15216536 0.16314361
16.8045786 0.15216464 0.16314385
16.8117596 0.15216392 0.16314409
16.8189405 0.1521632 0.16314433
16.8261215 0.15216248 0.16314456
16.8333024 0.15216176 0.1631448
16.8404834 0.15216105 0.16314503
16.8476644 0.15216034 0.16314526
16.8548453 0.15215962 0.16314549
16.8620263 0.15215891 0.16314572
16.8692072 0.1521582 0.16314595
16.8763882 0.1521575 0.16314617
16.8835692 0.15215679 0.1631464
16.8907501 0.15215609 0.16314662
16.8979311 0.15215538 0.16314684
16.905112 0.15215468 0.16314706
16.912293 0.15215398 0.16314728
16.919474 0.15215328 0.1631475
16.9266549 0.15215259 0.16314772
16.9338359 0.15215189 0.16314793
16.9410168 0.1521512 0.16314814
16.9481978 0.15215051 0.16314836
16.9553788 0.15214981 0.16314857
16.9625597 0.15214913 0.16314878
16.9697407 0.15214844 0.16314898
16.9769216 0.15214775 0.16314919
16.9841026 0.15214707 0.16314939
16.9912836 0.15214638 0.1631496
16.9984645 0.1521457 0.1631498
17.0056455 0.15214502 0.16315
17.0128264 0.15214434 0.1631502
17.0200074 0.15214367 0.1631504
17.0271883 0.15214299 0.1631506
17.0343693 0.15214232 0.16315079
17.0415503 0.15214164 0.16315099
17.0487312 0.15214097 0.16315118
17.0559122 0.1521403 0.16315137
17.0630931 0.15213963 0.16315156
17.0702741 0.15213897 0.16315175
17.0774551 0.1521383 0.16315194
17.084636 0.15213764 0.16315212
17.091817 0.15213698 0.16315231
17.0989979 0.15213632 0.16315249
17.1061789 0.15213566 0.16315267
17.1133599 0.152135 0.16315286
17.1205408 0.15213434 0.16315304
17.1277218 0.15213369 0.16315322
17.1349027 0.15213303 0.16315339
17.1420837 0.15213238 0.16315357
17.1492647 0.15213173 0.16315375
17.1564456 0.15213108 0.16315392
17.1636266 0.15213044 0.16315409
17.1708075 0.15212979 0.16315426
17.1779885 0.15212915 0.16315444
17.1851695 0.1521285 0.1631546
17.1923504 0.15212786 0.16315477
17.1995314 0.15212722 0.16315494
17.2067123 0.15212658 0.16315511
17.2138933 0.15212595 0.16315527
17.2210742 0.15212531 0.16315544
17.2282552 0.15212468 0.1631556
17.2354362 0.15212405 0.16315576
17.2426171 0.15212341 0.16315592
17.2497981 0.15212278 0.16315608
17.256979 0.15212216 0.16315624
17.26416 0.15212153 0.1631564
17.271341 0.15212091 0.16315655
17.2785219 0.15212028 0.16315671
17.2857029 0.15211966 0.16315686
17.2928838 0.15211904 0.16315702
17.3000648 0.15211842 0.16315717
17.3072458 0.1521178 0.16315732
17.3144267 0.15211719 0.16315747
17.3216077 0.15211657 0.16315762
17.3287886 0.15211596 0.16315777
17.3359696 0.15211535 0.16315792
17.3431506 0.15211473 0.16315806
17.3503315 0.15211413 0.16315821
17.3575125 0.15211352 0.16315835
17.3646934 0.15211291 0.1631585
17.3718744 0.15211231 0.16315864
17.3790554 0.1521117 0.16315878
17.3862363 0.1521111 0.16315892
17.3934173 0.1521105 0.16315906
17.4005982 0.1521099 0.1631592
17.4077792 0.15210931 0.16315934
17.4149601 0.15210871 0.16315948
17.4221411 0.15210812 0.16315961
17.4293221 0.15210752 0.16315975
17.436503 0.15210693 0.16315988
17.443684 0.15210634 0.16316002
17.4508649 0.15210575 0.16316015
17.4580459 0.15210516 0.16316028
17.4652269 0.15210458 0.16316041
17.4724078 0.15210399 0.16316054
17.4795888 0.15210341 0.16316067
17.4867697 0.15210283 0.1631608
17.4939507 0.15210225 0.16316093
17.5011317 0.15210167 0.16316106
17.5083126 0.15210109 0.16316118
17.5154936 0.15210052 0.16316131
17.5226745 0.15209994 0.16316143
17.5298555 0.15209937 0.16316156
17.5370365 0.1520988 0.16316168
17.5442174 0.15209823 0.1631618
17.5513984 0.15209766 0.16316192
17.5585793 0.15209709 0.16316205
17.5657603 0.15209653 0.16316217
17.5729413 0.15209596 0.16316228
17.5801222 0.1520954 0.1631624
17.5873032 0.15209484 0.16316252
17.5944841 0.15209428 0.16316264
17.6016651 0.15209372 0.16316276
17.6088461 0.15209316 0.16316287
17.616027 0.15209261 0.16316299
17.623208 0.15209205 0.1631631
17.6303889 0.1520915 0.16316321
17.6375699 0.15209095 0.16316333
17.6447508 0.1520904 0.16316344
17.6519318 0.15208985 0.16316355
17.6591128 0.1520893 0.16316366
17.6662937 0.15208876 0.16316377
17.6734747 0.15208821 0.16316388
17.6806556 0.15208767 0.16316399
17.6878366 0.15208713 0.1631641
17.6950176 0.15208659 0.16316421
17.7021985 0.15208605 0.16316432
17.7093795 0.15208551 0.16316442
17.7165604 0.15208498 0.16316453
17.7237414 0.15208444 0.16316463
17.7309224 0.15208391 0.16316474
17.7381033 0.15208338 0.16316484
17.7452843 0.15208285 0.16316495
17.7524652 0.15208232 0.16316505
17.7596462 0.15208179 0.16316515
17.7668272 0.15208126 0.16316525
17.7740081 0.15208074 0.16316535
17.7811891 0.15208021 0.16316546
17.78837 0.15207969 0.16316556
17.795551 0.15207917 0.16316565
17.802732 0.15207865 0.16316575
17.8099129 0.15207814 0.16316585
17.8170939 0.15207762 0.16316595
17.8242748 0.1520771 0.16316605
17.8314558 0.15207659 0.16316614
17.8386367 0.15207608 0.16316624
17.8458177 0.15207557 0.16316634
17.8529987 0.15207506 0.16316643
17.8601796 0.15207455 0.16316653
17.8673606 0.15207404 0.16316662
17.8745415 0.15207354 0.16316672
17.8817225 0.15207303 0.16316681
17.8889035 0.15207253 0.1631669
17.8960844 0.15207203 0.16316699
17.9032654 0.15207153 0.16316709
17.9104463 0.15207103 0.16316718
17.9176273 0.15207054 0.16316727
17.9248083 0.15207004 0.16316736
17.9319892 0.15206955 0.16316745
17.9391702 0.15206905 0.16316754
17.9463511 0.15206856 0.16316763
17.9535321 0.15206807 0.16316772
17.9607131 0.15206758 0.16316781
17.967894 0.15206709 0.16316789
17.975075 0.15206661 0.16316798
17.9822559 0.15206612 0.16316807
17.9894369 0.15206564 0.16316816
17.9966179 0.15206516 0.16316824
18.0037988 0.15206468 0.16316833
18.0109798 0.1520642 0.16316841
18.0181607 0.15206372 0.1631685
18.0253417 0.15206325 0.16316858
18.0325227 0.15206277 0.16316867
18.0397036 0.1520623 0.16316875
18.0468846 0.15206182 0.16316883
18.0540655 0.15206135 0.16316892
18.0612465 0.15206088 0.163169
18.0684274 0.15206042 0.16316908
18.0756084 0.15205995 0.16316917
18.0827894 0.15205948 0.16316925
18.0899703 0.15205902 0.16316933
18.0971513 0.15205856 0.16316941
18.1043322 0.1520581 0.16316949
18.1115132 0.15205764 0.16316957
18.1186942 0.15205718 0.16316965
18.1258751 0.15205672 0.16316973
18.1330561 0.15205626 0.16316981
18.140237 0.15205581 0.16316989
18.147418 0.15205536 0.16316997
18.154599 0.1520549 0.16317005
18.1617799 0.15205445 0.16317012
18.1689609 0.152054 0.1631702
18.1761418 0.15205356 0.16317028
18.1833228 0.15205311 0.16317036
18.1905038 0.15205266 0.16317043
18.1976847 0.15205222 0.16317051
18.2048657 0.15205178 0.16317059
18.2120466 0.15205134 0.16317066
18.2192276 0.1520509 0.16317074
18.2264086 0.15205046 0.16317081
18.2335895 0.15205002 0.16317089
18.2407705 0.15204959 0.16317097
18.2479514 0.15204915 0.16317104
18.2551324 0.15204872 0.16317111
18.2623133 0.15204829 0.16317119
18.2694943 0.15204786 0.16317126
18.2766753 0.15204743 0.16317134
18.2838562 0.152047 0.16317141
18.2910372 0.15204657 0.16317148
18.2982181 0.15204615 0.16317156
18.3053991 0.15204573 0.16317163
18.3125801 0.1520453 0.1631717
18.319761 0.15204488 0.16317177
18.326942 0.15204446 0.16317185
18.3341229 0.15204404 0.16317192
18.3413039 0.15204363 0.16317199
18.3484849 0.15204321 0.16317206
18.3556658 0.1520428 0.16317213
18.3628468 0.15204238 0.16317221
18.3700277 0.15204197 0.16317228
18.3772087 0.15204156 0.16317235
18.3843897 0.15204115 0.16317242
18.3915706 0.15204075 0.16317249
18.3987516 0.15204034 0.16317256
18.4059325 0.15203994 0.16317263
18.4131135 0.15203953 0.1631727
18.4202945 0.15203913 0.16317277
18.4274754 0.15203873 0.16317284
18.4346564 0.15203833 0.16317291
18.4418373 0.15203793 0.16317298
18.4490183 0.15203753 0.16317305
18.4561992 0.15203714 0.16317311
18.4633802 0.15203674 0.16317318
18.4705612 0.15203635 0.16317325
18.4777421 0.15203596 0.16317332
18.4849231 0.15203557 0.16317339
18.492104 0.15203518 0.16317346
18.499285 0.15203479 0.16317353
18.506466 0.15203441 0.16317359
18.5136469 0.15203402 0.16317366
18.5208279 0.15203364 0.16317373
18.5280088 0.15203326 0.1631738
18.5351898 0.15203287 0.16317386
18.5423708 0.1520325 0.16317393
18.5495517 0.15203212 0.163174
18.5567327 0.15203174 0.16317407
18.5639136 0.15203136 0.16317413
18.5710946 0.15203099 0.1631742
18.5782756 0.15203062 0.16317427
18.5854565 0.15203025 0.16317433
18.5926375 0.15202987 0.1631744
18.5998184 0.15202951 0.16317447
