 R   <X|d2/dR2|A> 
0.8 -2.1206272685108973
0.81 -2.348979646862807
0.8200000000000001 -2.507425430077831
0.8300000000000001 -2.5931072915173896
0.8400000000000001 -2.6065152537599143
0.8500000000000001 -2.547565019030303
0.86 -2.4162708211300323
0.87 -2.2126299820937314
0.88 -1.936642718936994
0.89 -1.5883087450793196
0.9 -1.1676278535723286
0.91 -0.6745998147656537
0.92 -0.10922440548398321
0.93 0.5284986653604726
0.9400000000000001 1.238569341342064
0.95 2.0209896384762747
0.96 2.8757495427732387
0.97 3.802909206888426
0.98 4.802119874663887
0.99 5.875416139306717
1.0 7.010941471934368
1.01 8.041858033719707
1.02 8.801327994868524
1.03 9.277494853608655
1.04 9.472393248370958
1.05 9.385674486393867
1.06 9.017398801987355
1.07 8.367556281171494
1.08 7.436149058518659
1.0899999999999999 6.223177214519769
1.1 4.728641197727334
1.1099999999999999 2.952541397837707
1.1199999999999999 0.8948782885017373
1.13 -1.4443479990356656
1.14 -4.065135256849652
1.15 -6.967493284602909
1.16 -10.151361798975625
1.17 -13.617088888601675
1.18 -17.362642370624624
1.19 -21.39986319184484
1.2 -25.65973366050909
1.2193548387096773 -33.093618728754265
1.229032258064516 -35.99485594477485
1.238709677419355 -38.2737241535572
1.2483870967741935 -39.9825569051058
1.2580645161290323 -41.11237448893196
1.2677419354838708 -41.664716864284536
1.2774193548387096 -41.63931907691487
1.2870967741935484 -41.036225822364926
1.296774193548387 -39.855428643333454
1.3064516129032258 -38.096928175793074
1.3161290322580645 -35.76072346823112
1.3258064516129031 -32.8468138131193
1.335483870967742 -29.35519843157875
1.3451612903225807 -25.285876526329915
1.3548387096774193 -20.638847271399744
1.364516129032258 -15.414109812635438
1.3741935483870968 -9.61166326629075
1.3838709677419354 -3.2315067179537333
1.3935483870967742 3.726360779052461
1.403225806451613 11.261940202856582
1.4129032258064516 19.375232576613122
1.4225806451612903 28.066238898670427
1.432258064516129 37.334960559243086
1.4419354838709677 47.18139692199428
1.4516129032258065 57.60555943020144
1.461290322580645 68.60738940106793
1.4709677419354839 80.18723716719776
1.4806451612903226 92.34306944755375
1.4903225806451612 105.08674599502407
1.5 118.34915235554779
1.509993076923077 131.582947623395
1.5199861538461539 143.35868612164043
1.5299792307692308 153.60499930497923
1.5399723076923078 162.33413416357837
1.5499653846153847 169.54399161161265
1.5599584615384616 175.2349340462977
1.5699515384615386 179.40690163053705
1.5799446153846155 182.05990706467196
1.5899376923076922 183.1939507013503
1.5999307692307692 182.80903511400834
1.609923846153846 180.90516260205038
1.619916923076923 177.48233562385946
1.62991 172.5405567277374
1.639903076923077 166.07982856926714
1.6498961538461538 158.10015391411184
1.6598892307692308 148.60153564363773
1.6698823076923077 137.58397676036924
1.6798753846153847 125.04748039380613
1.6898684615384614 110.99204980654164
1.6998615384615383 95.41768840071092
1.7098546153846153 78.32439972478511
1.7198476923076922 59.71218748071684
1.7298407692307691 39.58105553151458
1.739833846153846 17.93100790904713
1.749826923076923 -5.237951176673997
1.75982 -29.92581733394189
1.7698130769230769 -56.1325859491925
1.7798061538461538 -83.85825235680514
1.7897992307692308 -113.10281078178576
1.7997923076923077 -143.86626043075375
1.8097853846153846 -176.14856991566577
1.8197784615384616 -209.9498845279516
1.8297715384615383 -245.26931807227027
1.8397646153846152 -282.11199448677075
1.8497576923076922 -320.4480061788744
1.859750769230769 -360.451622275362
1.869743846153846 -401.1070806647019
1.879736923076923 -448.3346273647642
1.88973 -467.6284881388391
1.89691 -177.21066236962372
1.9005 26.20232190324515
1.90409 51.33415572060661
1.9064833333333333 9.868096389135983
1.9088766666666668 -11.766977208925788
1.91127 -9.680884837961417
1.91845 6.848158712271107
1.9193475 5.851476228289512
1.920245 4.5768997285415445
1.9211425 3.6383688769122484
1.92204 2.9305340674696785
1.9229375 2.4715533286257716
1.923835 2.2578281527879076
1.9247325 2.2927916142909535
1.92563 2.5594438321558437
1.92922 3.5844739938367884
1.93281 3.6516149807972553
1.9364 3.3245875726280265
1.93999 3.233957540871324
1.94358 3.2534543409330183
1.94717 3.2103037246007293
1.95076 3.1376061532952053
1.95435 3.0804586928230995
1.96154 2.9841612954826746
1.96872 2.8869373313435975
1.9759 2.79087170575865
1.98308 2.6983818711309793
1.99026 2.609137875958118
1.99744 2.5232419241308106
2.00462 2.4407292256447315
2.0118 2.361544945896518
2.01898 2.286098148752472
2.02616 2.2120336693615545
2.03335 2.1430548941893144
2.04053 2.079284025629322
2.04771 2.0168356290701777
2.05489 1.9581438234971413
2.06207 1.9027946210159161
2.06925 1.85085936102069
2.07643 1.8023252469483015
2.08361 1.7571954808365815
2.09079 1.7154134297485588
2.09797 1.6772287161584165
2.10515 1.6410710222931122
2.11234 1.6093123834850602
2.11952 1.581946632042691
2.1267 1.5563986904581122
2.13388 1.5341597429169544
2.14106 1.514872809493651
2.14824 1.4985014281930569
2.15542 1.4849928934877101
2.1626 1.4743029501426963
2.16978 1.4667126328617148
2.17696 1.4612257639131423
2.18415 1.4600330862865216
2.19133 1.4636912907421986
2.19851 1.4705887356087992
2.19866164 1.4707942143851542
2.19881328 1.4710107272694435
2.19896492 1.4712283262255732
2.19911656 1.47144861089162
2.1992682 1.471671404988197
2.19941984 1.4718966952068415
2.19957148 1.4721244749783509
2.19972312 1.47235479811278
2.19987476 1.472587613148743
2.2000264 1.4728229123824321
2.2000725 1.4728948116141778
2.2001185 1.472966966977488
2.2001645 1.4730393577945053
2.2002106 1.4731119200246336
2.2002566 1.4731848674786792
2.2003026 1.4732578529861282
2.2003487 1.4733312984414826
2.2003947 1.4734048625034242
2.2004407 1.4734784222602975
2.2004867 1.4735524985885198
2.2005328 1.4736269069683625
2.2005788 1.4737011233802468
2.2006248 1.473775844908118
2.2006709 1.4738509288927928
2.2007169 1.4739260872180155
2.2007629 1.4740014200687876
2.200809 1.4740770855870706
2.200855 1.4741529145261711
2.200901 1.4742288544783926
2.2009471 1.4743053760839695
2.2009931 1.4743819730787302
2.2010391 1.4744585519026217
2.2010852 1.4745356293359357
2.2011312 1.4746130240106332
2.2011772 1.4746903783147352
2.2012233 1.474768011479193
2.2012693 1.474846068101026
2.2013153 1.4749241637707717
2.2013614 1.4750026795760656
2.2014074 1.475081211570581
2.2014534 1.475159984166488
2.2014994 1.4752391614294886
2.2015455 1.475318433155988
2.2015915 1.475398001016477
2.2016375 1.475477745329278
2.2016836 1.4755579026861798
2.2017296 1.4756381030340502
2.2017756 1.4757184894814368
2.2018217 1.4757992277187957
2.2018677 1.4758800737807065
2.2019137 1.475961346574882
2.2019598 1.4760429102733712
2.2020058 1.476124430784464
2.2020518 1.476206188523443
2.2020979 1.4762883340827555
2.2021439 1.476370652194554
2.2021899 1.476453285359018
2.202236 1.4765361363874447
2.202282 1.4766189903229359
2.202328 1.4767022258382392
2.2023741 1.476785928556543
2.2024201 1.47686958450981
2.2024661 1.4769534329320102
2.2025121 1.4770375223104741
2.2025582 1.4771220407653622
2.2026042 1.4772066042770504
2.2026502 1.4772914286484382
2.2026963 1.4773766543099156
2.2027423 1.4774618845534175
2.2027883 1.4775474493117438
2.2028344 1.4776333814807154
2.2028804 1.4777192775775667
2.2029264 1.4778056059519566
2.2029725 1.4778920892880305
2.2030185 1.4779786900521685
2.2030645 1.4780657225628275
2.2031106 1.4781530616649694
2.2031566 1.478240339701494
2.2032026 1.4783279488198962
2.2032487 1.478416045894527
2.2032947 1.4785038457909154
2.2033407 1.4785922140308476
2.2033868 1.4786809852988396
2.2034328 1.4787696270977224
2.2034788 1.4788586716965653
2.2035248 1.4789479737301727
2.2035709 1.4790375392862738
2.2036169 1.4791271401179262
2.2036629 1.4792170399164717
2.203709 1.4793073075331449
2.203755 1.4793977452326805
2.203801 1.4794883612188392
2.2038471 1.479579189792361
2.2038931 1.4796703226607488
2.2039391 1.4797617972375532
2.2039852 1.4798533272824268
2.2040312 1.4799450402333574
2.2040772 1.4800370701537897
2.2041233 1.4801294821295368
2.2041693 1.48022186635046
2.2042153 1.4803146083054808
2.2042614 1.480407720975003
2.2043074 1.4805008370976673
2.2043534 1.48059412929671
2.2043995 1.4806879729577058
2.2044455 1.4807818014575642
2.2044915 1.4808757415236224
2.2045375 1.480970135375884
2.2045836 1.4810648936586022
2.2046296 1.4811596640673494
2.2046756 1.481254609516562
2.2047217 1.481349949346232
2.2047677 1.4814454578074017
2.2048137 1.4815410912863747
2.2048598 1.4816371423928412
2.2049058 1.481733344547619
2.2049518 1.4818298160807395
2.2049979 1.4819265690751182
2.2050439 1.4820233714492625
2.2050899 1.482120405399418
2.205136 1.4822178609409589
2.205182 1.4823155354657016
2.205228 1.482413246810477
2.2052741 1.4825112894228667
2.2053201 1.4826095442373597
2.2053661 1.4827080848003225
2.2054122 1.482806951494971
2.2054582 1.482905953081342
2.2055042 1.4830049695683076
2.2055502 1.483104267735175
2.2055963 1.4832042770435827
2.2056423 1.4833040700201336
2.2056883 1.4834040612633268
2.2057344 1.483504606438432
2.2057804 1.483605271974453
2.2058264 1.4837061840786219
2.2058725 1.483807523297835
2.2059185 1.4839090250572522
2.2059645 1.4840108353799495
2.2060106 1.4841131168188424
2.2060566 1.4842154588323422
2.2061026 1.4843180190013054
2.2061487 1.4844212425186105
2.2061947 1.4845245742682276
2.2062407 1.48462787445986
2.2062868 1.4847319260873704
2.2063328 1.4848360715178532
2.2063788 1.4849404369050347
2.2064249 1.4850452578149205
2.2064709 1.4851502447334926
2.2065169 1.485255591089791
2.2065629 1.4853610408798588
2.206609 1.485467018340612
2.206655 1.4855732586063752
2.206701 1.4856796029688817
2.2067471 1.4857863788796135
2.2067931 1.4858934569892415
2.2068391 1.4860008210040143
2.2068852 1.4861085437588386
2.2069312 1.4862163148441223
2.2069772 1.4863245763847739
2.2070233 1.4864332372335305
2.2070693 1.4865418761252363
2.2071153 1.4866508819718653
2.2071614 1.486760335128463
2.2072074 1.4868699997745565
2.2072534 1.4869798395772418
2.2072995 1.4870902395248058
2.2073455 1.4872007839295271
2.2073915 1.4873113287140796
2.2074376 1.4874227013746715
2.2074836 1.4875340993709976
2.2075296 1.487645504998885
2.2075756 1.487757449894918
2.2076217 1.487869955783924
2.2076677 1.4879824340244714
2.2077137 1.4880952435428996
2.2077598 1.4882083943924918
2.2078058 1.4883217932261135
2.2078518 1.4884354387237926
2.2078979 1.4885495372699138
2.2079439 1.4886638096648221
2.2079899 1.4887782909455298
2.208036 1.4888933622167522
2.208082 1.489008358571097
2.208128 1.489123702307145
2.2081741 1.4892397154358221
2.2082201 1.489355594441428
2.2082661 1.4894717700690454
2.2083122 1.4895887301903263
2.2083582 1.489705491926073
2.2084042 1.4898225139449206
2.2084502 1.4899398899706338
2.2084963 1.4900578570919731
2.2085423 1.490175788517667
2.2085883 1.4902939824258934
2.2086344 1.4904129017196621
2.2086804 1.4905316993921003
2.2087264 1.49065088680713
2.2087725 1.4907705987854527
2.2088185 1.4908901741484066
2.2088645 1.4910101961393536
2.2089106 1.4911308518514605
2.2089566 1.491251327994085
2.2090026 1.49137218593446
2.2090487 1.4914936344265086
2.2090947 1.491615045804858
2.2091407 1.4917367046827366
2.2091868 1.491859101327719
2.2092328 1.4919814212338567
2.2092788 1.492103906117269
2.2093249 1.4922271038069708
2.2093709 1.49235031985669
2.2094169 1.4924738768279704
2.2094629 1.492597487856857
2.209509 1.492721839614994
2.209555 1.4928462901671429
2.209601 1.4929706923963706
2.2096471 1.493096020774742
2.2096931 1.4932212198687522
2.2097391 1.4933465834239161
2.2097852 1.4934728592102764
2.2098312 1.4935988120987047
2.2098772 1.4937251584050681
2.2099233 1.493852228112349
2.2099693 1.49397896441002
2.2100153 1.4941062902623732
2.2100614 1.49423412299884
2.2101074 1.4943618313173843
2.2101534 1.4944899266510974
2.2101995 1.4946187079824123
2.2102455 1.4947473557464712
2.2102915 1.4948762468257182
2.2103376 1.4950058245531914
2.2103836 1.4951354287433778
2.2104296 1.4952651943580109
2.2104756 1.495395340581585
2.2105217 1.495526079054522
2.2105677 1.495656751506337
2.2106137 1.4957876972812745
2.2106598 1.495919201139041
2.2107058 1.496051012804458
2.2107518 1.496182679223152
2.2107979 1.4963151625651476
2.2108439 1.496447778559478
2.2108899 1.4965802482421275
2.210936 1.4967135298167644
2.210982 1.4968470849739546
2.211028 1.4969806215785029
2.2110741 1.4971147015922504
2.2111201 1.4972489312410011
2.2111661 1.4973834062116815
2.2112122 1.4975184297720636
2.2112582 1.4976534622974895
2.2113042 1.4977888510952613
2.2113503 1.4979248175237074
2.2113963 1.4980606817934623
2.2114423 1.4981968318839995
2.2114883 1.4983334714108363
2.2115344 1.498470420768272
2.2115804 1.4986075571704807
2.2116264 1.498744922587233
2.2116725 1.498882844669772
2.2117185 1.4990208224980468
2.2117645 1.4991589072728804
2.2118106 1.4992979584363533
2.2118566 1.499436716584071
2.2119026 1.4995757586490779
2.2119487 1.499715423084418
2.2119947 1.4998552078224754
2.2120407 1.4999951366119224
2.2120868 1.5001355749262797
2.2121328 1.5002763637637904
2.2121788 1.500417170086478
2.2122249 1.5005584328598076
2.2122709 1.5006999319598187
2.2123169 1.5008416165049858
2.212363 1.5009839761163515
2.212409 1.5011262911555976
2.212455 1.5012688337450735
2.212501 1.5014117432784715
2.2125471 1.5015551098404187
2.2125931 1.5016985815397688
2.2126391 1.5018423487229264
2.2126852 1.5019866653853733
2.2127312 1.5021309845143205
2.2127772 1.502275620871543
2.2128233 1.502420880688212
2.2128693 1.5025660776623833
2.2129153 1.502711427657339
2.2129614 1.5028576433351
2.2130074 1.5030037978309014
2.2130534 1.5031502613894654
2.2130995 1.5032975349261801
2.2131455 1.5034445052905627
2.2131915 1.5035919883639266
2.2132376 1.503740134487304
2.2132836 1.5038882562665354
2.2133296 1.5040366930682427
2.2133757 1.504185750488114
2.2134217 1.5043348577160198
2.2134677 1.5044843566131965
2.2135137 1.504634175309473
2.2135598 1.5047844818771643
2.2136058 1.5049348786509351
2.2136518 1.5050856587440689
2.2136979 1.5052370236802457
2.2137439 1.5053883867263764
2.2137899 1.5055402580642046
2.213836 1.505692680377577
2.213882 1.505844886017639
2.213928 1.5059977457809883
2.2139741 1.506151071064498
2.2140201 1.5063042786960432
2.2140661 1.5064582211297106
2.2141122 1.506612573876629
2.2141582 1.506766812637439
2.2142042 1.506921558649751
2.2142503 1.507076819591271
2.2142963 1.5072322144374306
2.2143423 1.5073880298266595
2.2143884 1.507544195367158
2.2144344 1.5077005022977772
2.2144804 1.5078571391522497
2.2145264 1.5080141244223997
2.2145725 1.5081718431579185
2.2146185 1.5083295705742228
2.2146645 1.5084875065327081
2.2147106 1.5086459818449405
2.2147566 1.5088047586929025
2.2148026 1.5089637677015053
2.2148487 1.5091231512132022
2.2148947 1.5092828159209626
2.2149407 1.5094428709684622
2.2149868 1.5096034615108054
2.2150328 1.5097639888629981
2.2150788 1.509924966587548
2.2151249 1.5100866354714881
2.2151709 1.5102480510588405
2.2152169 1.5104099522298813
2.215263 1.5105726478612298
2.215309 1.5107352605313165
2.215355 1.5108980450286813
2.2154011 1.5110616759129059
2.2154471 1.5112252050846915
2.2154931 1.5113889331827028
2.2155391 1.5115533585127174
2.2155852 1.5117182149264732
2.2156312 1.51188292200833
2.2156772 1.512048237517784
2.2157233 1.5122141494855326
2.2157693 1.5123799152352766
2.2158153 1.512546128077803
2.2158614 1.5127129486350137
2.2159074 1.5128797777452823
2.2159534 1.5130470323326506
2.2159995 1.5132147357794263
2.2160455 1.5133826381843103
2.2160915 1.513550925400859
2.2161376 1.5137195323635253
2.2161836 1.5138883938196424
2.2162296 1.514057533568646
2.2162757 1.5142273471055558
2.2163217 1.514397270147756
2.2163677 1.5145672351663397
2.2164137 1.5147376615491674
2.2164598 1.5149088973679308
2.2165058 1.5150800448934376
2.2165518 1.515251326544474
2.2165979 1.5154234738734425
2.2166439 1.5155957109053126
2.2166899 1.5157680032065506
2.216736 1.5159410645149314
2.216782 1.5161142212410716
2.216828 1.5162876993968304
2.2168741 1.5164616386793752
2.2169201 1.5166357560293884
2.2169661 1.5168102354327953
2.2170122 1.5169852285391023
2.2170582 1.517160306538036
2.2171042 1.5173356323079135
2.2171503 1.5175117136964917
2.2171963 1.5176877009930185
2.2172423 1.5178641724710706
2.2172884 1.5180413098072598
2.2173344 1.5182181012219798
2.2173804 1.5183955397324813
2.2174264 1.518573235248126
2.2174725 1.5187515946352443
2.2175185 1.5189300069035223
2.2175645 1.5191085580890111
2.2176106 1.5192878565999894
2.2176566 1.519467194580927
2.2177026 1.5196470249584721
2.2177487 1.5198273517696472
2.2177947 1.5200075272084286
2.2178407 1.5201882342203645
2.2178868 1.520369465044886
2.2179328 1.5205507563468474
2.2179788 1.5207325532742082
2.2180249 1.520914842631424
2.2180709 1.5210969799250154
2.2181169 1.521279618851986
2.218163 1.52146296233482
2.218209 1.52164622026318
2.218255 1.5218298201325782
2.2183011 1.522014075754684
2.2183471 1.5221983173540594
2.2183931 1.5223829968283824
2.2184391 1.5225679212582313
2.2184852 1.5227534569234558
2.2185312 1.5229388741618854
2.2185772 1.5231249144302643
2.2186233 1.52331162518147
2.2186693 1.5234980346328442
2.2187153 1.5236849007356543
2.2187614 1.523872515715125
2.2188074 1.5240600923456677
2.2188534 1.5242478938547221
2.2188995 1.5244364225177502
2.2189455 1.524625000477951
2.2189915 1.5248138817824786
2.2190376 1.5250034692076682
2.2190836 1.5251929041234793
2.2191296 1.5253827408537055
2.2191757 1.5255733828283158
2.2192217 1.525763824583279
2.2192677 1.5259546170274105
2.2193138 1.5261461412878754
2.2193598 1.5263377531894529
2.2194058 1.5265295852656586
2.2194518 1.5267214951037547
2.2194979 1.526914471471788
2.2195439 1.5271073069681875
2.2195899 1.5273002779336922
2.219636 1.5274943178053597
2.219682 1.527688001749481
2.219728 1.5278820821001173
2.2197741 1.528077026638344
2.2198201 1.528271593929433
2.2198661 1.5284667587185936
2.2199122 1.5286627013594387
2.2199582 1.5288584865280475
2.2200042 1.5290543957502778
2.2200503 1.5292512821056579
2.2200963 1.5294480820090097
2.2201423 1.5296451610498525
2.2201884 1.5298432166618001
2.2202344 1.5300409930343748
2.2202804 1.5302392794483435
2.2203265 1.530438295847651
2.2203725 1.5306373917843206
2.2204185 1.5308367975704307
2.2204645 1.5310365469030618
2.2205106 1.5312370627043612
2.2205566 1.5314376256803537
2.2206026 1.5316386562619444
2.2206487 1.5318403133958483
2.2206947 1.532041909949788
2.2207407 1.5322439218115695
2.2207868 1.5324468745269635
2.2208328 1.5326497495610116
2.2208788 1.5328528881052166
2.2209249 1.5330568624944463
2.2209709 1.5332607740420694
2.2210169 1.5334650538882053
2.221063 1.5336701744843866
2.221109 1.5338752311120016
2.221155 1.5340807756027504
2.2212011 1.5342870365257575
2.2212471 1.5344931505109511
2.2212931 1.5346996497648957
2.2213392 1.5349072325996462
2.2213852 1.5351144950066984
2.2214312 1.5353221167049131
2.2214772 1.5355304033878523
2.2215233 1.535739127250939
2.2215693 1.5359479446330424
2.2216153 1.5361573015769887
2.2216614 1.5363673204178583
2.2217074 1.5365773328650798
2.2217534 1.536787626028409
2.2217995 1.5369988470086735
2.2218455 1.5372098759674107
2.2218915 1.5374214291238886
2.2219376 1.5376337957967459
2.2219836 1.5378458561959965
2.2220296 1.5380586685569835
2.2220757 1.538272146559311
2.2221217 1.5384854455069557
2.2221677 1.538699203293219
2.2222138 1.5389137034898754
2.2222598 1.5391282199483616
2.2223058 1.5393431650779896
2.2223519 1.5395589649601527
2.2223979 1.5397745326670251
2.2224439 1.5399905462522234
2.2224899 1.54020706153633
2.222536 1.5404241768147329
2.222582 1.540641343937438
2.222628 1.5408589271268394
2.2226741 1.5410771904112472
2.2227201 1.5412955688632264
2.2227661 1.5415143460750682
2.2228122 1.541733781777062
2.2228582 1.541953099289013
2.2229042 1.5421729717319579
2.2229503 1.5423935491227443
2.2229963 1.5426140890382785
2.2230423 1.5428351534833706
2.2230884 1.5430568512677145
2.2231344 1.5432786447961586
2.2231804 1.5435007628669748
2.2232265 1.5437234822551238
2.2232725 1.5439463908498778
2.2233185 1.5441696523376336
2.2233645 1.5443930773573946
2.2234106 1.544617617334318
2.2234566 1.5448419710355914
2.2235026 1.5450665896315734
2.2235487 1.5452922766268349
2.2235947 1.545517723800941
2.2236407 1.5457435567996445
2.2236868 1.5459702363772103
2.2237328 1.546196812777434
2.2237788 1.546423829467559
2.2238249 1.5466516252296238
2.2238709 1.5468794904144678
2.2239169 1.5471075044371405
2.223963 1.5473364773293468
2.224009 1.5475654525953622
2.224055 1.5477946341213904
2.2241011 1.5480247797873732
2.2241471 1.5482547213798443
2.2241931 1.5484850998585382
2.2242392 1.5487163601743912
2.2242852 1.548947587490941
2.2243312 1.5491790698539418
2.2243772 1.5494108971681368
2.2244233 1.5496436512476062
2.2244693 1.54987640504136
2.2245153 1.550109362984566
2.2245614 1.5503432630957927
2.2246074 1.5505771814280096
2.2246534 1.5508111322134872
2.2246995 1.5510462096430904
2.2247455 1.5512812430470821
2.2247915 1.5515164854763497
2.2248376 1.5517527092264012
2.2248836 1.5519887450948566
2.2249296 1.552225143694572
2.2249757 1.5524625406313355
2.2250217 1.5526995536316388
2.2250677 1.552937263088735
2.2251138 1.5531757722001598
2.2251598 1.553413973734172
2.2252058 1.5536526849028234
2.2252519 1.553892188658819
2.2252979 1.5541317233215344
2.2253439 1.5543715786838532
2.2253899 1.5546117929006467
2.225436 1.5548529488395788
2.225482 1.555093878601555
2.225528 1.5553352478909623
2.2255741 1.5555773932077086
2.2256201 1.5558195350041653
2.2256661 1.5560619810416507
2.2257122 1.556305423171453
2.2257582 1.5565487515344045
2.2258042 1.5567921438705936
2.2258503 1.5570367893822266
2.2258963 1.5572811256728039
2.2259423 1.5575257930473083
2.2259884 1.557771559603299
2.2260344 1.5580170690353035
2.2260804 1.5582630006912588
2.2261265 1.5585097605226097
2.2261725 1.5587563506545066
2.2262185 1.5590033877400726
2.2262646 1.5592512907054972
2.2263106 1.559499091791681
2.2263566 1.5597471985848017
2.2264026 1.5599957171188756
2.2264487 1.5602452688152422
2.2264947 1.5604945102956118
2.2265407 1.5607441389921772
2.2265868 1.5609946860418726
2.2266328 1.5612451509281575
2.2266788 1.561495989898849
2.2267249 1.561747684866112
2.2267709 1.5619992281775366
2.2268169 1.5622511527033085
2.226863 1.5625039903038662
2.226909 1.5627567688167847
2.226955 1.563009742825932
2.2270011 1.563263758405144
2.2270471 1.5635175965358867
2.2270931 1.5637717933385442
2.2271392 1.5640269569165164
2.2271852 1.5642818614115472
2.2272312 1.5645373065617703
2.2272773 1.5647934374749277
2.2273233 1.5650495967195095
2.2273693 1.5653062321011724
2.2274153 1.565563056040791
2.2274614 1.5658209653628274
2.2275074 1.566078762815088
2.2275534 1.5663367506150108
2.2275995 1.5665959679271766
2.2276455 1.5668548020624353
2.2276915 1.5671141488708922
2.2277376 1.5673744645484784
2.2277836 1.5676345277784998
2.2278296 1.5678951933733738
2.2278757 1.5681566341099806
2.2279217 1.5684178069982442
2.2279677 1.5686796346550296
2.2280138 1.5689423551076522
2.2280598 1.5692047368327138
2.2281058 1.5694678818357901
2.2281519 1.569731695614072
2.2281979 1.5699953792650387
2.2282439 1.5702594960190255
2.22829 1.570524616272127
2.228336 1.5707895393370501
2.228382 1.5710548176005243
2.228428 1.5713206114622624
2.2284741 1.5715873058085679
2.2285201 1.5718539271827414
2.2285661 1.5721206984715241
2.2286122 1.5723885549240677
2.2286582 1.572656406826224
2.2287042 1.5729246085326234
2.2287503 1.573193594518884
2.2287963 1.5734624195129592
2.2288423 1.5737319263905785
2.2288884 1.574002157047543
2.2289344 1.5742722599799008
2.2289804 1.5745428912700525
2.2290265 1.5748142465668866
2.2290725 1.5750856585926594
2.2291185 1.5753573787776238
2.2291646 1.5756300137842554
2.2292106 1.5759027104649541
2.2292566 1.5761755379301254
2.2293027 1.5764493330893887
2.2293487 1.5767231437036173
2.2293947 1.5769973875155352
2.2294407 1.5772718474875491
2.2294868 1.5775472446422572
2.2295328 1.5778226340463422
2.2295788 1.578098483704334
2.2296249 1.5783751561921302
2.2296709 1.5786515567960826
2.2297169 1.578928524024963
2.229763 1.5792064715826304
2.229809 1.5794841574475507
2.229855 1.5797623661438531
2.2299011 1.5800414119449917
2.2299471 1.5803204501315151
2.2299931 1.580599705098213
2.2300392 1.580880056653342
2.2300852 1.5811602680913925
2.2301312 1.5814405934306177
2.2301773 1.5817222507457713
2.2302233 1.5820036115454883
2.2302693 1.5822851857266667
2.2303154 1.5825679453385975
2.2303614 1.5828506276366845
2.2304074 1.583133518486664
2.2304534 1.5834168492867078
2.2304995 1.583701062957596
2.2305455 1.5839852203921607
2.2305915 1.5842699141047563
2.2306376 1.5845552290835454
2.2306836 1.584840600657543
2.2307296 1.5851264569805608
2.2307757 1.5854132273836985
2.2308217 1.5856996297260757
2.2308677 1.5859865548837455
2.2309138 1.5862746261158167
2.2309598 1.586562210601293
2.2310058 1.5868503528055382
2.2310519 1.5871395277531022
2.2310979 1.587428458797258
2.2311439 1.5877179258187342
2.23119 1.5880082304613836
2.231236 1.5882982448315905
2.231282 1.5885888840338103
2.231328 1.5888797226316287
2.2313741 1.5891716317399158
